Measure,Beat,[Superius],[Contratenor],[Tenor],[Bassus],Composer,Title,[Tenor 1],[Tenor 2],Superius,Contratenor,Tenor,Bassus
28,4.5,,"('2', '2')",,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
29,1.0,,"('2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
29,1.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
29,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
29,2.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
29,3.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
29,3.5,,,,"('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
29,4.0,"('5', '3')",,,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '1')",,,,,
29,4.5,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
30,1.0,"('3', '-2')","('5', '3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
30,1.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '-2')",,,,,
30,2.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
30,3.0,,"('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
30,4.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
31,1.0,"('-2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
31,2.0,,"('-2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
31,3.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
31,3.5,,"('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
31,4.0,"('-2', '-2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('5', '3')",,,,,
32,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('3', '-2')",,,,,
32,2.0,,"('2', '-8')",,"('4', '3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
32,3.0,,"('-8', '5')",,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
32,4.0,,"('5', '3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
33,1.0,,"('3', '-2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
33,1.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-3')",,,,,
33,2.0,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-3', '2')",,,,,
33,2.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
33,3.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
33,4.0,"('5', '3')","('-2', '2')",,"('-2', '-3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
34,1.0,"('3', '-2')","('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
34,1.5,,"('2', '2')",,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
34,2.0,,"('2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
34,2.5,,"('2', '-5')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
34,3.0,"('-2', '-2')","('-5', '5')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
34,3.5,,"('5', '-2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
34,4.0,,"('-2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
34,4.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
35,1.0,"('-2', '-2')",,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
35,2.0,"('-2', '2')",,,"('-2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
37,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('3', '2')",,,,
38,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
38,3.0,,,,"('3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
38,4.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-3')",,,,
39,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-3', '-2')",,,,
39,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
39,3.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
39,4.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
40,1.0,,"('3', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
40,1.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
40,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
40,2.5,,,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '5')",,,,
40,3.0,,,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('5', '-2')",,,,
40,4.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
41,1.0,,"('2', '2')",,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-5')",,,,
41,2.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-5', '5')",,,,
41,3.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('5', '-2')",,,,
41,3.5,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
41,4.0,,,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
41,4.5,,"('2', '-2')",,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
42,1.0,,"('-2', '-2')",,"('-2', '-3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
42,1.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-3')",,,,
42,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-3', '2')",,,,
42,2.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
42,3.0,,"('-2', '-2')",,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-4')",,,,
42,4.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-4', '1')",,,,
42,4.5,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
43,1.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('1', '3')",,,,
43,1.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
43,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('3', '2')",,,,
43,2.5,,,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
43,3.0,,"('2', '2')",,"('-5', '5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
44,1.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('3', '2')","('2', '2')",,,,
44,2.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
44,3.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
45,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')","('2', '-2')",,,,
45,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
45,3.0,"('3', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
45,3.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
45,4.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
45,4.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')","('2', '-2')",,,,
46,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
46,1.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
46,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
46,2.5,,,,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
46,3.0,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
46,4.0,,"('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
47,1.0,"('2', '2')","('1', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
47,1.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
47,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')","('1', '2')",,,,
47,2.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
47,3.0,"('-2', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
47,3.5,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
47,4.0,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
47,4.5,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
48,1.0,"('2', '-2')","('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
48,1.5,,"('-2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
48,2.0,"('-2', '-2')","('-2', '-2')",,"('4', '1')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
48,2.5,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
48,3.0,,"('2', '-4')",,"('1', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
48,3.5,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
48,4.0,"('-2', '2')","('-4', '5')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
48,4.5,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
49,1.0,,"('5', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
49,2.0,,,,"('-2', '-3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '1')",,,,,
49,3.0,,"('2', '-2')",,"('-3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '-2')",,,,,
49,4.0,,,,"('2', '3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
50,1.0,,"('-2', '2')",,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
50,2.0,,,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
50,3.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
50,4.0,"('1', '1')",,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
50,4.5,,,,"('2', '-4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-3')",,,,,
51,1.0,"('1', '-2')","('2', '2')",,"('-4', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-3', '-2')",,,,,
51,2.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
51,2.5,,"('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
51,3.0,"('-2', '-2')","('-3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-3')",,,,,
51,4.0,"('-2', '2')","('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-3', '-2')","('4', '1')",,,,
52,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('1', '2')",,,,
52,1.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
52,2.0,"('2', '2')","('2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
52,2.5,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
52,3.0,"('-3', '-2')","('1', '1')",,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
52,4.0,"('-2', '2')","('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
53,1.0,"('2', '-3')","('1', '-2')",,"('-5', '4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-3')",,,,
53,2.0,"('-3', '-2')","('-2', '1')",,"('4', '-4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-3', '-2')",,,,
53,3.0,,"('1', '-2')",,"('-4', '3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
53,4.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
54,1.0,,"('2', '2')",,"('3', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
54,2.0,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '1')","('-2', '2')",,,,
54,2.5,,"('2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
54,3.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '-2')","('2', '-4')",,,,
54,3.5,,,,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
54,4.0,,,,"('-2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
55,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
55,2.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
55,3.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
55,4.0,"('1', '1')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
55,4.5,,,,"('2', '-3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
56,1.0,"('1', '-2')",,,"('-3', '5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
56,2.0,"('-2', '-2')",,,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
56,3.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
56,4.0,,"('2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-3', '2')",,,,
57,1.0,"('-2', '2')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
57,2.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
57,2.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
57,3.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
57,4.0,"('-2', '2')","('2', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
58,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
58,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
58,3.0,,,,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
58,3.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-3')",,,,,
58,4.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-3', '2')",,,,,
58,4.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '2')",,,,,
59,1.0,,,,"('-5', '5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-4')",,,,,
59,2.0,"('2', '2')",,,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-4', '2')",,,,,
59,3.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-4')",,,,,
59,4.0,"('-2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('3', '2')",,,,
60,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
60,1.5,"('2', '-3')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
60,2.0,"('-3', '2')",,,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
60,2.5,"('2', '2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
60,3.0,"('2', '-4')",,,"('-5', '5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
60,4.0,"('-4', '2')",,,"('5', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')","('2', '2')",,,,
61,1.0,"('2', '-4')",,,"('-5', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')","('2', '-2')",,,,
61,2.0,,"('2', '2')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')","('-2', '2')",,,,
61,2.5,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
61,3.0,,,,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
61,3.5,,"('2', '-3')",,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
61,4.0,,"('-3', '-2')",,"('-5', '8')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
62,1.0,,"('-2', '2')",,"('8', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
62,1.5,,"('2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
62,2.0,"('-2', '-2')","('2', '2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
62,2.5,,"('2', '-4')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '2')",,,,
62,2.75,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
62,3.0,"('-2', '-2')","('-4', '2')",,"('-2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
62,3.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '-2')",,,,
62,4.0,"('-2', '2')",,,"('-2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '2')",,,,
62,4.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
63,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
63,3.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '4')",,,,,
63,4.0,,"('1', '1')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('4', '3')",,,,,
64,1.0,,"('1', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('3', '-2')",,,,,
64,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
64,3.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
64,4.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
65,1.0,"('-2', '4')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
65,2.0,"('4', '3')","('2', '2')",,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
65,3.0,"('3', '-2')","('2', '-3')",,"('-2', '4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
65,4.0,"('-2', '-2')","('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
66,1.0,,"('2', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
66,1.5,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
66,2.0,"('-2', '2')","('-3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
66,3.0,,"('-2', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
66,4.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-2')",,,,
67,1.0,"('-2', '-2')","('2', '3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-2', '4')",,,,
67,2.0,"('-2', '-2')","('3', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
67,3.0,,"('-2', '3')",,"('-4', '3')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
68,1.0,,"('3', '-2')",,"('3', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
68,2.0,,"('-2', '-3')",,"('2', '2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
68,3.0,,"('-3', '2')",,"('2', '-5')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '4')",,,,,
68,4.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('4', '3')","('-2', '-2')",,,,
69,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('3', '-2')","('-2', '4')",,,,
69,2.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
69,3.5,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')",,,,,
69,4.0,"('2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
70,1.0,"('-2', '4')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
70,2.0,"('4', '3')",,,"('2', '-2')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')","('2', '2')",,,,
70,3.0,"('3', '-2')",,,"('-2', '4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')","('2', '-3')",,,,
70,4.0,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '-2')","('-3', '2')",,,,
71,1.0,,,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('2', '-3')",,,,
71,1.5,"('-2', '-2')",,,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
71,2.0,"('-2', '2')","('5', '-3')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,"('-3', '-2')",,,,
71,3.0,,"('-3', '2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
72,1.0,,,,"('4', '-4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,,,,,,
72,2.0,,"('2', '-2')",,,Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '-2')",,,,,
72,3.0,,"('-2', '2')",,"('-4', '4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('-2', '2')",,,,,
72,4.0,,"('2', '-2')",,"('4', '1')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('2', '1')",,,,,
73,1.0,,,,"('1', '-4')",Jean Guyon,Missa Je suis déshéritée: Agnus Dei,"('1', '-2')",,,,,
1,1.0,,"('-2', '1')",,"('-5', '1')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
1,3.0,,,"('1', '3')",,Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
1,4.0,,"('1', '3')",,"('1', '5')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
2,1.0,,"('3', '-2')",,"('5', '2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
2,2.0,,"('-2', '2')","('3', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
2,3.0,,"('2', '2')","('2', '-4')","('2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
2,4.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
3,1.0,,,"('-4', '6')","('-3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
3,2.0,,"('2', '-8')",,"('-2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
3,3.0,"('1', '3')","('-8', '4')","('6', '1')","('-3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
3,4.0,,"('4', '-2')","('1', '1')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
4,1.0,,"('-2', '-3')","('1', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
4,1.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
4,2.0,"('3', '2')",,"('-2', '2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Kyrie,,,,,,
