Measure,Beat,[Superius],[Contratenor],[Tenor],[Bassus],Composer,Title,[Tenor 1],[Tenor 2],Superius,Contratenor,Tenor,Bassus
48,1.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
48,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
48,2.0,"('-2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
48,2.5,"('2', '3')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
48,3.0,"('3', '-2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
48,4.0,"('-2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
49,1.0,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
49,1.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
49,2.0,"('-2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
49,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
51,1.0,,,,"('1', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
51,3.0,,,,"('3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
52,1.0,,,"('1', '3')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
52,2.0,,"('1', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
52,2.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
52,3.0,,,"('3', '2')","('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
52,3.5,,,,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
53,1.0,,"('3', '2')","('2', '-4')","('-2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
53,2.0,,"('2', '-4')",,"('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
53,3.0,,"('-4', '2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
53,3.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
54,1.0,"('1', '3')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
54,1.5,,,,"('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
54,2.0,,"('2', '-2')",,"('-5', '5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
54,3.0,"('3', '2')","('-2', '-3')",,"('5', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
55,1.0,"('2', '-4')","('-3', '4')",,"('2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
55,1.5,,"('4', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
55,2.0,"('-4', '3')","('2', '-5')","('1', '3')","('-3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
55,3.0,,"('-5', '3')","('3', '2')","('-2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
56,1.0,"('3', '-2')","('3', '-2')","('2', '-4')","('-4', '5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
56,2.0,"('-2', '-2')","('-2', '6')",,"('5', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
56,3.0,"('-2', '-2')","('6', '1')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
57,1.0,,"('1', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
57,1.5,"('-2', '-2')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
57,2.0,"('-2', '4')","('-2', '-2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
57,2.5,,,,"('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
57,3.0,"('4', '1')","('-2', '-4')",,"('-5', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
58,1.0,"('1', '-2')","('-4', '-2')",,"('3', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
58,2.0,"('-2', '-2')","('-2', '-2')","('1', '-2')","('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
58,3.0,"('-2', '-2')","('-2', '2')","('-2', '-2')","('2', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,1.0,"('-2', '-2')","('2', '2')","('-2', '-2')","('3', '1')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,1.5,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,2.0,"('-2', '2')","('2', '2')","('-2', '-2')","('1', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,2.5,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,3.0,,"('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,3.5,"('2', '2')","('2', '2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
59,3.75,,,"('2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
60,1.0,"('2', '-4')","('2', '-2')","('-2', '-2')","('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
60,2.0,,"('-2', '-2')","('-2', '2')","('-2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
60,2.5,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
60,3.0,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
60,3.5,,,"('2', '-2')","('-3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
61,1.0,,"('-2', '-2')","('-2', '2')","('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
61,3.0,,,"('2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
62,1.0,"('3', '-4')",,"('-2', '-3')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
62,2.0,"('-4', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
62,3.0,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
63,1.0,"('-2', '-3')","('1', '-2')",,"('3', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
63,2.0,,"('-2', '-2')",,"('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
63,3.0,,"('-2', '-2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,1.0,,"('-2', '-2')","('1', '-2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,1.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,2.0,,,"('-2', '-2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,2.5,,"('-2', '2')",,"('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,2.75,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
64,3.0,,"('2', '2')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
65,1.0,,"('2', '2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
65,2.0,,"('2', '-3')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
65,3.0,,"('-3', '2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
65,3.5,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
66,1.0,,,"('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
66,1.5,,,"('2', '-5')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
66,2.0,,,"('-5', '-2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
66,3.0,"('1', '-2')",,"('-2', '5')","('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
67,1.0,"('-2', '-2')","('2', '-4')","('5', '-2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
67,2.0,"('-2', '1')","('-4', '2')","('-2', '-2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
67,2.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
67,3.0,"('1', '-2')",,"('-2', '-2')","('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
67,3.5,,,,"('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
68,1.0,"('-2', '-2')","('2', '-3')",,"('-5', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
68,2.0,,"('-3', '2')",,"('2', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
68,2.5,"('-2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
68,2.75,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
68,3.0,"('2', '3')","('2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,1.0,"('3', '-2')","('3', '-2')","('3', '-4')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,1.5,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,2.0,,,"('-4', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,2.5,"('-2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,2.75,"('2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
69,3.0,"('-2', '1')","('-2', '3')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
70,1.0,"('1', '3')","('3', '2')","('2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
70,1.5,,,"('2', '-3')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
70,2.0,"('3', '-4')","('2', '-4')","('-3', '4')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
70,2.5,,,"('4', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
70,3.0,,"('-4', '2')","('-2', '2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
71,1.0,"('-4', '2')",,"('2', '2')","('3', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
71,2.0,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
71,2.5,,,"('2', '-5')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
71,3.0,"('2', '2')",,"('-5', '4')","('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
71,3.5,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
72,1.0,"('2', '-2')","('2', '2')","('4', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
72,1.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
72,2.0,"('-2', '1')","('-2', '-2')","('-2', '-2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
72,3.0,,"('-2', '-2')",,"('-4', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
72,3.5,"('1', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
73,1.0,"('-2', '-2')","('-2', '-3')","('-2', '-2')",,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
73,2.5,"('-2', '2')","('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
73,2.75,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
73,3.0,"('2', '1')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
74,1.0,"('1', '1')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
74,3.0,,"('2', '-4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
75,1.0,"('1', '1')","('-4', '3')",,"('3', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
75,2.0,,"('3', '-2')","('3', '-5')","('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
75,3.0,,"('-2', '-2')","('-5', '3')","('2', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
76,1.0,"('1', '1')","('-2', '4')","('3', '-2')","('3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
76,2.0,,"('4', '-2')","('-2', '-3')","('-2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
76,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
76,3.5,,,"('-3', '2')","('-3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
77,1.0,,"('-2', '-2')","('2', '-2')","('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
77,2.0,,,,"('-4', '5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
77,2.5,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
77,2.75,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
77,3.0,,"('2', '1')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
78,1.0,,,,"('5', '3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
80,1.0,,,,"('3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
80,3.0,,"('3', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
80,4.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
81,1.0,"('3', '2')","('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
81,1.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
81,2.0,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
81,4.0,,"('2', '2')",,"('-2', '5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
81,4.5,,,,"('5', '-5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
82,1.0,"('2', '-4')","('2', '-2')",,"('-5', '8')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
82,2.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
82,3.0,,,,"('8', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
82,4.0,,"('-2', '3')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
82,4.5,,"('3', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
83,1.0,,"('-2', '4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
83,2.0,,"('4', '-2')",,"('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
83,2.5,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
83,3.0,,,,"('2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
83,4.0,,"('-2', '-2')",,"('-3', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
84,1.5,,"('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
84,1.75,,"('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
84,2.0,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
84,3.0,,"('-3', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
84,4.0,"('3', '2')","('-2', '4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,1.0,"('2', '2')","('4', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,2.0,,"('-2', '-2')",,"('3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,2.5,"('2', '2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,3.0,"('2', '-2')",,,"('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,3.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
85,4.0,"('-2', '-2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,1.0,,"('-2', '-2')",,"('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,2.0,"('-2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,3.0,,,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,3.5,,,,"('2', '-3')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,4.0,,,,"('-3', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
86,4.5,,,,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
87,1.0,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
87,2.0,,"('4', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
87,2.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
87,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,1.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,2.0,"('4', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,2.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,3.0,"('-2', '-2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,3.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,4.0,,"('-2', '-2')",,"('4', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
88,4.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,1.0,"('-2', '2')",,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,1.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,2.0,"('-2', '-2')","('-2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,2.5,,"('3', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,3.0,,"('-2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,4.0,"('-2', '-2')","('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
89,4.5,"('-2', '-2')",,,"('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,1.0,"('-2', '3')","('-2', '-2')",,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,2.0,"('3', '-2')","('-2', '-2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,3.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,3.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,4.0,,"('-2', '2')",,"('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
90,4.5,,,,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
91,1.0,,,,"('-2', '8')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
91,2.0,,"('2', '3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
91,3.0,,"('3', '-2')",,"('8', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
91,4.0,"('4', '-2')","('-2', '-2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,1.0,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,2.0,,"('-2', '2')",,"('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,2.5,,"('2', '2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,3.0,"('-2', '-2')","('2', '-3')",,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,4.0,,"('-3', '-5')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
92,4.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,1.0,"('-2', '-2')","('-5', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,1.5,"('-2', '2')",,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,2.0,"('2', '2')","('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,2.5,,"('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,3.0,,"('2', '2')",,"('-2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,3.5,"('2', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,4.0,"('2', '2')","('2', '2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
93,4.5,"('2', '2')","('2', '-4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,1.0,"('2', '2')","('-4', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,1.5,"('2', '2')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,2.0,"('2', '2')","('2', '2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,2.5,"('2', '2')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,3.0,"('2', '2')",,,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,3.5,"('2', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,4.0,"('-2', '-2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
94,4.5,,"('2', '2')",,"('2', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
95,1.0,,"('2', '-2')",,"('2', '-4')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
95,2.0,"('-2', '2')",,,"('-4', '2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
95,3.0,,,,"('2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
96,1.0,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
96,2.0,,"('1', '1')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
96,2.5,,,,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
96,3.0,,"('1', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
96,4.0,,"('2', '2')",,"('-2', '-2')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,1.0,,"('2', '2')",,"('-2', '5')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,1.5,,"('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,2.0,,"('-3', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,2.5,,"('2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,3.0,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,4.0,"('1', '1')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,4.5,,"('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
97,4.75,,"('-2', '4')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,1.0,"('1', '2')","('4', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,2.0,"('2', '2')","('-2', '-2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,3.0,"('2', '2')","('-2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,3.5,"('2', '-3')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,4.0,"('-3', '2')","('2', '2')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
98,4.5,"('2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
99,1.0,"('-2', '-2')","('2', '-3')",,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
99,1.5,"('-2', '-2')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
99,2.0,"('-2', '-2')","('-3', '-2')",,"('1', '1')",Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
99,2.5,"('-2', '3')",,,,Nicolas Gombert,Missa Je suis déshéritée: Sanctus,,,,,,
