,index,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
75,23,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,706.0,"['88/2.0', '91/2.0', '94/2.0']","['P-4', 'M-9']","[706.0, 730.0, 754.0]","['1, -2, 2, 3']","[24.0, 24.0]","['Cantus', 'Tenor', 'Bassus']",PEN,3,False
76,24,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,706.0,"['88/2.0', '89/2.0', '90/2.0']","['P1', 'P-8']","[706.0, 714.0, 722.0]","['1, -2, 2, 3']","[8.0, 8.0]","['Cantus', 'Altus', 'Bassus']",PEN,3,False
77,25,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,714.0,"['89/2.0', '90/2.0', '91/2.0']","['P-8', 'P5']","[714.0, 722.0, 730.0]","['1, -2, 2, 3']","[8.0, 8.0]","['Altus', 'Bassus', 'Tenor']",PEN,3,False
78,26,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Gloria,714.0,"['89/2.0', '91/2.0', '94/2.0', '96/2.0']","['P-4', 'M-9', 'P12']","[714.0, 730.0, 754.0, 770.0]","['1, -2, 2, 3']","[16.0, 24.0, 16.0]","['Altus', 'Tenor', 'Bassus', 'Cantus']",ID,4,False
79,0,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,0.0,"['1/1.0', '2/1.0']",['P-5'],"[0.0, 8.0]","['-3, 1, 3, 1']",[8.0],"['Cantus', 'Altus']",FUGA,2,False
80,1,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,44.0,"['6/3.0', '7/1.0', '10/1.0']","['P-5', 'P8']","[44.0, 48.0, 72.0]","['1, 1, -3, 3']","[4.0, 24.0]","['Tenor', 'Bassus', 'Altus']",FUGA,3,False
81,2,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,98.0,"['13/2.0', '14/2.0']",['P-5'],"[98.0, 106.0]","['-2, 2, -2, -2']",[8.0],"['Cantus', 'Tenor']",FUGA,2,False
82,3,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,130.0,"['17/2.0', '18/2.0']",['P8'],"[130.0, 138.0]","['1, -2, 2, -2']",[8.0],"['Bassus', 'Cantus']",FUGA,2,False
83,4,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,178.0,"['23/2.0', '23/4.0', '25/4.0', '26/2.0']","['P-5', 'P8', 'P-5']","[178.0, 182.0, 198.0, 202.0]","['1, -3, 3, -2']","[4.0, 16.0, 4.0]","['Tenor', 'Bassus', 'Cantus', 'Altus']",ID,4,False
84,6,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,218.0,"['28/2.0', '29/2.0']",['P5'],"[218.0, 226.0]","['-3, 2, 2, -2', '-3, 3, 2, -2']",[8.0],"['Tenor', 'Cantus']",FUGA,2,True
85,7,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,242.0,"['31/2.0', '32/2.0']",['P8'],"[242.0, 250.0]","['-3, 2, 2, 1', '-3, 3, 2, 1']",[8.0],"['Bassus', 'Altus']",FUGA,2,True
86,8,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,310.0,"['39/4.0', '40/2.0']",['P-4'],"[310.0, 314.0]","['-2, -2, 1, -2']",[4.0],"['Cantus', 'Altus']",FUGA,2,False
87,9,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,336.0,"['43/1.0', '45/4.0']",['m3'],"[336.0, 358.0]","['1, 1, 4, -3']",[22.0],"['Bassus', 'Bassus']",FUGA,2,False
88,10,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,358.0,['45/4.0'],['m-3'],"[358.0, 358.0]","['1, 1, 2, -3', '1, 1, 2, -4']",[0.0],"['Cantus', 'Altus']",FUGA,2,True
89,11,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,416.0,"['53/1.0', '60/2.0']",['M9'],"[416.0, 474.0]","['1, -2, -2, -3', '1, -2, -2, -2']",[58.0],"['Bassus', 'Altus']",FUGA,2,True
90,12,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,572.0,"['71/3.0', '72/3.0']",['P-5'],"[572.0, 580.0]","['2, -3, 2, -3']",[8.0],"['Tenor', 'Bassus']",FUGA,2,False
91,13,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,598.0,"['74/4.0', '75/2.0', '75/4.0']","['P-4', 'P-5']","[598.0, 602.0, 606.0]","['-2, -2, -2, -2']","[4.0, 4.0]","['Cantus', 'Altus', 'Tenor']",PEN,3,False
92,15,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,658.0,"['82/2.0', '82/4.0']",['P4'],"[658.0, 662.0]","['-2, -2, 3, 2']",[4.0],"['Altus', 'Cantus']",FUGA,2,False
93,16,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,698.0,"['87/2.0', '87/4.0']",['P5'],"[698.0, 702.0]","['-2, -3, 3, -2', '-2, -3, 2, -2']",[4.0],"['Altus', 'Cantus']",FUGA,2,True
94,17,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,722.0,"['90/2.0', '92/2.0', '93/2.0', '95/2.0']","['P8', 'M-9', 'P5']","[722.0, 738.0, 746.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[16.0, 8.0, 16.0]","['Tenor', 'Cantus', 'Tenor', 'Altus']",ID,4,True
95,18,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,722.0,"['90/2.0', '90/4.0', '94/4.0', '95/2.0']","['P-5', 'P11', 'P-4']","[722.0, 726.0, 758.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[4.0, 32.0, 4.0]","['Tenor', 'Bassus', 'Cantus', 'Altus']",ID,4,True
96,19,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,722.0,"['90/2.0', '90/4.0', '94/2.0', '94/4.0']","['P-5', 'M-2', 'P12']","[722.0, 726.0, 754.0, 758.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[4.0, 28.0, 4.0]","['Tenor', 'Bassus', 'Bassus', 'Cantus']",ID,4,True
97,20,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,722.0,"['90/2.0', '92/2.0', '94/2.0']","['P8', 'M-13']","[722.0, 738.0, 754.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[16.0, 16.0]","['Tenor', 'Cantus', 'Bassus']",PEN,3,True
98,22,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,722.0,"['90/2.0', '90/4.0', '92/2.0', '93/2.0', '94/2.0', '94/4.0', '95/2.0']","['P-5', 'P12', 'M-9', 'P-5', 'P12', 'P-4']","[722.0, 726.0, 738.0, 746.0, 754.0, 758.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[4.0, 12.0, 8.0, 8.0, 4.0, 4.0]","['Tenor', 'Bassus', 'Cantus', 'Tenor', 'Bassus', 'Cantus', 'Altus']",FUGA,7,True
99,26,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,726.0,"['90/4.0', '92/2.0', '93/2.0', '94/4.0']","['P12', 'M-9', 'P8']","[726.0, 738.0, 746.0, 758.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[12.0, 8.0, 12.0]","['Bassus', 'Cantus', 'Tenor', 'Cantus']",ID,4,True
100,28,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,738.0,"['92/2.0', '93/2.0', '94/2.0', '95/2.0']","['M-9', 'P-5', 'M9']","[738.0, 746.0, 754.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[8.0, 8.0, 8.0]","['Cantus', 'Tenor', 'Bassus', 'Altus']",PEN,4,True
101,29,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,738.0,"['92/2.0', '93/2.0', '94/2.0']","['M-9', 'P-5']","[738.0, 746.0, 754.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[8.0, 8.0]","['Cantus', 'Tenor', 'Bassus']",PEN,3,True
102,32,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,746.0,"['93/2.0', '94/2.0', '95/2.0']","['P-5', 'M9']","[746.0, 754.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[8.0, 8.0]","['Tenor', 'Bassus', 'Altus']",PEN,3,True
103,34,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,754.0,"['94/2.0', '94/4.0', '95/2.0']","['P12', 'P-4']","[754.0, 758.0, 762.0]","['4, 2, 2, 2', '4, 1, 2, 2']","[4.0, 4.0]","['Bassus', 'Cantus', 'Altus']",PEN,3,True
104,36,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,848.0,"['106/1.0', '107/1.0']",['P-5'],"[848.0, 856.0]","['2, -3, -2, 2']",[8.0],"['Tenor', 'Bassus']",FUGA,2,False
105,37,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,994.0,"['124/2.0', '125/2.0']",['P4'],"[994.0, 1002.0]","['-2, 2, -3, 2']",[8.0],"['Altus', 'Cantus']",FUGA,2,False
106,38,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1074.0,"['134/2.0', '135/2.0']",['P8'],"[1074.0, 1082.0]","['2, 2, 1, 2', '1, 2, 1, 2', '2, 2, 2, 2']",[8.0],"['Tenor', 'Cantus']",FUGA,2,True
107,39,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1080.0,"['135/1.0', '137/3.0']",['P-8'],"[1080.0, 1100.0]","['-3, 2, 2, -2', '-3, 3, 2, -2']",[20.0],"['Altus', 'Bassus']",FUGA,2,True
108,40,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1142.0,"['142/4.0', '145/2.0', '147/3.0', '149/2.0', '149/4.0']","['P1', 'P-8', 'P5', 'M-2']","[1142.0, 1162.0, 1180.0, 1194.0, 1198.0]","['-2, 2, 1, 3', '-2, 2, 1, 4']","[20.0, 18.0, 14.0, 4.0]","['Cantus', 'Altus', 'Bassus', 'Tenor', 'Altus']",FUGA,5,True
109,41,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Credo,1162.0,"['145/2.0', '147/3.0', '149/4.0']","['P-8', 'P4']","[1162.0, 1180.0, 1198.0]","['-2, 2, 1, 3', '-2, 2, 1, 4']","[18.0, 18.0]","['Altus', 'Bassus', 'Altus']",PEN,3,True
110,0,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,0.0,"['1/1.0', '3/1.0', '7/3.0', '12/1.0']","['P-5', 'P-4', 'P-5']","[0.0, 16.0, 52.0, 88.0]","['-3, 3, 2, -2']","[16.0, 36.0, 36.0]","['Cantus', 'Altus', 'Tenor', 'Bassus']",FUGA,4,False
111,1,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,2.0,"['1/2.0', '3/2.0', '7/4.0', '9/4.0']","['P-5', 'P-4', 'P8']","[2.0, 18.0, 54.0, 70.0]","['-2, 2, -3, 2']","[16.0, 36.0, 16.0]","['Tenor', 'Bassus', 'Bassus', 'Altus']",ID,4,False
112,2,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,2.0,"['1/2.0', '3/2.0', '5/2.0', '7/4.0', '9/4.0']","['P-5', 'P8', 'P-11', 'P8']","[2.0, 18.0, 34.0, 54.0, 70.0]","['-2, 2, -3, 2']","[16.0, 16.0, 20.0, 16.0]","['Tenor', 'Bassus', 'Cantus', 'Bassus', 'Altus']",FUGA,5,False
113,3,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,2.0,"['1/2.0', '3/2.0', '5/2.0']","['P-5', 'P8']","[2.0, 18.0, 34.0]","['-2, 2, -3, 2']","[16.0, 16.0]","['Tenor', 'Bassus', 'Cantus']",PEN,3,False
114,4,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,16.0,"['3/1.0', '7/3.0', '12/1.0']","['P-4', 'P-5']","[16.0, 52.0, 88.0]","['-3, 3, 2, -2']","[36.0, 36.0]","['Altus', 'Tenor', 'Bassus']",PEN,3,False
115,5,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,18.0,"['3/2.0', '5/2.0', '7/4.0', '9/4.0']","['P8', 'P-11', 'P8']","[18.0, 34.0, 54.0, 70.0]","['-2, 2, -3, 2']","[16.0, 20.0, 16.0]","['Bassus', 'Cantus', 'Bassus', 'Altus']",ID,4,False
116,6,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,26.0,"['4/2.0', '8/4.0']",['P5'],"[26.0, 62.0]","['2, 2, 2, -2']",[36.0],"['Tenor', 'Cantus']",FUGA,2,False
117,7,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '16/4.0', '20/4.0', '21/2.0']","['P4', 'P1', 'P5']","[122.0, 126.0, 158.0, 162.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[4.0, 32.0, 4.0]","['Bassus', 'Tenor', 'Bassus', 'Altus']",ID,4,True
118,8,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '18/4.0', '21/2.0']","['P8', 'P1']","[122.0, 142.0, 162.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[20.0, 20.0]","['Bassus', 'Altus', 'Altus']",PEN,3,True
119,9,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '16/4.0', '18/4.0', '19/2.0', '20/4.0', '21/2.0']","['P4', 'P5', 'P4', 'P-8', 'P5']","[122.0, 126.0, 142.0, 146.0, 158.0, 162.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[4.0, 16.0, 4.0, 12.0, 4.0]","['Bassus', 'Tenor', 'Altus', 'Cantus', 'Bassus', 'Altus']",ID,6,True
120,10,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '16/4.0', '18/4.0', '19/2.0']","['P4', 'P5', 'P4']","[122.0, 126.0, 142.0, 146.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[4.0, 16.0, 4.0]","['Bassus', 'Tenor', 'Altus', 'Cantus']",ID,4,True
121,12,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,122.0,"['16/2.0', '16/4.0', '18/4.0', '19/2.0', '20/4.0', '21/2.0', '22/4.0', '24/4.0']","['P4', 'P5', 'P4', 'P-8', 'P5', 'P-4', 'P-5']","[122.0, 126.0, 142.0, 146.0, 158.0, 162.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[4.0, 16.0, 4.0, 12.0, 4.0, 12.0, 16.0]","['Bassus', 'Tenor', 'Altus', 'Cantus', 'Bassus', 'Altus', 'Tenor', 'Bassus']",FUGA,8,True
122,16,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '19/2.0', '21/2.0']","['P5', 'P4', 'P-4']","[126.0, 142.0, 146.0, 162.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 4.0, 16.0]","['Tenor', 'Altus', 'Cantus', 'Altus']",ID,4,True
123,17,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '22/4.0', '24/4.0']","['P5', 'P-4', 'P-5']","[126.0, 142.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 32.0, 16.0]","['Tenor', 'Altus', 'Tenor', 'Bassus']",ID,4,True
124,18,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '20/4.0']","['P5', 'P-5']","[126.0, 142.0, 158.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0]","['Tenor', 'Altus', 'Bassus']",PEN,3,True
125,19,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '20/4.0', '22/4.0']","['P5', 'P-5', 'M2']","[126.0, 142.0, 158.0, 174.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0, 16.0]","['Tenor', 'Altus', 'Bassus', 'Tenor']",PEN,4,True
126,20,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '20/4.0', '22/4.0', '24/4.0']","['P5', 'P-5', 'M2', 'P-5']","[126.0, 142.0, 158.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0, 16.0, 16.0]","['Tenor', 'Altus', 'Bassus', 'Tenor', 'Bassus']",PEN,5,True
127,21,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '20/4.0', '24/4.0']","['P1', 'P-4']","[126.0, 158.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[32.0, 32.0]","['Tenor', 'Bassus', 'Bassus']",PEN,3,True
128,26,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,126.0,"['16/4.0', '18/4.0', '19/2.0', '21/2.0', '22/4.0', '24/4.0']","['P5', 'P4', 'P-4', 'P-4', 'P-5']","[126.0, 142.0, 146.0, 162.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 4.0, 16.0, 12.0, 16.0]","['Tenor', 'Altus', 'Cantus', 'Altus', 'Tenor', 'Bassus']",ID,6,True
129,30,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,142.0,"['18/4.0', '19/2.0', '20/4.0', '21/2.0']","['P4', 'P-8', 'P5']","[142.0, 146.0, 158.0, 162.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[4.0, 12.0, 4.0]","['Altus', 'Cantus', 'Bassus', 'Altus']",ID,4,True
130,31,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,142.0,"['18/4.0', '20/4.0', '22/4.0', '24/4.0']","['P-5', 'M2', 'P-5']","[142.0, 158.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0, 16.0]","['Altus', 'Bassus', 'Tenor', 'Bassus']",PEN,4,True
131,33,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,142.0,"['18/4.0', '20/4.0', '22/4.0']","['P-5', 'M2']","[142.0, 158.0, 174.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0]","['Altus', 'Bassus', 'Tenor']",PEN,3,True
132,36,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,146.0,"['19/2.0', '20/4.0', '21/2.0', '22/4.0']","['P-8', 'P5', 'P-4']","[146.0, 158.0, 162.0, 174.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[12.0, 4.0, 12.0]","['Cantus', 'Bassus', 'Altus', 'Tenor']",ID,4,True
133,37,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,146.0,"['19/2.0', '21/2.0', '22/4.0', '24/4.0']","['P-4', 'P-4', 'P-5']","[146.0, 162.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 12.0, 16.0]","['Cantus', 'Altus', 'Tenor', 'Bassus']",ID,4,True
134,40,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,158.0,"['20/4.0', '22/4.0', '24/4.0']","['M2', 'P-5']","[158.0, 174.0, 190.0]","['1, -3, 2, 2', '1, -2, 2, 2']","[16.0, 16.0]","['Bassus', 'Tenor', 'Bassus']",PEN,3,True
135,42,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,224.0,"['28/1.0', '29/1.0', '33/4.0', '34/4.0']","['P-5', 'P4', 'P-8']","[224.0, 232.0, 270.0, 278.0]","['1, 1, 1, -3', '1, 1, 1, -4']","[8.0, 38.0, 8.0]","['Tenor', 'Bassus', 'Tenor', 'Bassus']",ID,4,True
136,44,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,224.0,"['28/1.0', '29/1.0', '32/3.0', '33/4.0', '34/4.0']","['P-5', 'P8', 'P-5', 'P-8']","[224.0, 232.0, 260.0, 270.0, 278.0]","['1, 1, 1, -3', '1, 1, 1, -4']","[8.0, 28.0, 10.0, 8.0]","['Tenor', 'Bassus', 'Altus', 'Tenor', 'Bassus']",FUGA,5,True
137,45,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '45/2.0', '46/2.0', '50/4.0', '51/4.0', '53/2.0', '54/2.0']","['P-8', 'P4', 'P1', 'P5', 'P-8', 'P4', 'P5']","[302.0, 310.0, 362.0, 370.0, 406.0, 414.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 52.0, 8.0, 36.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Tenor', 'Altus', 'Bassus', 'Tenor', 'Altus']",ID,8,False
138,46,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '45/2.0', '46/2.0', '50/4.0', '51/4.0']","['P-8', 'P4', 'P1', 'P5', 'P-8']","[302.0, 310.0, 362.0, 370.0, 406.0, 414.0]","['-2, 2, 3, -2']","[8.0, 52.0, 8.0, 36.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Tenor', 'Altus', 'Bassus']",ID,6,False
139,47,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '45/2.0', '46/2.0', '53/2.0', '54/2.0']","['P-8', 'P4', 'P1', 'P1', 'P5']","[302.0, 310.0, 362.0, 370.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 52.0, 8.0, 56.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Tenor', 'Tenor', 'Altus']",ID,6,False
140,48,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '46/2.0', '47/2.0', '50/4.0', '51/4.0']","['P-8', 'P4', 'P-8', 'P12', 'P-8']","[302.0, 310.0, 370.0, 378.0, 406.0, 414.0]","['-2, 2, 3, -2']","[8.0, 60.0, 8.0, 28.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Bassus', 'Altus', 'Bassus']",ID,6,False
141,49,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '39/4.0', '45/2.0', '47/2.0']","['P-4', 'M-2', 'P-8']","[302.0, 318.0, 362.0, 378.0]","['-2, 2, 3, -2']","[16.0, 44.0, 16.0]","['Altus', 'Tenor', 'Altus', 'Bassus']",ID,4,False
142,50,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '53/2.0', '54/2.0']","['P-8', 'P4', 'P5']","[302.0, 310.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 116.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Altus']",ID,4,False
143,51,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '46/2.0', '47/2.0']","['P-8', 'P4', 'P-8']","[302.0, 310.0, 370.0, 378.0]","['-2, 2, 3, -2']","[8.0, 60.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Bassus']",ID,4,False
144,52,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '50/4.0', '51/4.0']","['P-8', 'P8', 'P-8']","[302.0, 310.0, 406.0, 414.0]","['-2, 2, 3, -2']","[8.0, 96.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Bassus']",ID,4,False
145,53,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '46/2.0', '47/2.0', '53/2.0', '54/2.0']","['P-8', 'P4', 'P-8', 'P8', 'P5']","[302.0, 310.0, 370.0, 378.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 60.0, 8.0, 48.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Bassus', 'Tenor', 'Altus']",ID,6,False
146,54,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '45/2.0', '46/2.0']","['P-8', 'P4', 'P1']","[302.0, 310.0, 362.0, 370.0]","['-2, 2, 3, -2']","[8.0, 52.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Tenor']",ID,4,False
147,55,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '39/4.0', '41/4.0']","['P-4', 'P4']","[302.0, 318.0, 334.0]","['-2, 2, 3, -2']","[16.0, 16.0]","['Altus', 'Tenor', 'Altus']",PEN,3,False
148,56,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '39/4.0']","['P-8', 'P5']","[302.0, 310.0, 318.0]","['-2, 2, 3, -2']","[8.0, 8.0]","['Altus', 'Bassus', 'Tenor']",PEN,3,False
149,57,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '39/4.0', '41/4.0', '45/2.0', '46/2.0', '47/2.0', '50/4.0', '51/4.0', '53/2.0', '54/2.0']","['P-8', 'P5', 'P4', 'P-5', 'P1', 'P-8', 'P12', 'P-8', 'P4', 'P5']","[302.0, 310.0, 318.0, 334.0, 362.0, 370.0, 378.0, 406.0, 414.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 8.0, 16.0, 28.0, 8.0, 8.0, 28.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Altus', 'Altus', 'Tenor', 'Bassus', 'Altus', 'Bassus', 'Tenor', 'Altus']",FUGA,11,False
150,58,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '46/2.0', '47/2.0', '50/4.0', '51/4.0', '53/2.0', '54/2.0']","['P-8', 'P4', 'P-8', 'P12', 'P-8', 'P4', 'P5']","[302.0, 310.0, 370.0, 378.0, 406.0, 414.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 60.0, 8.0, 28.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus', 'Tenor', 'Bassus', 'Altus', 'Bassus', 'Tenor', 'Altus']",ID,8,False
151,59,Giovanni Pierluigi da Palestrina,Missa Veni sponsa Christi: Sanctus,302.0,"['37/4.0', '38/4.0', '50/4.0', '51/4.0', '53/2.0', '54/2.0']","['P-8', 'P8', 'P-8', 'P4', 'P5']","[302.0, 310.0, 406.0, 414.0, 426.0, 434.0]","['-2, 2, 3, -2']","[8.0, 96.0, 8.0, 12.0, 8.0]","['Altus', 'Bassus', 'Altus', 'Bassus', 'Tenor', 'Altus']",ID,6,False
