,Validation,Comments,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries
89,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,214.0,"['27/4.0', '29/1.0']",['P-4'],"[214.0, 224.0]","[('3', '2', '2', '3')]",[10.0],"['Altus 1Âº', 'Bassus']",FUGA,2.0,False
90,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,238.0,"['30/4.0', '31/1.0', '32/2.0']","['P8', 'P-8']","[238.0, 240.0, 250.0]","[('3', '2', '2', '2')]","[2.0, 10.0]","['Tenor', 'Superius', 'Altus 2Âº']",FUGA,3.0,False
91,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,284.0,"['36/3.0', '39/4.0', '41/4.0']","['M14', 'M-6']","[284.0, 310.0, 326.0]","[('2', '-4', '2', '2')]","[26.0, 16.0]","['Bassus', 'Superius', 'Altus 1Âº']",FUGA,3.0,False
92,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,360.0,"['46/1.0', '46/2.0', '47/2.0']","['P-5', 'P-4']","[360.0, 364.0, 380.0]","[('4', '4', '-3', '2')]","[4.0, 16.0]","['Superius', 'Altus 1Âº', 'Altus 2Âº']",FUGA,3.0,False
93,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,588.0,"['65/1.0', '70/1.0', '70/2.0', '74/1.0']","['m10', 'P-12', 'M14']","[588.0, 640.0, 644.0, 684.0]","[('2', '-4', '2', '-2')]","[52.0, 4.0, 40.0]","['Bassus', 'Superius', 'Bassus', 'Superius']",FUGA,4.0,False
94,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,788.0,"['83/1.0', '86/1.0', '88/1.0', '91/1.0', '95/1.0', '95/1.0']","['P-5', 'P-4', 'P8', 'P-5', 'P1']","[788.0, 816.0, 832.0, 852.0, 884.0, 888.0]","[('2', '-2', '4', '-2')]","[28.0, 16.0, 20.0, 32.0, 4.0]","['Superius', 'Altus 1Âº', 'Tenor', 'Superius', 'Altus 1Âº', 'Tenor']",FUGA,6.0,False
95,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,898.0,"['96/2.0', '99/2.0']",['P-5'],"[898.0, 918.0]","[('-2', '4', '-2', '-2')]",[20.0],"['Superius', 'Altus 1Âº']",FUGA,2.0,False
96,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,930.0,"['100/2.0', '102/2.0']",['P8'],"[930.0, 946.0]","[('3', '-2', '-2', '-2')]",[16.0],"['Tenor', 'Superius']",FUGA,2.0,False
97,,,Francisco Guerrero,Missa Super flumina Babylonis: Sanctus,954.0,"['103/2.0', '105/2.0', '108/2.0', '111/2.0']","['P-4', 'P8', 'P-5', 'P-4']","[954.0, 954.0, 966.0, 990.0, 1014.0]","[('3', '2', '-4', '6')]","[0.0, 12.0, 24.0, 24.0]","['Altus 1Âº', 'Tenor', 'Superius', 'Altus 1Âº', 'Altus 1Âº']",FUGA,5.0,False
98,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,0.0,"['1/1.0', '3/1.0', '9/3.0']","['P-5', 'P1']","[0.0, 16.0, 68.0]","[('3', '3', '2', '-2')]","[16.0, 52.0]","['Tenor', 'Bassus 1Âº', 'Bassus 1Âº']",FUGA,3.0,False
99,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,2.0,"['1/2.0', '3/2.0']",['P4'],"[2.0, 18.0]","[('-2', '-2', '-2', '3')]",[16.0],"['Altus 1Âº', 'Superius 1Âº']",FUGA,2.0,False
100,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,24.0,"['4/1.0', '6/4.0']",['P1'],"[24.0, 46.0]","[('3', '2', '3', '-2')]",[22.0],"['Altus 2Âº', 'Altus 2Âº']",FUGA,2.0,False
101,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,114.0,"['15/2.0', '21/4.0', '23/4.0', '24/2.0', '25/1.0', '28/2.0']","['P-4', 'P4', 'P5', 'P-12', 'P5']","[114.0, 166.0, 182.0, 186.0, 192.0, 218.0]","[('2', '-4', '3', '-2')]","[52.0, 16.0, 4.0, 6.0, 26.0]","['Altus 1Âº', 'Bassus 1Âº', 'Altus 1Âº', 'Superius 1Âº', 'Bassus 1Âº', 'Tenor']",FUGA,6.0,False
102,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,126.0,"['16/4.0', '18/2.0']",['P8'],"[126.0, 138.0]","[('2', '-4', '3', '2')]",[12.0],"['Altus 2Âº', 'Superius 1Âº']",FUGA,2.0,False
103,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,238.0,"['30/4.0', '32/4.0', '34/4.0', '35/4.0', '37/2.0', '39/4.0', '42/1.0', '42/2.0']","['P8', 'P-12', 'P8', 'P-4', 'P1', 'P-8', 'P8']","[238.0, 254.0, 270.0, 278.0, 290.0, 310.0, 328.0, 330.0]","[('-2', '-2', '-4', '3')]","[16.0, 16.0, 8.0, 12.0, 20.0, 18.0, 2.0]","['Altus 1Âº', 'Superius 1Âº', 'Bassus 1Âº', 'Altus 2Âº', 'Altus 1Âº', 'Altus 2Âº', 'Bassus 1Âº', 'Altus 2Âº']",FUGA,8.0,False
104,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,360.0,"['46/1.0', '48/3.0', '54/4.0']","['P1', 'P-8']","[360.0, 380.0, 430.0]","[('-5', '3', '-3', '5')]","[20.0, 50.0]","['Altus 1Âº', 'Altus 2Âº', 'Bassus 1Âº']",FUGA,3.0,False
105,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,364.0,"['46/3.0', '48/3.0', '49/1.0', '55/1.0', '58/1.0']","['P-8', 'P-5', 'P5', 'P8']","[364.0, 380.0, 384.0, 432.0, 456.0]","[('3', '3', '2', '-2')]","[16.0, 4.0, 48.0, 24.0]","['Superius 1Âº', 'Tenor', 'Bassus 1Âº', 'Tenor', 'Superius 2Âº']",FUGA,5.0,False
106,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,402.0,"['51/2.0', '53/2.0']",['P1'],"[402.0, 418.0]","[('3', '2', '3', '-2')]",[16.0],"['Superius 2Âº', 'Superius 1Âº']",FUGA,2.0,False
107,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,534.0,"['67/4.0', '69/4.0', '71/2.0', '71/4.0', '74/2.0', '75/2.0']","['P-8', 'P11', 'P-4', 'P1', 'P-8']","[534.0, 550.0, 562.0, 566.0, 586.0, 594.0]","[('-2', '2', '2', '2')]","[16.0, 12.0, 4.0, 20.0, 8.0]","['Superius 1Âº', 'Tenor', 'Superius 2Âº', 'Altus 2Âº', 'Superius 1Âº', 'Bassus 1Âº']",FUGA,6.0,False
108,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,626.0,"['79/2.0', '82/2.0', '85/2.0', '86/2.0']","['P1', 'P1', 'P-5']","[626.0, 650.0, 674.0, 682.0]","[('2', '-2', '4', '-5')]","[24.0, 24.0, 8.0]","['Tenor', 'Bassus 1Âº', 'Tenor', 'Bassus 1Âº']",FUGA,4.0,False
109,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,634.0,"['80/2.0', '82/2.0', '83/2.0', '87/2.0']","['m3', 'm-3', 'P4']","[634.0, 650.0, 658.0, 690.0]","[('2', '-2', '4', '-2')]","[16.0, 8.0, 32.0]","['Superius 1Âº', 'Superius 2Âº', 'Superius 1Âº', 'Superius 2Âº']",FUGA,4.0,False
110,,,Francisco Guerrero,Missa Super flumina Babylonis: Agnus Dei,722.0,"['91/2.0', '92/2.0', '92/4.0', '96/4.0', '97/2.0']","['P8', 'P1', 'P1', 'P1']","[722.0, 730.0, 734.0, 766.0, 770.0]","[('3', '2', '-4', '6')]","[8.0, 4.0, 32.0, 4.0]","['Tenor', 'Superius 1Âº', 'Superius 2Âº', 'Superius 2Âº', 'Superius 1Âº']",FUGA,5.0,False
