Measure,Beat,[Cantus],[Altus],[Quintus],[Tenor],[Bassus],Composer,Title,Ténor
120,4.0,,"('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
121,1.0,,"('-2', '1', '2')","('1', '1', '1')","('2', '1', '2')","('-4', '1', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
122,1.0,,"('1', '2', '1')","('1', '1', '-2')","('1', '2', '1')","('1', '4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
122,3.0,"('1', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
122,4.0,,"('2', '1', '-2')","('1', '-2', '-4')","('2', '1', '2')","('4', '1', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
123,1.0,,"('1', '-2', '1')","('-2', '-4', '5')","('1', '2', '-3')","('1', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
123,2.0,"('2', '1', '-2')",,,"('2', '-3', '1')","('-5', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
123,3.0,"('1', '-2', '-4')",,"('-4', '5', '-2')","('-3', '1', '2')","('2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
123,4.0,"('-2', '-4', '1')","('-2', '1', '1')","('5', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
124,1.0,"('-4', '1', '4')","('1', '1', '-3')","('-2', '2', '1')","('1', '2', '-2')","('2', '2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
124,2.0,"('1', '4', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
124,2.5,,,,,"('2', '-3', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
124,3.0,,"('1', '-3', '2')","('2', '1', '3')",,"('-3', '-3', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
124,4.0,"('4', '-2', '-2')",,"('1', '3', '1')","('2', '-2', '2')","('-3', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
125,1.0,"('-2', '-2', '1')","('-3', '2', '2')",,"('-2', '2', '2')","('1', '5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
125,1.5,,,"('3', '1', '1')","('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
125,2.0,,"('2', '2', '2')","('1', '1', '1')","('2', '2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
125,2.5,"('-2', '1', '-2')",,,"('2', '1', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
125,3.0,"('1', '-2', '4')",,"('1', '1', '-3')","('1', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
125,3.5,,"('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
125,4.0,"('-2', '4', '1')","('2', '2', '-2')","('1', '-3', '3')","('-2', '-2', '-2')","('5', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
125,4.5,,"('2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
126,1.0,"('4', '1', '-2')","('-2', '-2', '3')",,"('-2', '-2', '1')","('2', '-4', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
126,1.5,,,"('-3', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
126,2.0,"('1', '-2', '1')","('-2', '3', '1')",,"('-2', '1', '1')","('-4', '-4', '8')",Claudio Merulo,Missa Susanne un jour: Credo,
126,3.0,,"('3', '1', '-3')",,"('1', '1', '4')","('-4', '8', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
126,4.0,"('-2', '1', '2')","('1', '-3', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
127,1.0,"('1', '2', '1')","('-3', '1', '2')",,"('1', '4', '-2')","('8', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
127,2.0,,,,"('4', '-2', '-2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
127,3.0,,"('1', '2', '2')",,"('-2', '-2', '-2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
127,4.0,,"('2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
127,4.5,,,,,"('-2', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
128,1.0,,"('2', '2', '-2')",,,"('-2', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
128,2.0,,"('2', '-2', '-3')",,,"('2', '-4', '6')",Claudio Merulo,Missa Susanne un jour: Credo,
128,3.0,,"('-2', '-3', '2')",,,"('-4', '6', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
128,4.0,,"('-3', '2', '2')","('1', '-2', '2')","('-3', '2', '-2')","('6', '-2', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
129,1.0,,"('2', '2', '-2')",,,"('-2', '-5', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
129,2.0,,"('2', '-2', '-2')","('-2', '2', '3')","('2', '-2', '-4')",,Claudio Merulo,Missa Susanne un jour: Credo,
129,3.0,,"('-2', '-2', '-3')","('2', '3', '-2')","('-2', '-4', '1')","('-5', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
129,4.0,"('1', '1', '5')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
129,4.5,,"('-2', '-3', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
130,1.0,,"('-3', '2', '2')","('3', '-2', '-2')","('-4', '1', '1')","('-2', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
130,2.0,"('1', '5', '2')","('2', '2', '-2')","('-2', '-2', '-2')","('1', '1', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
130,3.0,"('5', '2', '1')","('2', '-2', '4')","('-2', '-2', '-2')",,"('2', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
130,4.0,,"('-2', '4', '-2')","('-2', '-2', '2')","('1', '1', '1')","('-4', '4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
131,1.0,,"('4', '-2', '-2')",,"('1', '1', '2')","('4', '4', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
131,1.5,,,"('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
131,1.75,,,"('2', '2', '-3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
131,2.0,"('2', '1', '-3')","('-2', '-2', '2')","('2', '-3', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
131,3.0,"('1', '-3', '2')",,"('-3', '2', '-2')","('1', '2', '3')","('4', '-5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
131,3.5,,"('-2', '2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
131,4.0,,"('2', '1', '1')",,"('2', '3', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
131,4.5,"('-3', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
132,1.0,"('2', '1', '-2')","('1', '1', '-2')",,"('3', '-2', '-4')","('-5', '2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
132,2.0,,"('1', '-2', '-2')","('2', '-2', '-2')","('-2', '-4', '5')",,Claudio Merulo,Missa Susanne un jour: Credo,
132,3.0,"('1', '-2', '-3')",,"('-2', '-2', '-2')","('-4', '5', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
132,4.0,,"('-2', '-2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
132,4.5,,,"('-2', '-2', '5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
133,1.0,,,"('-2', '5', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
133,1.5,,"('-2', '2', '2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
133,3.0,,,"('5', '2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
133,4.0,,,"('2', '1', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
134,1.0,,,"('1', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
134,2.0,"('3', '1', '1')",,"('1', '-2', '4')",,"('5', '1', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
134,3.0,"('1', '1', '-2')",,,,"('1', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
134,3.5,,,"('-2', '4', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
134,4.0,"('1', '-2', '2')",,"('4', '-2', '-3')",,"('1', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
135,1.0,,,"('-2', '-3', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
135,1.5,"('-2', '2', '2')",,,,"('-4', '4', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
135,2.0,"('2', '2', '2')",,"('-3', '3', '-3')",,"('4', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
135,3.0,"('2', '2', '1')",,"('3', '-3', '4')",,"('2', '2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
135,4.0,"('2', '1', '-2')",,"('-3', '4', '2')",,"('2', '1', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
136,1.0,"('1', '-2', '-2')",,,,"('1', '-4', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
136,1.5,,,"('4', '2', '-5')",,,Claudio Merulo,Missa Susanne un jour: Credo,
136,2.0,"('-2', '-2', '-2')",,"('2', '-5', '2')",,"('-4', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
136,3.0,"('-2', '-2', '-5')",,"('-5', '2', '2')",,"('2', '-4', '6')",Claudio Merulo,Missa Susanne un jour: Credo,
136,4.0,"('-2', '-5', '2')",,"('2', '2', '-2')",,"('-4', '6', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
137,1.0,,,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
137,2.0,"('-5', '2', '2')",,"('-2', '-2', '-2')",,"('6', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
137,3.0,"('2', '2', '2')",,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
137,3.5,"('2', '2', '2')",,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
137,4.0,"('2', '2', '2')","('3', '-2', '2')","('-2', '2', '3')",,,Claudio Merulo,Missa Susanne un jour: Credo,
137,4.5,"('2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
138,1.0,"('2', '2', '-3')","('-2', '2', '2')",,,"('-2', '-2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
138,1.5,"('2', '-3', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
138,2.0,"('-3', '4', '-2')","('2', '2', '2')","('2', '3', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
138,2.5,,,,,"('-2', '4', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
138,3.0,"('4', '-2', '-2')","('2', '2', '-2')",,,"('4', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
138,4.0,"('-2', '-2', '-2')",,"('3', '-2', '2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
139,1.0,,,"('-2', '2', '-2')",,"('-2', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
139,2.0,"('-2', '-2', '1')",,"('2', '-2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
139,2.5,,,,,"('-2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
139,3.0,,,"('-2', '-2', '-2')",,"('2', '2', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
139,3.5,,,"('-2', '-2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
139,4.0,"('-2', '1', '4')",,"('-2', '2', '2')","('3', '-2', '2')","('2', '-5', '6')",Claudio Merulo,Missa Susanne un jour: Credo,
140,1.0,"('1', '4', '-2')",,,"('-2', '2', '2')","('-5', '6', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
140,2.0,,,"('2', '2', '-2')","('2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
140,3.0,"('4', '-2', '-2')",,,"('2', '2', '1')","('6', '-2', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
140,4.0,"('-2', '-2', '2')",,,"('2', '1', '-8')","('-2', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
141,1.0,,,,"('1', '-8', '2')","('-5', '1', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
141,1.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
141,2.0,,"('2', '1', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
141,3.0,,"('1', '-2', '2')",,"('-8', '2', '2')","('1', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
141,4.0,,"('-2', '2', '2')",,"('2', '2', '2')","('1', '5', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
142,1.0,,,,"('2', '2', '-2')","('5', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
142,2.0,,"('2', '2', '2')",,"('2', '-2', '2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
142,3.0,,"('2', '2', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
142,4.0,,"('2', '-4', '2')",,"('-2', '2', '-2')","('-2', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
143,1.0,,"('-4', '2', '2')",,"('2', '-2', '-2')","('-2', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
143,2.0,"('2', '1', '-2')","('2', '2', '-4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
143,2.5,,"('2', '-4', '4')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
143,3.0,"('1', '-2', '2')","('-4', '4', '-2')",,"('-2', '-2', '-2')","('2', '2', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
143,3.5,,"('4', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
143,4.0,"('-2', '2', '3')","('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
143,4.5,,,,,"('2', '-4', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
144,1.0,,"('-2', '-2', '4')",,,"('-4', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
144,2.0,"('2', '3', '2')",,,"('-2', '-2', '-2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
144,2.5,,"('-2', '4', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
144,3.0,"('3', '2', '1')","('4', '-3', '-2')",,"('-2', '-2', '4')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
144,4.0,"('2', '1', '-2')",,"('3', '1', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
144,4.5,,,,"('-2', '4', '-5')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
145,1.0,"('1', '-2', '-2')","('-3', '-2', '2')","('1', '-2', '2')",,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
145,2.0,"('-2', '-2', '2')",,"('-2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
145,4.0,"('-2', '2', '-2')","('-2', '2', '2')","('2', '2', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
145,4.5,"('2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
146,1.0,"('-2', '-2', '-2')","('2', '2', '1')","('2', '1', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
146,1.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
146,2.0,"('-2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
146,3.0,,,"('1', '2', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
146,3.5,"('-2', '2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
146,4.0,,,"('2', '-2', '2')",,"('4', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
147,1.0,,,"('-2', '2', '1')",,"('-2', '2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
147,2.0,,,,"('3', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
147,3.0,,,"('2', '1', '2')","('2', '2', '-2')","('2', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
147,4.0,,,"('1', '2', '2')",,"('1', '2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
148,1.0,,,"('2', '2', '1')","('2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
148,1.5,,,,,"('2', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
148,2.0,,,"('2', '1', '2')","('-2', '-2', '-2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
148,3.0,,,"('1', '2', '-4')",,"('-2', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
148,3.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
148,4.0,"('2', '-2', '2')",,,"('-2', '-2', '4')",,Claudio Merulo,Missa Susanne un jour: Credo,
148,4.5,,,,"('-2', '4', '-2')","('-2', '-3', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
149,1.0,"('-2', '2', '1')",,"('2', '-4', '1')","('4', '-2', '-2')","('-3', '5', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
149,2.0,,"('3', '2', '2')","('-4', '1', '1')","('-2', '-2', '-2')","('5', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
149,3.0,"('2', '1', '2')","('2', '2', '-2')","('1', '1', '3')","('-2', '-2', '-2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
149,3.5,,,,"('-2', '-2', '-2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
149,4.0,"('1', '2', '2')",,"('1', '3', '1')","('-2', '-2', '-2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
149,4.5,,,,"('-2', '-2', '1')","('-2', '-2', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
150,1.0,,"('2', '-2', '-2')","('3', '1', '1')","('-2', '1', '2')","('-2', '-3', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
150,1.5,"('2', '2', '1')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
150,2.0,"('2', '1', '-2')","('-2', '-2', '-2')","('1', '1', '-8')","('1', '2', '1')","('-3', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
150,3.0,"('1', '-2', '1')",,"('1', '-8', '2')",,"('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
150,3.5,,"('-2', '-2', '-2')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
150,4.0,,"('-2', '-2', '3')",,"('2', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
150,4.5,,"('-2', '3', '3')",,,"('-2', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
151,1.0,,"('3', '3', '-2')","('-8', '2', '2')","('1', '2', '4')","('1', '5', '-4')",Claudio Merulo,Missa Susanne un jour: Credo,
151,2.0,"('-2', '1', '1')","('3', '-2', '1')","('2', '2', '2')","('2', '4', '-2')","('5', '-4', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
151,3.0,"('1', '1', '-2')","('-2', '1', '2')",,"('4', '-2', '-2')","('-4', '4', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
151,3.5,,,"('2', '2', '2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
151,4.0,,,"('2', '2', '-3')","('-2', '-2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
151,4.5,,,"('2', '-3', '1')",,,Claudio Merulo,Missa Susanne un jour: Credo,
152,1.0,"('1', '-2', '-2')","('1', '2', '1')","('-3', '1', '-3')",,"('4', '1', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
152,1.5,,,,"('-2', '2', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
152,1.75,,,,"('2', '2', '-4')",,Claudio Merulo,Missa Susanne un jour: Credo,
152,2.0,,,,"('2', '-4', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
152,2.5,,"('2', '1', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
152,3.0,"('-2', '-2', '1')","('1', '-3', '2')",,"('-4', '2', '1')","('1', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
152,4.0,,"('-3', '2', '2')","('1', '-3', '5')","('2', '1', '2')","('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
152,4.5,"('-2', '1', '4')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
153,1.0,"('1', '4', '1')","('2', '2', '2')","('-3', '5', '2')","('1', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
153,1.5,,,,,"('-2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
153,2.0,"('4', '1', '-2')",,,,"('-2', '-2', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
153,2.5,,"('2', '2', '-3')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
153,3.0,"('1', '-2', '-2')","('2', '-3', '-2')","('5', '2', '-2')","('2', '-2', '4')",,Claudio Merulo,Missa Susanne un jour: Credo,
153,3.5,,,,,"('-2', '2', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
153,4.0,,"('-3', '-2', '-2')",,,"('2', '5', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
153,4.5,"('-2', '-2', '2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
154,1.0,"('-2', '2', '1')","('-2', '-2', '-3')","('2', '-2', '-2')","('-2', '4', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
154,2.0,"('2', '1', '-2')",,"('-2', '-2', '-2')","('4', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
154,2.5,,"('-2', '-3', '5')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
154,3.0,"('1', '-2', '3')","('-3', '5', '-2')","('-2', '-2', '1')","('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
154,3.5,,"('5', '-2', '2')",,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
154,4.0,,"('-2', '2', '1')",,"('-2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
154,4.5,,,"('-2', '1', '-2')","('-2', '1', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
155,1.0,,,"('1', '-2', '1')","('1', '2', '-3')",,Claudio Merulo,Missa Susanne un jour: Credo,
155,2.0,"('-2', '3', '-2')","('2', '1', '-3')","('-2', '1', '4')","('2', '-3', '2')",,Claudio Merulo,Missa Susanne un jour: Credo,
155,3.0,"('3', '-2', '-4')","('1', '-3', '1')","('1', '4', '-2')","('-3', '2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
155,4.0,"('-2', '-4', '2')","('-3', '1', '2')",,"('2', '-2', '-2')","('-5', '1', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
156,1.0,"('-4', '2', '3')","('1', '2', '3')","('4', '-2', '-2')","('-2', '-2', '6')","('1', '4', '-5')",Claudio Merulo,Missa Susanne un jour: Credo,
156,2.0,"('2', '3', '2')","('2', '3', '2')","('-2', '-2', '6')",,"('4', '-5', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
156,2.5,,,,"('-2', '6', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
156,3.0,"('3', '2', '1')","('3', '2', '1')",,"('6', '-2', '-2')","('-5', '1', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
156,3.5,,,"('-2', '6', '-2')",,,Claudio Merulo,Missa Susanne un jour: Credo,
156,4.0,"('2', '1', '3')","('2', '1', '1')","('6', '-2', '-2')","('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
157,1.0,"('1', '3', '1')","('1', '1', '1')","('-2', '-2', '-2')",,"('1', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
157,1.5,,,,"('-2', '-2', '-2')",,Claudio Merulo,Missa Susanne un jour: Credo,
157,2.0,"('3', '1', '1')","('1', '1', '-2')",,"('-2', '-2', '5')",,Claudio Merulo,Missa Susanne un jour: Credo,
157,2.5,,,"('-2', '-2', '4')","('-2', '5', '-4')",,Claudio Merulo,Missa Susanne un jour: Credo,
157,3.0,"('1', '1', '-2')","('1', '-2', '1')","('-2', '4', '1')","('5', '-4', '2')","('1', '5', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
157,4.0,,"('-2', '1', '-2')",,"('-4', '2', '1')","('5', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
158,1.0,"('1', '-2', '-2')",,"('4', '1', '-2')",,"('-2', '-2', '4')",Claudio Merulo,Missa Susanne un jour: Credo,
158,2.0,"('-2', '-2', '-2')","('1', '-2', '1')","('1', '-2', '-2')","('2', '1', '-3')",,Claudio Merulo,Missa Susanne un jour: Credo,
158,2.5,,,,,"('-2', '4', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
158,3.0,,,"('-2', '-2', '-5')","('1', '-3', '-2')","('4', '-3', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
158,3.5,"('-2', '-2', '-2')",,,,,Claudio Merulo,Missa Susanne un jour: Credo,
158,4.0,"('-2', '-2', '3')","('-2', '1', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
158,4.5,"('-2', '3', '2')",,"('-2', '-5', '6')",,,Claudio Merulo,Missa Susanne un jour: Credo,
159,1.0,"('3', '2', '-4')","('1', '1', '4')","('-5', '6', '-3')","('-3', '-2', '-2')","('-3', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
159,2.0,"('2', '-4', '4')",,,"('-2', '-2', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
159,3.0,"('-4', '4', '-2')","('1', '4', '-3')","('6', '-3', '4')",,"('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
159,3.5,,,,"('-2', '1', '5')",,Claudio Merulo,Missa Susanne un jour: Credo,
159,4.0,"('4', '-2', '3')","('4', '-3', '1')","('-3', '4', '1')","('1', '5', '1')",,Claudio Merulo,Missa Susanne un jour: Credo,
159,4.5,,,,,"('-2', '1', '2')",Claudio Merulo,Missa Susanne un jour: Credo,
160,1.0,"('-2', '3', '1')",,,,"('1', '2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
160,2.0,,"('-3', '1', '2')","('4', '1', '1')","('5', '1', '-2')","('2', '-2', '-2')",Claudio Merulo,Missa Susanne un jour: Credo,
160,3.0,"('3', '1', '1')","('1', '2', '-2')","('1', '1', '1')","('1', '-2', '2')","('-2', '-2', '1')",Claudio Merulo,Missa Susanne un jour: Credo,
160,4.0,"('1', '1', '-3')","('2', '-2', '1')",,,,Claudio Merulo,Missa Susanne un jour: Credo,
160,4.5,,,,,"('-2', '1', '5')",Claudio Merulo,Missa Susanne un jour: Credo,
161,1.0,,"('-2', '1', '1')",,,"('1', '5', '-3')",Claudio Merulo,Missa Susanne un jour: Credo,
