,Composer,Title,First_Offset,Measures_Beats,Melodic_Entry_Intervals,Offsets,Soggetti,Time_Entry_Intervals,Voices,Presentation_Type,Number_Entries,Flexed_Entries,Parallel_Entries,Parallel_Voice,Count_Non_Overlaps
9,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,36.0,"['5/3.0', '8/2.5']",['M-3'],"[36.0, 59.0]","[('2', '2', '-3', '2'), ('-4', '2', '-3', '2'), ('-3', '2', '-3', '2'), ('-2', '2', '-3', '2'), ('3', '2', '-3', '2')]",[23.0],"['Cantus', 'Cantus']",FUGA,2,True,0.0,,1
10,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,39.0,"['5/4.5', '12/2.5']",['P5'],"[39.0, 91.0]","[('2', '-5', '4', '2'), ('5', '-5', '4', '2')]",[52.0],"['Quintus', 'Cantus']",FUGA,2,True,0.0,,1
11,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,42.0,"['6/2.0', '6/4.0', '9/1.0']","['M-9', 'P12']","[42.0, 46.0, 64.0]","[('-2', '2', '2', '-2'), ('4', '2', '2', '-2'), ('-3', '2', '2', '-2'), ('2', '2', '2', '-2'), ('3', '2', '2', '-2'), ('-8', '2', '2', '-2'), ('5', '2', '2', '-2'), ('-4', '2', '2', '-2')]","[4.0, 18.0]","['Altus', 'Quintus', 'Cantus']",FUGA,3,True,0.0,,1
12,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,72.0,"['10/1.0', '18/2.0']",['m7'],"[72.0, 138.0]","[('-3', '2', '-2', '4'), ('-2', '2', '-2', '4'), ('2', '2', '-2', '4')]",[66.0],"['Bassus', 'Quintus']",FUGA,2,True,0.0,,1
13,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,80.0,"['11/1.0', '17/4.0', '22/3.0']","['P12', 'M-6']","[80.0, 134.0, 172.0]","[('2', '-2', '4', '-2'), ('-2', '-2', '4', '-2'), ('3', '-2', '4', '-2'), ('4', '-2', '4', '-2'), ('-3', '-2', '4', '-2')]","[54.0, 38.0]","['Bassus', 'Altus', 'Quintus']",FUGA,3,True,1.0,Tenor,2
14,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,83.0,"['11/2.5', '11/3.0', '15/2.5', '17/4.0']","['P-11', 'm7', 'P1']","[83.0, 84.0, 115.0, 134.0]","[('-2', '-2', '2', '-2'), ('3', '-2', '2', '-2'), ('4', '-2', '2', '-2'), ('2', '-2', '2', '-2'), ('5', '-2', '2', '-2')]","[1.0, 31.0, 19.0]","['Cantus', 'Tenor', 'Quintus', 'Quintus']",FUGA,4,True,0.0,,3
15,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,84.0,"['11/3.0', '15/4.0', '18/2.0', '19/2.0', '22/4.0', '23/1.0']","['M6', 'P5', 'P1', 'P-5', 'P-4']","[84.0, 118.0, 138.0, 146.0, 174.0, 176.0]","[('-2', '4', '-2', '-2'), ('5', '4', '-2', '-2'), ('-4', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('2', '4', '-2', '-2'), ('-5', '4', '-2', '-2')]","[34.0, 20.0, 8.0, 28.0, 2.0]","['Bassus', 'Altus', 'Altus', 'Altus', 'Tenor', 'Bassus']",FUGA,6,True,0.0,,5
16,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,86.0,"['11/4.0', '18/1.0', '26/2.0', '32/1.0']","['P4', 'P1', 'P-8']","[86.0, 136.0, 202.0, 248.0]","[('-2', '-2', '-2', '3'), ('5', '-2', '-2', '3'), ('2', '-2', '-2', '3'), ('4', '-2', '-2', '3'), ('3', '-2', '-2', '3')]","[50.0, 66.0, 46.0]","['Altus', 'Cantus', 'Altus', 'Tenor']",FUGA,4,True,0.0,,3
17,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,94.0,"['12/4.0', '18/3.0', '26/3.0', '32/2.0']","['m9', 'P1', 'm-3']","[94.0, 140.0, 204.0, 250.0]","[('2', '-2', '3', '-2'), ('-2', '-2', '3', '-2'), ('1', '-2', '3', '-2'), ('3', '-2', '3', '-2')]","[46.0, 64.0, 46.0]","['Tenor', 'Cantus', 'Altus', 'Tenor']",ID,4,True,0.0,,3
18,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,140.0,"['18/3.0', '23/2.0', '24/4.0']","['M-9', 'P11']","[140.0, 178.0, 190.0]","[('4', '-2', '-2', '-4'), ('-2', '-2', '-2', '-4'), ('3', '-2', '-2', '-4')]","[38.0, 12.0]","['Altus', 'Bassus', 'Quintus']",FUGA,3,True,0.0,,2
19,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,143.0,"['18/4.5', '22/2.0']",['m-7'],"[143.0, 170.0]","[('-2', '3', '-2', '4'), ('2', '3', '-2', '4')]",[27.0],"['Cantus', 'Quintus']",FUGA,2,True,0.0,,0
20,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,174.0,"['22/4.0', '29/4.0']",['m-3'],"[174.0, 230.0]","[('-2', '4', '-2', '2'), ('-4', '4', '-2', '2'), ('2', '4', '-2', '2'), ('-3', '4', '-2', '2')]",[56.0],"['Quintus', 'Quintus']",FUGA,2,True,0.0,,1
21,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,176.0,"['23/1.0', '30/3.0', '38/1.0', '44/4.5', '45/1.5', '50/1.5']","['m-3', 'm2', 'P4', 'P-5', 'P-5']","[176.0, 236.0, 296.0, 351.0, 353.0, 393.0]","[('2', '-2', '2', '2'), ('4', '-2', '2', '2'), ('3', '-2', '2', '2'), ('5', '-2', '2', '2'), ('8', '-2', '2', '2')]","[60.0, 60.0, 55.0, 2.0, 40.0]","['Quintus', 'Quintus', 'Quintus', 'Altus', 'Tenor', 'Bassus']",FUGA,6,True,0.0,,5
22,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,178.0,"['23/2.0', '27/3.5', '29/4.0', '32/3.0', '33/3.0', '36/1.0', '36/3.0', '38/3.0', '45/2.5', '49/4.5']","['P-5', 'P-8', 'P12', 'P5', 'M-9', 'P5', 'M-3', 'M2', 'P-5']","[178.0, 213.0, 230.0, 252.0, 260.0, 280.0, 284.0, 300.0, 355.0, 391.0]","[('-2', '2', '2', '-2'), ('4', '2', '2', '-2'), ('-3', '2', '2', '-2'), ('2', '2', '2', '-2'), ('3', '2', '2', '-2'), ('-8', '2', '2', '-2'), ('5', '2', '2', '-2'), ('-4', '2', '2', '-2')]","[35.0, 17.0, 22.0, 8.0, 20.0, 4.0, 16.0, 55.0, 36.0]","['Quintus', 'Quintus', 'Bassus', 'Quintus', 'Cantus', 'Tenor', 'Altus', 'Quintus', 'Altus', 'Quintus']",FUGA,10,True,0.0,,9
23,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,184.0,"['24/1.0', '32/4.0']",['P4'],"[184.0, 254.0]","[('2', '3', '-2', '-3'), ('-2', '3', '-2', '-3')]",[70.0],"['Altus', 'Tenor']",FUGA,2,True,0.0,,1
24,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,188.0,"['24/3.0', '32/3.0']",['m6'],"[188.0, 252.0]","[('-2', '-4', '3', '-2'), ('5', '-4', '3', '-2'), ('2', '-4', '3', '-2')]",[64.0],"['Bassus', 'Altus']",FUGA,2,True,0.0,,1
25,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,190.0,"['24/4.0', '29/4.5']",['P1'],"[190.0, 231.0]","[('-2', '-3', '-2', '2'), ('2', '-3', '-2', '2'), ('4', '-3', '-2', '2')]",[41.0],"['Altus', 'Tenor']",FUGA,2,True,0.0,,1
26,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,200.0,"['26/1.0', '27/1.0', '31/1.0', '31/3.5', '31/4.0', '35/4.0', '36/2.0', '45/1.0', '46/2.5', '49/4.0']","['P-4', 'M2', 'M-2', 'M2', 'P5', 'M-2', 'M2', 'm3', 'm-7']","[200.0, 208.0, 240.0, 245.0, 246.0, 278.0, 282.0, 352.0, 363.0, 390.0]","[('-4', '2', '2', '2'), ('2', '2', '2', '2'), ('-2', '2', '2', '2'), ('-5', '2', '2', '2'), ('-8', '2', '2', '2'), ('-3', '2', '2', '2'), ('4', '2', '2', '2')]","[8.0, 32.0, 5.0, 1.0, 32.0, 4.0, 70.0, 11.0, 27.0]","['Quintus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Altus', 'Altus', 'Altus', 'Cantus', 'Quintus']",FUGA,10,True,1.0,Tenor,8
27,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,202.0,"['26/2.0', '31/1.0']",['m-7'],"[202.0, 240.0]","[('-4', '5', '-2', '-2'), ('-2', '5', '-2', '-2')]",[38.0],"['Cantus', 'Tenor']",FUGA,2,True,0.0,,1
28,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,222.0,"['28/4.0', '29/2.0']",['P-5'],"[222.0, 226.0]","[('-5', '3', '2', '2'), ('-8', '3', '2', '2'), ('-4', '3', '2', '2'), ('-2', '3', '2', '2'), ('-3', '3', '2', '2')]",[4.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
29,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,228.0,"['29/3.0', '33/4.5']",['m-7'],"[228.0, 263.0]","[('2', '-2', '-3', '5'), ('-2', '-2', '-3', '5')]",[35.0],"['Altus', 'Quintus']",FUGA,2,True,0.0,,1
30,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,236.0,"['30/3.0', '35/1.0']",['M-6'],"[236.0, 272.0]","[('2', '2', '-4', '5'), ('-2', '2', '-4', '5')]",[36.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
31,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,252.0,"['32/3.0', '33/3.0', '38/3.0']","['P5', 'M-7']","[252.0, 260.0, 300.0]","[('-2', '2', '2', '-2'), ('-3', '2', '2', '-2'), ('-8', '2', '2', '-2'), ('-4', '2', '2', '-2')]","[8.0, 40.0]","['Quintus', 'Cantus', 'Quintus']",FUGA,3,True,0.0,,2
32,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,256.0,"['33/1.0', '36/4.5']",['M9'],"[256.0, 287.0]","[('2', '2', '-2', '-3')]",[31.0],"['Quintus', 'Altus']",FUGA,2,False,0.0,,1
33,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,284.0,"['36/3.0', '39/4.0']",['m-6'],"[284.0, 310.0]","[('-2', '-2', '-2', '4'), ('2', '-2', '-2', '4'), ('3', '-2', '-2', '4')]",[26.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
34,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,285.0,"['36/3.5', '40/2.0']",['P-8'],"[285.0, 314.0]","[('2', '-2', '4', '-4'), ('-2', '-2', '4', '-4')]",[29.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
35,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,298.0,"['38/2.0', '38/4.0', '39/1.0', '39/2.0', '39/2.5', '39/3.0', '43/1.0', '44/2.0', '44/3.0', '45/1.0', '45/3.5', '48/2.0', '48/4.0', '49/1.0', '49/2.0', '49/3.0', '50/1.0', '50/3.0', '54/3.0', '55/2.0', '61/2.0', '64/1.0', '67/1.0', '68/4.0', '70/1.0', '76/4.5', '77/3.0', '81/1.0', '82/4.0', '83/1.0', '85/1.0', '86/4.0', '90/1.0', '90/2.0', '95/3.0', '98/3.5', '101/3.5', '102/4.0', '103/1.0', '103/3.0', '104/3.0', '106/4.0', '107/1.0', '107/3.0', '108/2.0', '108/3.0', '108/4.5', '109/1.0', '110/1.0', '110/3.0', '110/4.0', '111/2.0', '111/3.0', '114/1.0', '114/2.0', '114/3.0', '114/4.0', '117/1.0', '117/3.0', '118/4.0', '123/3.0', '124/1.0', '124/3.0', '128/1.0', '128/3.0', '128/4.0', '129/4.0', '130/2.0', '132/1.0', '132/2.0', '136/2.5', '136/3.0', '136/4.0', '142/3.0', '143/1.0', '143/2.0', '148/2.0', '148/4.0', '157/1.0', '158/1.0', '158/2.0', '158/3.5', '163/3.0', '164/1.0', '167/4.5', '174/1.0', '174/2.0', '174/3.0', '174/4.0', '175/3.0', '176/1.0']","['P8', 'M-2', 'm-3', 'm6', 'M2', 'M3', 'M-7', 'P8', 'P4', 'd-5', 'M-2', 'm3', 'P-8', 'P-5', 'P8', 'P4', 'd-5', 'P8', 'P4', 'P-5', 'P-11', 'P-5', 'P12', 'P1', 'P4', 'M-3', 'M2', 'P-4', 'm3', 'm-7', 'P-4', 'M6', 'P8', 'P1', 'P-8', 'P-8', 'm7', 'M2', 'P8', 'P-12', 'P5', 'P-5', 'P8', 'M-2', 'M-2', 'm-2', 'M-2', 'P1', 'M9', 'P4', 'M-2', 'm-7', 'M2', 'm3', 'm-7', 'm3', 'M6', 'm3', 'm-10', 'm10', 'M-9', 'M2', 'm-3', 'm2', 'M3', 'm-2', 'm2', 'P-5', 'P5', 'P4', 'M2', 'M-2', 'P1', 'M-6', 'M3', 'P-4', 'P-5', 'M9', 'P4', 'P4', 'M-2', 'm-6', 'M-2', 'M-6', 'M2', 'm3', 'm-2', 'M6', 'M-10', 'm3']","[298.0, 302.0, 304.0, 306.0, 307.0, 308.0, 336.0, 346.0, 348.0, 352.0, 357.0, 378.0, 382.0, 384.0, 386.0, 388.0, 392.0, 396.0, 428.0, 434.0, 482.0, 504.0, 528.0, 542.0, 552.0, 607.0, 612.0, 640.0, 654.0, 656.0, 672.0, 686.0, 712.0, 714.0, 756.0, 781.0, 805.0, 814.0, 816.0, 820.0, 828.0, 846.0, 848.0, 852.0, 858.0, 860.0, 863.0, 864.0, 872.0, 876.0, 878.0, 882.0, 884.0, 904.0, 906.0, 908.0, 910.0, 928.0, 932.0, 942.0, 980.0, 984.0, 988.0, 1016.0, 1020.0, 1022.0, 1030.0, 1034.0, 1048.0, 1050.0, 1083.0, 1084.0, 1086.0, 1132.0, 1136.0, 1138.0, 1178.0, 1182.0, 1248.0, 1256.0, 1258.0, 1261.0, 1300.0, 1304.0, 1335.0, 1384.0, 1386.0, 1388.0, 1390.0, 1396.0, 1400.0]","[('2', '-2', '-2', '-2'), ('-2', '-2', '-2', '-2'), ('-3', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('8', '-2', '-2', '-2'), ('6', '-2', '-2', '-2'), ('5', '-2', '-2', '-2'), ('3', '-2', '-2', '-2'), ('-5', '-2', '-2', '-2')]","[4.0, 2.0, 2.0, 1.0, 1.0, 28.0, 10.0, 2.0, 4.0, 5.0, 21.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 32.0, 6.0, 48.0, 22.0, 24.0, 14.0, 10.0, 55.0, 5.0, 28.0, 14.0, 2.0, 16.0, 14.0, 26.0, 2.0, 42.0, 25.0, 24.0, 9.0, 2.0, 4.0, 8.0, 18.0, 2.0, 4.0, 6.0, 2.0, 3.0, 1.0, 8.0, 4.0, 2.0, 4.0, 2.0, 20.0, 2.0, 2.0, 2.0, 18.0, 4.0, 10.0, 38.0, 4.0, 4.0, 28.0, 4.0, 2.0, 8.0, 4.0, 14.0, 2.0, 33.0, 1.0, 2.0, 46.0, 4.0, 2.0, 40.0, 4.0, 66.0, 8.0, 2.0, 3.0, 39.0, 4.0, 31.0, 49.0, 2.0, 2.0, 2.0, 6.0, 4.0]","['Bassus', 'Bassus', 'Bassus', 'Tenor', 'Quintus', 'Quintus', 'Altus', 'Tenor', 'Cantus', 'Cantus', 'Altus', 'Altus', 'Altus', 'Quintus', 'Bassus', 'Altus', 'Altus', 'Quintus', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Bassus', 'Quintus', 'Altus', 'Altus', 'Quintus', 'Altus', 'Quintus', 'Quintus', 'Tenor', 'Bassus', 'Tenor', 'Cantus', 'Cantus', 'Quintus', 'Bassus', 'Quintus', 'Quintus', 'Cantus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Tenor', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Altus', 'Altus', 'Quintus', 'Quintus', 'Cantus', 'Cantus', 'Tenor', 'Cantus', 'Quintus', 'Quintus', 'Quintus', 'Tenor', 'Tenor', 'Quintus', 'Altus', 'Altus', 'Altus', 'Cantus', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Quintus', 'Quintus', 'Bassus', 'Altus', 'Cantus', 'Cantus', 'Cantus', 'Altus', 'Quintus', 'Bassus', 'Bassus', 'Bassus', 'Bassus', 'Altus', 'Bassus', 'Bassus']",FUGA,91,True,1.0,Tenor,76
36,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,302.0,"['38/4.0', '39/1.0', '39/2.0', '39/2.5', '39/3.0', '43/1.0', '44/2.0', '44/3.0', '45/1.0', '45/3.5', '48/2.0', '48/4.0', '49/1.0', '49/2.0', '49/3.0', '50/1.0', '50/3.0', '54/3.0', '55/2.0', '61/2.0', '64/1.0', '68/4.0', '70/1.0', '76/4.5', '77/3.0', '81/1.0', '82/4.0', '83/1.0', '85/1.0', '86/4.0', '90/1.0', '90/2.0', '95/3.0', '98/3.5', '101/3.5', '102/4.0', '103/1.0', '103/3.0', '104/3.0', '106/4.0', '107/1.0', '107/3.0', '108/2.0', '108/3.0', '108/4.5', '109/1.0', '110/1.0', '110/3.0', '110/4.0', '111/2.0', '111/3.0', '114/1.0', '114/2.0', '114/3.0', '114/4.0', '117/1.0', '117/3.0', '118/4.0', '123/3.0', '124/1.0', '124/3.0', '128/1.0', '128/3.0', '128/4.0', '129/4.0', '130/2.0', '132/1.0', '132/2.0', '136/2.5', '136/3.0', '136/4.0', '142/3.0', '143/1.0', '143/2.0', '148/2.0', '148/4.0', '157/1.0', '158/1.0', '158/2.0', '158/3.5', '163/3.0', '164/1.0', '167/4.5', '174/1.0', '174/2.0', '174/3.0', '174/4.0', '175/3.0', '176/1.0']","['M-2', 'm-3', 'm6', 'M2', 'M3', 'M-7', 'P8', 'P4', 'd-5', 'M-2', 'm3', 'P-8', 'P-5', 'P8', 'P4', 'd-5', 'P8', 'P4', 'P-5', 'P-11', 'P8', 'P1', 'P4', 'M-3', 'M2', 'P-4', 'm3', 'm-7', 'P-4', 'M6', 'P8', 'P1', 'P-8', 'P-8', 'm7', 'M2', 'P8', 'P-12', 'P5', 'P-5', 'P8', 'M-2', 'M-2', 'm-2', 'M-2', 'P1', 'M9', 'P4', 'M-2', 'm-7', 'M2', 'm3', 'm-7', 'm3', 'M6', 'm3', 'm-10', 'm10', 'M-9', 'M2', 'm-3', 'm2', 'M3', 'm-2', 'm2', 'P-5', 'P5', 'P4', 'M2', 'M-2', 'P1', 'M-6', 'M3', 'P-4', 'P-5', 'M9', 'P4', 'P4', 'M-2', 'm-6', 'M-2', 'M-6', 'M2', 'm3', 'm-2', 'M6', 'M-10', 'm3']","[302.0, 304.0, 306.0, 307.0, 308.0, 336.0, 346.0, 348.0, 352.0, 357.0, 378.0, 382.0, 384.0, 386.0, 388.0, 392.0, 396.0, 428.0, 434.0, 482.0, 504.0, 542.0, 552.0, 607.0, 612.0, 640.0, 654.0, 656.0, 672.0, 686.0, 712.0, 714.0, 756.0, 781.0, 805.0, 814.0, 816.0, 820.0, 828.0, 846.0, 848.0, 852.0, 858.0, 860.0, 863.0, 864.0, 872.0, 876.0, 878.0, 882.0, 884.0, 904.0, 906.0, 908.0, 910.0, 928.0, 932.0, 942.0, 980.0, 984.0, 988.0, 1016.0, 1020.0, 1022.0, 1030.0, 1034.0, 1048.0, 1050.0, 1083.0, 1084.0, 1086.0, 1132.0, 1136.0, 1138.0, 1178.0, 1182.0, 1248.0, 1256.0, 1258.0, 1261.0, 1300.0, 1304.0, 1335.0, 1384.0, 1386.0, 1388.0, 1390.0, 1396.0, 1400.0]","[('2', '-2', '-2', '-2'), ('-2', '-2', '-2', '-2'), ('-3', '-2', '-2', '-2'), ('4', '-2', '-2', '-2'), ('6', '-2', '-2', '-2'), ('5', '-2', '-2', '-2'), ('3', '-2', '-2', '-2'), ('-5', '-2', '-2', '-2')]","[2.0, 2.0, 1.0, 1.0, 28.0, 10.0, 2.0, 4.0, 5.0, 21.0, 4.0, 2.0, 2.0, 2.0, 4.0, 4.0, 32.0, 6.0, 48.0, 22.0, 38.0, 10.0, 55.0, 5.0, 28.0, 14.0, 2.0, 16.0, 14.0, 26.0, 2.0, 42.0, 25.0, 24.0, 9.0, 2.0, 4.0, 8.0, 18.0, 2.0, 4.0, 6.0, 2.0, 3.0, 1.0, 8.0, 4.0, 2.0, 4.0, 2.0, 20.0, 2.0, 2.0, 2.0, 18.0, 4.0, 10.0, 38.0, 4.0, 4.0, 28.0, 4.0, 2.0, 8.0, 4.0, 14.0, 2.0, 33.0, 1.0, 2.0, 46.0, 4.0, 2.0, 40.0, 4.0, 66.0, 8.0, 2.0, 3.0, 39.0, 4.0, 31.0, 49.0, 2.0, 2.0, 2.0, 6.0, 4.0]","['Bassus', 'Bassus', 'Tenor', 'Quintus', 'Quintus', 'Altus', 'Tenor', 'Cantus', 'Cantus', 'Altus', 'Altus', 'Altus', 'Quintus', 'Bassus', 'Altus', 'Altus', 'Quintus', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Quintus', 'Altus', 'Altus', 'Quintus', 'Altus', 'Quintus', 'Quintus', 'Tenor', 'Bassus', 'Tenor', 'Cantus', 'Cantus', 'Quintus', 'Bassus', 'Quintus', 'Quintus', 'Cantus', 'Quintus', 'Tenor', 'Bassus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Quintus', 'Tenor', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Altus', 'Altus', 'Quintus', 'Quintus', 'Cantus', 'Cantus', 'Tenor', 'Cantus', 'Quintus', 'Quintus', 'Quintus', 'Tenor', 'Tenor', 'Quintus', 'Altus', 'Altus', 'Altus', 'Cantus', 'Cantus', 'Cantus', 'Cantus', 'Quintus', 'Quintus', 'Quintus', 'Bassus', 'Altus', 'Cantus', 'Cantus', 'Cantus', 'Altus', 'Quintus', 'Bassus', 'Bassus', 'Bassus', 'Bassus', 'Altus', 'Bassus', 'Bassus']",FUGA,89,True,1.0,Tenor,75
37,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,318.0,"['40/4.0', '41/2.0', '43/4.0', '46/4.0', '47/1.0', '49/2.5', '52/3.0', '54/2.0', '61/1.0']","['M9', 'P-8', 'P1', 'P-5', 'm7', 'm-6', 'm10', 'm-2']","[318.0, 322.0, 342.0, 366.0, 368.0, 387.0, 412.0, 426.0, 480.0]","[('-2', '4', '-2', '-2'), ('5', '4', '-2', '-2'), ('-4', '4', '-2', '-2'), ('-3', '4', '-2', '-2'), ('2', '4', '-2', '-2'), ('-5', '4', '-2', '-2')]","[4.0, 20.0, 24.0, 2.0, 19.0, 25.0, 14.0, 54.0]","['Quintus', 'Cantus', 'Tenor', 'Quintus', 'Bassus', 'Altus', 'Quintus', 'Cantus', 'Cantus']",FUGA,9,True,0.0,,6
38,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,349.0,"['44/3.5', '44/4.5', '49/4.5']","['P-5', 'P-5']","[349.0, 351.0, 391.0]","[('-2', '-2', '2', '-2'), ('3', '-2', '2', '-2'), ('4', '-2', '2', '-2'), ('2', '-2', '2', '-2'), ('5', '-2', '2', '-2')]","[2.0, 40.0]","['Altus', 'Tenor', 'Bassus']",FUGA,3,True,0.0,,2
39,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,350.0,"['44/4.0', '45/1.0', '50/1.0']","['P-5', 'P-5']","[350.0, 352.0, 392.0]","[('-3', '2', '-2', '2'), ('-2', '2', '-2', '2'), ('2', '2', '-2', '2')]","[2.0, 40.0]","['Altus', 'Tenor', 'Bassus']",FUGA,3,True,0.0,,2
40,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,352.0,"['45/1.0', '46/2.5', '49/4.0']","['m3', 'm-7']","[352.0, 363.0, 390.0]","[('-4', '2', '2', '2'), ('-2', '2', '2', '2'), ('-5', '2', '2', '2'), ('-8', '2', '2', '2'), ('-3', '2', '2', '2')]","[11.0, 27.0]","['Altus', 'Cantus', 'Quintus']",FUGA,3,True,0.0,,1
41,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,354.0,"['45/2.0', '50/2.0']",['P-5'],"[354.0, 394.0]","[('-2', '2', '2', '-5'), ('3', '2', '2', '-5'), ('2', '2', '2', '-5')]",[40.0],"['Tenor', 'Bassus']",FUGA,2,True,0.0,,1
42,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,386.0,"['49/2.0', '52/1.0']",['P-5'],"[386.0, 408.0]","[('2', '-2', '4', '-2'), ('-2', '-2', '4', '-2'), ('3', '-2', '4', '-2'), ('4', '-2', '4', '-2'), ('-3', '-2', '4', '-2')]",[22.0],"['Altus', 'Quintus']",FUGA,2,True,0.0,,1
43,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,402.0,"['51/2.0', '57/4.0', '59/3.0', '62/3.0']","['P5', 'm7', 'm-10']","[402.0, 454.0, 468.0, 492.0]","[('3', '2', '-3', '-2'), ('2', '2', '-3', '-2'), ('-2', '2', '-3', '-2'), ('-3', '2', '-3', '-2'), ('4', '2', '-3', '-2')]","[52.0, 14.0, 24.0]","['Quintus', 'Quintus', 'Cantus', 'Tenor']",FUGA,4,True,1.0,Bassus,3
44,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,430.0,"['54/4.0', '56/2.0']",['M-3'],"[430.0, 442.0]","[('-2', '2', '2', '4'), ('2', '2', '2', '4'), ('3', '2', '2', '4')]",[12.0],"['Quintus', 'Tenor']",FUGA,2,True,0.0,,1
45,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,431.0,"['54/4.5', '60/3.0']",['m10'],"[431.0, 476.0]","[('-2', '2', '4', '-2'), ('2', '2', '4', '-2')]",[45.0],"['Quintus', 'Cantus']",FUGA,2,True,0.0,,1
46,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,448.0,"['57/1.0', '61/2.0']",['P-19'],"[448.0, 482.0]","[('2', '-3', '2', '2'), ('-2', '-3', '2', '2'), ('4', '-3', '2', '2')]",[34.0],"['Cantus', 'Bassus']",FUGA,2,True,0.0,,1
47,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,450.0,"['57/2.0', '57/3.0', '62/1.0', '62/4.0']","['m7', 'P-15', 'M13']","[450.0, 452.0, 488.0, 494.0]","[('-2', '2', '2', '-3'), ('3', '2', '2', '-3'), ('2', '2', '2', '-3'), ('-3', '2', '2', '-3')]","[2.0, 36.0, 6.0]","['Altus', 'Cantus', 'Bassus', 'Cantus']",FUGA,4,True,0.0,,3
48,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,456.0,"['58/1.0', '58/2.0', '61/2.0']","['m-10', 'P1']","[456.0, 458.0, 482.0]","[('2', '-3', '2', '-3'), ('-2', '-3', '2', '-3'), ('3', '-3', '2', '-3')]","[2.0, 24.0]","['Cantus', 'Bassus', 'Tenor']",FUGA,3,True,0.0,,1
49,Annibale Padovano,MIssa Ultimi mieie sospiri: Gloria,466.0,"['59/2.0', '60/1.0']",['P4'],"[466.0, 472.0]","[('-2', '-3', '-2', '2'), ('2', '-3', '-2', '2'), ('4', '-3', '-2', '2')]",[6.0],"['Quintus', 'Cantus']",FUGA,2,True,0.0,,1
