,CadType,Evaded,LeadingTones,Low,RelLow,Tone,RelTone,TSig,Measure,Beat,Progress,SinceLast,ToNext,Composer,Title
3341,Clausula Vera,False,0.0,F3,P4,A,M2,4/2,69,3.0,0.6714285714285714,4.0,20.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3342,Plagal,False,1.0,A2,-m3,E,-m3,4/2,72,1.0,0.6952380952380952,20.0,56.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3343,Clausula Vera,False,1.0,E3,M3,C,-P5,4/2,79,1.0,0.7619047619047619,56.0,12.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3344,Clausula Vera,False,1.0,C3,P1,C,-P5,4/2,80,3.0,0.7761904761904762,12.0,60.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3345,,,,A3,M6,C,-P5,4/2,88,1.0,0.8476190476190476,60.0,20.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3346,Clausula Vera,True,-1.0,E3,M3,,,4/2,90,3.0,0.8714285714285714,20.0,16.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3347,Authentic,False,1.0,C3,P1,G,P1,4/2,92,3.0,0.8904761904761904,16.0,60.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3348,Clausula Vera,False,1.0,E3,M3,C,-P5,4/2,100,1.0,0.9619047619047619,60.0,24.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3349,,,,C3,P1,G,P1,4/2,103,1.0,0.9904761904761905,24.0,24.0,Loyset Pieton,Missa In te Domini speravi: Agnus Dei
3350,Authentic,False,1.0,C3,P4,C,-M2,4/2,11,4.0,0.09772727272727273,86.0,14.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3351,,,,G3,P8,,,4/2,13,3.0,0.11363636363636363,14.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3352,Clausula Vera,False,1.0,E3,M6,G,P4,4/2,15,1.0,0.12727272727272726,12.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3353,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,17,3.0,0.15,20.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3354,,,,F3,m7,,,4/2,18,3.0,0.1590909090909091,8.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3355,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,21,3.0,0.18636363636363637,24.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3356,Clausula Vera,False,0.0,G2,P1,G,P4,4/2,23,3.0,0.20454545454545456,16.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3357,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,24,3.0,0.21363636363636362,8.0,28.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3358,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,28,1.0,0.24545454545454545,28.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3359,Clausula Vera,False,0.0,G2,P1,G,P4,4/2,31,1.0,0.2727272727272727,24.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3360,,,,G2,P1,,,4/2,32,1.0,0.2818181818181818,8.0,64.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3361,Phrygian,False,1.0,E3,M6,E,M2,4/2,39,1.0,0.35454545454545455,64.0,72.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3362,,,,G2,P1,G,P4,4/2,48,1.0,0.43636363636363634,72.0,40.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3363,Authentic,False,1.0,G2,P1,G,P4,4/2,53,1.0,0.4818181818181818,40.0,36.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3364,Clausula Vera,False,0.0,G2,P1,G,P4,4/2,57,3.0,0.5227272727272727,36.0,4.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3365,Authentic,False,1.0,C3,P4,C,-M2,4/2,58,1.0,0.5272727272727272,4.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3366,Clausula Vera,False,0.0,G3,P8,G,P4,4/2,59,3.0,0.5409090909090909,12.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3367,,,,D3,P5,D,P1,4/2,63,3.0,0.5772727272727273,32.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3368,Authentic,False,1.0,D3,P5,D,P1,4/2,65,1.0,0.5909090909090909,12.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3369,Authentic,False,1.0,G2,P1,G,P4,4/2,67,1.0,0.6090909090909091,16.0,48.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3370,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,72,1.0,0.6636363636363637,48.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3371,Clausula Vera,False,1.0,G3,P8,G,P4,4/2,74,3.0,0.6863636363636364,20.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3372,Clausula Vera,False,1.0,D3,P5,D,P1,4/2,76,1.0,0.7,12.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3373,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,78,1.0,0.7181818181818181,16.0,56.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3374,Clausula Vera,False,1.0,G2,P1,G,P4,4/2,85,1.0,0.7818181818181819,56.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3375,Clausula Vera,False,1.0,G3,P8,G,P4,4/2,87,1.0,0.8,16.0,28.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3376,Clausula Vera,False,1.0,G3,P8,G,P4,4/2,90,3.0,0.8318181818181818,28.0,28.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3377,Clausula Vera,False,0.0,G3,P8,G,P4,4/2,94,1.0,0.8636363636363636,28.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3378,Altizans Only,False,0.0,C3,P4,G,P4,4/2,95,1.0,0.8727272727272727,8.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3379,Authentic,False,1.0,C3,P4,C,-M2,4/2,96,1.0,0.8818181818181818,8.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3380,Phrygian,False,1.0,E3,M6,E,M2,4/2,98,3.0,0.9045454545454545,20.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3381,,,,E3,M6,,,4/2,99,3.0,0.9136363636363637,8.0,60.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3382,Clausula Vera,False,1.0,E3,M6,G,P4,4/2,107,1.0,0.9818181818181818,60.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3383,Clausula Vera,False,0.0,G2,P1,D,P1,4/2,109,1.0,1.0,16.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Kyrie
3384,Authentic,True,0.0,C3,P4,E,-m3,4/2,11,4.0,0.06398809523809523,86.0,14.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3385,Clausula Vera,True,-1.0,G3,P8,,,4/2,13,3.0,0.0744047619047619,14.0,26.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3386,,,,G3,P8,,,4/2,16,4.0,0.09375,26.0,14.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3387,Clausula Vera,False,1.0,C3,P4,G,P1,4/2,18,3.0,0.10416666666666667,14.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3388,Clausula Vera,True,-1.0,E3,M6,,,4/2,20,1.0,0.1130952380952381,12.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3389,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,22,1.0,0.125,16.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3390,Clausula Vera,False,1.0,G3,P8,G,P1,4/2,25,1.0,0.14285714285714285,24.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3391,Authentic,False,1.0,C3,P4,C,-P5,4/2,27,1.0,0.15476190476190477,16.0,36.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3392,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,31,3.0,0.18154761904761904,36.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3393,Clausula Vera,False,1.0,C3,P4,C,-P5,4/2,33,3.0,0.19345238095238096,16.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3394,Authentic,False,1.0,C3,P4,C,-P5,4/2,37,3.0,0.21726190476190477,32.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3395,Authentic,False,1.0,G2,P1,G,P1,4/2,40,1.0,0.23214285714285715,20.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3396,Clausula Vera,False,1.0,C3,P4,C,-P5,4/2,42,1.0,0.24404761904761904,16.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3397,,,,G2,P1,,,4/2,44,1.0,0.25595238095238093,16.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3398,Clausula Vera,False,1.0,E3,M6,G,P1,4/2,46,1.0,0.26785714285714285,16.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3399,Phrygian,False,1.0,E3,M6,E,-m3,4/2,50,1.0,0.2916666666666667,32.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3400,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,52,3.0,0.30654761904761907,20.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3401,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,55,1.0,0.32142857142857145,20.0,40.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3402,Clausula Vera,False,1.0,G2,P1,G,P1,4/2,60,1.0,0.35119047619047616,40.0,28.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3403,Authentic,False,0.0,A2,M2,A,M2,4/2,63,3.0,0.37202380952380953,28.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3404,Authentic,True,1.0,C3,P4,G,P1,4/2,66,1.0,0.3869047619047619,20.0,40.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3405,Clausula Vera,False,1.0,C3,P4,C,-P5,4/2,71,1.0,0.4166666666666667,40.0,42.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3406,Authentic,True,0.0,F3,m7,A,M2,4/2,76,2.0,0.4479166666666667,42.0,14.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3407,Authentic,False,1.0,C3,P4,C,-P5,4/2,78,1.0,0.4583333333333333,14.0,58.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3408,Authentic,False,1.0,C3,P4,C,-P5,4/2,85,2.0,0.5014880952380952,58.0,6.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3409,Authentic,False,0.0,G2,P1,G,P1,4/2,86,1.0,0.5059523809523809,6.0,68.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3410,Phrygian,False,1.0,A2,M2,E,-m3,4/2,93,3.0,0.5565476190476191,68.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3411,Clausula Vera,True,-1.0,D3,P5,,,4/2,96,1.0,0.5714285714285714,20.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3412,Authentic,False,1.0,D3,P5,D,-P4,4/2,100,1.0,0.5952380952380952,32.0,112.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3413,Authentic,False,1.0,G2,P1,G,P1,4/2,114,1.0,0.6785714285714286,112.0,36.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3414,Authentic,False,1.0,A2,M2,A,M2,4/2,118,3.0,0.7053571428571429,36.0,36.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3415,Clausula Vera,False,1.0,D3,P5,D,-P4,4/2,123,1.0,0.7321428571428571,36.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3416,Clausula Vera,False,1.0,G3,P8,G,P1,4/2,127,1.0,0.7559523809523809,32.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3417,Clausula Vera,False,0.0,F3,m7,A,M2,4/2,129,3.0,0.7708333333333334,20.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3418,Authentic,True,0.0,G3,P8,B,M3,4/2,133,3.0,0.7946428571428571,32.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3419,Clausula Vera,False,1.0,G3,P8,G,P1,4/2,135,1.0,0.8035714285714286,12.0,7.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3420,Clausula Vera,True,-1.0,C3,P4,,,4/2,135,4.5,0.8087797619047619,7.0,2.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3421,Clausula Vera,True,-1.0,C3,P4,,,4/2,136,1.5,0.8102678571428571,2.0,15.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3422,Authentic,False,1.0,C3,P4,C,-P5,3/1,138,1.0,0.8214285714285714,15.0,156.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3423,Clausula Vera,True,1.0,D3,P5,B,M3,3/1,152,1.0,0.9375,156.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3424,Clausula Vera,True,1.0,D3,P5,F,-M2,3/1,153,1.0,0.9523809523809523,20.0,4.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3425,Authentic,False,0.0,G2,P1,G,P1,4/2,154,1.0,0.9553571428571429,4.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3426,,,,A2,M2,G,P1,4/2,155,1.0,0.9642857142857143,12.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3427,Authentic,False,0.0,G2,P1,G,P1,4/2,158,1.0,0.9791666666666666,20.0,44.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Gloria
3428,Altizans Only,False,1.0,C3,P1,G,P5,4/2,10,1.0,0.03821656050955414,72.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3429,Clausula Vera,False,1.0,G2,-P4,G,P5,4/2,13,1.0,0.050955414012738856,24.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3430,Authentic,False,1.0,G3,P5,G,P5,4/2,17,1.0,0.06794055201698514,32.0,60.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3431,Clausula Vera,False,1.0,G3,P5,G,P5,4/2,24,3.0,0.09978768577494693,60.0,40.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3432,Phrygian,False,1.0,A3,M6,A,M6,4/2,29,3.0,0.12101910828025478,40.0,52.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3433,Clausula Vera,False,0.0,G2,-P4,D,M2,4/2,36,1.0,0.14861995753715498,52.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3434,Authentic,False,1.0,G2,-P4,G,P5,4/2,37,1.0,0.15286624203821655,8.0,56.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3435,Clausula Vera,False,1.0,G2,-P4,G,P5,4/2,44,1.0,0.18259023354564755,56.0,40.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3436,Clausula Vera,False,0.0,E3,M3,G,P5,4/2,49,1.0,0.20382165605095542,40.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3437,Clausula Vera,False,1.0,C3,P1,C,P1,4/2,52,1.0,0.21656050955414013,24.0,104.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3438,Clausula Vera,False,1.0,C3,P1,C,P1,4/2,65,1.0,0.27176220806794055,104.0,36.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3439,Clausula Vera,True,1.0,G2,-P4,G,P5,4/2,69,3.0,0.2908704883227176,36.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3440,Clausula Vera,False,1.0,G2,-P4,G,P5,4/2,71,3.0,0.29936305732484075,16.0,28.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3441,Authentic,False,1.0,C3,P1,C,P1,4/2,75,1.0,0.31422505307855625,28.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3442,Authentic,False,1.0,C3,P1,C,P1,4/2,78,1.0,0.32696390658174096,24.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3443,,,,E3,M3,E,M3,4/2,82,1.0,0.34394904458598724,32.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3444,Clausula Vera,False,1.0,C3,P1,C,P1,4/2,83,1.0,0.3481953290870488,8.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3445,Clausula Vera,False,1.0,G3,P5,G,P5,4/2,87,1.0,0.3651804670912951,32.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3446,Clausula Vera,False,1.0,C3,P1,C,P1,4/2,89,1.0,0.37367303609341823,16.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3447,Clausula Vera,True,-1.0,B3,M7,,,4/2,90,3.0,0.38004246284501064,12.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3448,Clausula Vera,True,-1.0,E3,M3,,,4/2,92,1.0,0.386411889596603,12.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3449,,,,G2,-P4,,,4/2,93,3.0,0.39278131634819535,12.0,72.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3450,Clausula Vera,True,1.0,C3,P1,C,P1,4/2,101,3.0,0.4309978768577495,72.0,8.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3451,Clausula Vera,False,1.0,C4,P8,C,P1,4/2,102,3.0,0.43524416135881105,8.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3452,Clausula Vera,True,-1.0,A3,M6,,,4/2,106,3.0,0.45222929936305734,32.0,12.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3453,,,,C3,P1,,,4/2,108,1.0,0.4585987261146497,12.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3454,Authentic,False,1.0,C3,P1,C,P1,4/2,111,1.0,0.4713375796178344,24.0,56.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3455,Clausula Vera,False,0.0,D3,M2,A,M6,4/2,118,1.0,0.5010615711252654,56.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3456,Clausula Vera,False,1.0,G3,P5,G,P5,4/2,122,1.0,0.5180467091295117,32.0,96.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3457,Authentic,True,0.0,F3,P4,A,M6,4/2,134,1.0,0.5690021231422505,96.0,44.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3458,Authentic,True,-1.0,D3,M2,,,4/2,139,3.0,0.5923566878980892,44.0,16.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3459,Authentic,False,1.0,G3,P5,G,P5,4/2,141,3.0,0.6008492569002123,16.0,92.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3460,Authentic,False,1.0,G2,-P4,G,P5,4/2,152,1.0,0.6496815286624203,92.0,24.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3461,Phrygian,False,1.0,E3,M3,E,M3,4/2,155,1.0,0.6624203821656051,24.0,32.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
3462,Phrygian,False,1.0,E3,M3,E,M3,4/2,159,1.0,0.6794055201698513,32.0,20.0,Nicole des Celliers de Hesdin,Missa Benedicta es: Credo
