,CadType,Evaded,LeadingTones,Low,RelLow,Tone,RelTone,TSig,Measure,Beat,Progress,SinceLast,ToNext,Composer,Title
1218,Authentic,True,1.0,D3,P1,B-,P1,4/2,77,2.0,0.9640883977900553,146.0,42.0,Pierre Daulphin,Missa Je n’en puis plus durer: Sanctus
1219,Clausula Vera,False,0.0,D3,P1,D,P1,4/2,10,3.0,0.27941176470588236,76.0,4.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1220,,,,G3,P4,G,P4,4/2,11,1.0,0.29411764705882354,4.0,14.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1221,Clausula Vera,True,-1.0,E3,M2,,,4/2,12,4.0,0.34558823529411764,14.0,42.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1222,,,,G3,P4,G,P4,4/2,18,1.0,0.5,42.0,16.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1223,Clausula Vera,False,1.0,E3,M2,C,-M2,4/2,20,1.0,0.5588235294117647,16.0,10.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1224,Authentic,True,0.0,D3,P1,D,P1,4/2,21,2.0,0.5955882352941176,10.0,14.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1225,Authentic,False,1.0,B-3,m6,B-,m6,4/2,23,1.0,0.6470588235294118,14.0,84.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1226,Phrygian,False,1.0,D3,P1,D,P1,4/2,33,3.0,0.9558823529411765,84.0,28.0,Pierre Daulphin,Missa Je n’en puis plus durer: Agnus Dei
1227,Authentic,False,1.0,D3,P1,D,P1,10/2,16,1.0,0.25210084033613445,120.0,60.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1228,Phrygian,False,1.0,A3,P5,A,P5,4/2,22,1.0,0.37815126050420167,60.0,156.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1229,Clausula Vera,True,-1.0,A3,P5,,,4/2,40,3.0,0.7058823529411765,156.0,56.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1230,Clausula Vera,True,-1.0,A4,P12,,,4/2,47,3.0,0.8235294117647058,56.0,20.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1231,Phrygian,False,1.0,C4,m7,E,M2,4/2,50,1.0,0.865546218487395,20.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1232,Authentic,False,1.0,D3,P1,D,P1,4/2,54,1.0,0.9327731092436975,32.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1233,Authentic,False,1.0,D3,P1,D,P1,8/2,58,1.0,1.0,32.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Kyrie
1234,Authentic,False,1.0,D3,P1,D,P1,4/2,9,1.0,0.0622568093385214,64.0,80.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1235,Authentic,False,1.0,D3,P1,D,P1,4/2,19,1.0,0.14007782101167315,80.0,50.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1236,,,,G3,P4,,,4/2,25,2.0,0.188715953307393,50.0,30.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1237,Phrygian,False,1.0,E3,M2,E,M2,4/2,29,1.0,0.2178988326848249,30.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1238,Phrygian,False,1.0,C4,m7,E,M2,4/2,33,1.0,0.2490272373540856,32.0,26.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1239,Clausula Vera,True,-1.0,A3,P5,,,4/2,36,2.0,0.27431906614785995,26.0,10.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1240,Authentic,False,1.0,D3,P1,D,P1,4/2,37,3.0,0.2840466926070039,10.0,52.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1241,Altizans Only,False,0.0,G3,P4,D,P1,4/2,44,1.0,0.3346303501945525,52.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1242,Authentic,False,0.0,D3,P1,D,P1,4/2,45,1.0,0.3424124513618677,8.0,80.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1243,Phrygian,False,1.0,A3,P5,A,P5,4/2,54,1.0,0.42023346303501946,80.0,20.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1244,Phrygian,False,1.0,A3,P5,A,P5,4/2,56,3.0,0.4396887159533074,20.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1245,Clausula Vera,False,1.0,D4,P8,D,P1,4/2,61,1.0,0.47470817120622566,36.0,40.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1246,Authentic,False,1.0,D4,P8,D,P1,8/2,66,1.0,0.5136186770428015,40.0,84.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1247,Authentic,False,1.0,D3,P1,D,P1,4/2,75,3.0,0.5953307392996109,84.0,28.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1248,Clausula Vera,False,1.0,F3,m3,F,m3,4/2,79,1.0,0.622568093385214,28.0,52.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1249,Clausula Vera,False,1.0,F3,m3,D,P1,4/2,85,3.0,0.6731517509727627,52.0,48.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1250,Authentic,False,1.0,D3,P1,D,P1,4/2,91,3.0,0.7198443579766537,48.0,104.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1251,Clausula Vera,False,1.0,A3,P5,A,P5,4/2,104,3.0,0.8210116731517509,104.0,44.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1252,Clausula Vera,True,-1.0,B-4,m13,,,4/2,110,1.0,0.8638132295719845,44.0,92.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1253,Authentic,False,1.0,D3,P1,D,P1,4/2,121,3.0,0.953307392996109,92.0,48.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1254,Authentic,False,1.0,D3,P1,D,P1,10/2,127,3.0,1.0,48.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Gloria
1255,Clausula Vera,False,1.0,F3,m3,D,P1,4/2,9,1.0,0.04081632653061224,64.0,52.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1256,Clausula Vera,False,0.0,A3,P5,A,P5,4/2,15,3.0,0.07397959183673469,52.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1257,Authentic,False,1.0,D3,P1,D,P1,4/2,16,1.0,0.07653061224489796,4.0,72.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1258,Altizans Only,False,0.0,G3,P4,D,P1,4/2,25,1.0,0.12244897959183673,72.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1259,Authentic,False,1.0,D3,P1,D,P1,4/2,26,1.0,0.12755102040816327,8.0,52.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1260,Clausula Vera,False,0.0,D3,P1,D,P1,4/2,32,3.0,0.16071428571428573,52.0,60.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1261,Clausula Vera,False,1.0,D4,P8,D,P1,4/2,40,1.0,0.1989795918367347,60.0,44.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1262,Phrygian,False,1.0,A3,P5,A,P5,4/2,45,3.0,0.22704081632653061,44.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1263,Phrygian,False,1.0,A3,P5,A,P5,4/2,50,1.0,0.25,36.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1264,Authentic,False,1.0,D3,P1,D,P1,4/2,50,3.0,0.25255102040816324,4.0,80.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1265,Phrygian,False,1.0,A3,P5,A,P5,4/2,60,3.0,0.30357142857142855,80.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1266,Authentic,True,0.0,F4,m10,D,P1,4/2,61,1.0,0.30612244897959184,4.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1267,Phrygian,False,1.0,F3,m3,A,P5,4/2,63,1.0,0.3163265306122449,16.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1268,Authentic,False,1.0,D3,P1,D,P1,4/2,67,1.0,0.336734693877551,32.0,76.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1269,Phrygian,False,1.0,A4,P12,A,P5,4/2,75,3.0,0.3852040816326531,76.0,124.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1270,Clausula Vera,False,1.0,D4,P8,D,P1,8/2,91,1.0,0.4642857142857143,124.0,44.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1271,Clausula Vera,False,1.0,B-3,m6,D,P1,4/2,95,3.0,0.4923469387755102,44.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1272,Phrygian,False,1.0,A3,P5,A,P5,4/2,100,1.0,0.5153061224489796,36.0,136.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1273,Authentic,True,0.0,F3,m3,D,P1,4/2,117,1.0,0.6020408163265306,136.0,12.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1274,Clausula Vera,False,0.0,D3,P1,D,P1,4/2,118,3.0,0.6096938775510204,12.0,44.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1275,Authentic,False,1.0,D3,P1,D,P1,8/2,124,1.0,0.6377551020408163,44.0,80.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1276,Phrygian,False,1.0,A3,P5,A,P5,4/2,133,1.0,0.6887755102040817,80.0,24.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1277,Phrygian,False,1.0,A3,P5,A,P5,4/2,136,1.0,0.7040816326530612,24.0,40.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1278,Authentic,False,1.0,D3,P1,D,P1,4/2,141,1.0,0.7295918367346939,40.0,28.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1279,,,,F3,m3,A,P5,4/2,144,3.0,0.7474489795918368,28.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1280,Clausula Vera,False,1.0,D3,P1,D,P1,4/2,146,3.0,0.7576530612244898,16.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1281,Clausula Vera,True,1.0,G4,P11,E,M2,4/2,147,1.0,0.7602040816326531,4.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1282,Clausula Vera,False,1.0,B3,M6,D,P1,4/2,148,1.0,0.7653061224489796,8.0,76.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1283,Altizans Only,False,0.0,G3,P4,D,P1,4/2,157,3.0,0.8137755102040817,76.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1284,Authentic,False,1.0,D3,P1,D,P1,4/2,158,3.0,0.8188775510204082,8.0,60.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1285,Phrygian,False,1.0,C4,m7,E,M2,4/2,166,1.0,0.8571428571428571,60.0,56.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1286,Phrygian,False,1.0,E3,M2,E,M2,4/2,173,1.0,0.8928571428571429,56.0,44.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1287,Phrygian,False,1.0,A3,P5,A,P5,4/2,178,3.0,0.9209183673469388,44.0,96.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1288,Authentic,False,1.0,D3,P1,D,P1,4/2,190,3.0,0.9821428571428571,96.0,28.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1289,Authentic,False,1.0,D3,P1,D,P1,8/2,194,1.0,1.0,28.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Credo
1290,Phrygian,False,1.0,A3,-P4,A,P5,4/2,8,1.0,0.0748663101604278,56.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1291,Authentic,True,-1.0,D3,-P8,,,4/2,8,3.0,0.08021390374331551,4.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1292,,,,D4,P1,D,P1,4/2,9,3.0,0.09090909090909091,8.0,20.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1293,Phrygian,False,1.0,A3,-P4,A,P5,4/2,12,1.0,0.11764705882352941,20.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1294,Clausula Vera,False,1.0,D4,P1,D,P1,4/2,12,3.0,0.12299465240641712,4.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1295,,,,A3,-P4,,,4/2,16,3.0,0.1657754010695187,32.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1296,Authentic,True,0.0,F3,-M6,D,P1,4/2,18,3.0,0.18716577540106952,16.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1297,Clausula Vera,False,0.0,D3,-P8,D,P1,4/2,19,3.0,0.19786096256684493,8.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1298,Clausula Vera,False,1.0,B3,-m3,D,P1,4/2,21,3.0,0.2192513368983957,16.0,32.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1299,Authentic,False,1.0,D3,-P8,D,P1,10/2,25,3.0,0.2620320855614973,32.0,80.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1300,Clausula Vera,False,1.0,D3,-P8,D,P1,4/2,34,1.0,0.3689839572192513,80.0,40.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1301,Phrygian,False,1.0,A3,-P4,A,P5,4/2,39,1.0,0.42245989304812837,40.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1302,Clausula Vera,False,1.0,D3,-P8,D,P1,4/2,43,3.0,0.47058823529411764,36.0,40.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1303,Clausula Vera,False,1.0,D3,-P8,D,P1,10/2,48,3.0,0.5240641711229946,40.0,76.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1304,Phrygian,False,1.0,A3,-P4,A,P5,4/2,56,3.0,0.6256684491978609,76.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1305,Authentic,True,1.0,F3,-M6,D,P1,4/2,57,1.0,0.6310160427807486,4.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1306,Clausula Vera,False,1.0,D3,-P8,D,P1,4/2,58,1.0,0.6417112299465241,8.0,26.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1307,Clausula Vera,True,1.0,G3,-P5,G,P4,4/2,61,2.0,0.6764705882352942,26.0,22.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1308,Authentic,False,0.0,F3,-M6,A,P5,4/2,64,1.0,0.7058823529411765,22.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1309,Authentic,False,1.0,D3,-P8,D,P1,8/2,66,1.0,0.7272727272727273,16.0,66.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1310,,,,C4,-M2,,,4/2,73,2.0,0.8155080213903744,66.0,10.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1311,Clausula Vera,False,0.0,A4,P5,A,P5,4/2,74,3.0,0.8288770053475936,10.0,22.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1312,,,,F3,-M6,,,4/2,77,2.0,0.8582887700534759,22.0,10.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1313,Clausula Vera,False,1.0,D4,P1,D,P1,4/2,78,3.0,0.8716577540106952,10.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1314,Phrygian,False,1.0,A3,-P4,A,P5,4/2,83,1.0,0.9197860962566845,36.0,12.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1315,Clausula Vera,False,1.0,D4,P1,D,P1,4/2,84,3.0,0.9358288770053476,12.0,36.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1316,Phrygian,False,1.0,A3,-P4,A,P5,4/2,89,1.0,0.983957219251337,36.0,12.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1317,Authentic,False,1.0,D4,P1,D,P1,10/2,90,3.0,1.0,12.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Sanctus
1318,Clausula Vera,False,1.0,D3,P1,D,P1,4/2,9,1.0,0.25806451612903225,64.0,20.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1319,,,,D3,P1,A,P5,4/2,11,3.0,0.3387096774193548,20.0,20.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1320,Phrygian,False,1.0,A3,P5,A,P5,4/2,14,1.0,0.41935483870967744,20.0,4.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1321,Authentic,False,1.0,D3,P1,D,P1,4/2,14,3.0,0.43548387096774194,4.0,120.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1322,,,,A3,P5,,,4/2,29,3.0,0.9193548387096774,120.0,8.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1323,Authentic,False,1.0,D3,P1,D,P1,10/2,30,3.0,0.9516129032258065,8.0,16.0,Dominique Phinot,Missa Si bona suscepimus: Agnus Dei
1324,Clausula Vera,False,1.0,E3,-m3,C,-P5,4/2,13,3.0,0.1524390243902439,100.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1325,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,17,3.0,0.20121951219512196,32.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1326,,,,G3,P1,G,P1,4/2,21,1.0,0.24390243902439024,28.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1327,Authentic,False,1.0,G3,P1,G,P1,8/2,25,1.0,0.2926829268292683,32.0,96.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1328,Clausula Vera,True,-1.0,E-3,-M3,,,4/2,36,1.0,0.43902439024390244,96.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1329,Authentic,False,0.0,C3,-P5,C,-P5,4/2,37,1.0,0.45121951219512196,8.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1330,Authentic,False,0.0,G3,P1,G,P1,4/2,40,1.0,0.4878048780487805,24.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1331,Authentic,False,0.0,D3,-P4,D,-P4,4/2,41,1.0,0.5,8.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1332,Authentic,False,0.0,E-3,-M3,G,P1,4/2,43,3.0,0.5304878048780488,20.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1333,Authentic,False,1.0,C3,-P5,C,-P5,4/2,44,3.0,0.5426829268292683,8.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1334,Authentic,False,0.0,G3,P1,G,P1,4/2,46,1.0,0.5609756097560976,12.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1335,Phrygian,False,1.0,D3,-P4,D,-P4,8/2,50,1.0,0.6097560975609756,32.0,108.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1336,,,,F3,-M2,D,-P4,4/2,62,3.0,0.774390243902439,108.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1337,Phrygian,False,1.0,G3,P1,G,P1,4/2,63,3.0,0.7865853658536586,8.0,68.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1338,Phrygian,False,1.0,D3,-P4,D,-P4,4/2,72,1.0,0.8902439024390244,68.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1339,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,75,1.0,0.926829268292683,24.0,10.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1340,,,,F3,-M2,,,4/2,76,2.0,0.9420731707317073,10.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1341,,,,F3,-M2,,,4/2,79,4.0,0.9847560975609756,28.0,10.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1342,Authentic,False,1.0,G3,P1,G,P1,8/2,81,1.0,1.0,10.0,16.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Kyrie
1343,Clausula Vera,True,-1.0,A3,M2,,,4/2,9,1.0,0.05405405405405406,64.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1344,Authentic,False,1.0,G3,P1,G,P1,4/2,12,1.0,0.07432432432432433,24.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1345,Clausula Vera,False,1.0,A3,M2,C,-P5,4/2,15,3.0,0.09797297297297297,28.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1346,Clausula Vera,False,1.0,F3,-M2,F,-M2,4/2,19,1.0,0.12162162162162163,28.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1347,Clausula Vera,False,1.0,A3,M2,C,-P5,4/2,20,3.0,0.13175675675675674,12.0,116.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1348,Clausula Vera,True,-1.0,A3,M2,,,4/2,35,1.0,0.22972972972972974,116.0,100.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1349,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,47,3.0,0.3141891891891892,100.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1350,Phrygian,False,1.0,D3,-P4,A,M2,4/2,51,1.0,0.33783783783783783,28.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1351,Authentic,True,0.0,G3,P1,E,-m3,4/2,56,3.0,0.375,44.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1352,Clausula Vera,False,1.0,G3,P1,D,-P4,4/2,57,1.0,0.3783783783783784,4.0,24.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1353,Clausula Vera,False,1.0,D3,-P4,D,-P4,4/2,60,1.0,0.39864864864864863,24.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1354,Phrygian,False,1.0,A3,M2,A,M2,4/2,63,3.0,0.4222972972972973,28.0,40.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1355,Authentic,False,1.0,G3,P1,G,P1,4/2,68,3.0,0.4560810810810811,40.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1356,Clausula Vera,True,1.0,A3,M2,D,-P4,4/2,74,1.0,0.49324324324324326,44.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1357,Authentic,False,1.0,G3,P1,G,P1,8/2,78,1.0,0.5202702702702703,32.0,72.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1358,Clausula Vera,False,0.0,E-4,m6,G,P1,4/2,86,1.0,0.581081081081081,72.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1359,Clausula Vera,False,0.0,G3,P1,G,P1,4/2,90,1.0,0.6081081081081081,32.0,40.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1360,Authentic,False,1.0,G3,P1,G,P1,4/2,95,1.0,0.6418918918918919,40.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1361,Clausula Vera,True,1.0,G3,P1,G,P1,4/2,97,3.0,0.6587837837837838,20.0,48.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1362,Authentic,False,0.0,G3,P1,G,P1,4/2,103,3.0,0.6993243243243243,48.0,44.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1363,Clausula Vera,False,0.0,B-3,m3,D,-P4,4/2,109,1.0,0.7364864864864865,44.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1364,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,111,3.0,0.7533783783783784,20.0,48.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1365,Phrygian,False,1.0,A3,M2,A,M2,4/2,117,3.0,0.793918918918919,48.0,68.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1366,Clausula Vera,True,-1.0,B-3,m3,,,4/2,126,1.0,0.8513513513513513,68.0,4.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1367,Phrygian,False,1.0,A3,M2,A,M2,4/2,126,3.0,0.8547297297297297,4.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1368,,,,G3,P1,G,P1,4/2,130,1.0,0.8783783783783784,28.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1369,Authentic,False,1.0,G3,P1,G,P1,4/2,131,1.0,0.8851351351351351,8.0,18.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1370,Authentic,True,-1.0,D3,-P4,,,4/2,133,2.0,0.9003378378378378,18.0,22.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1371,Clausula Vera,False,0.0,D3,-P4,D,-P4,4/2,136,1.0,0.918918918918919,22.0,52.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1372,Phrygian,False,1.0,D3,-P4,A,M2,4/2,142,3.0,0.9628378378378378,52.0,32.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1373,Authentic,False,1.0,G3,P1,G,P1,4/2,146,3.0,0.9898648648648649,32.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Gloria
1374,Authentic,True,-1.0,G3,-m3,,,4/2,10,3.0,0.041666666666666664,76.0,28.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1375,,,,A3,-m2,C,-P5,4/2,14,1.0,0.05701754385964912,28.0,36.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1376,,,,E-3,-P5,G,P1,4/2,18,3.0,0.07675438596491228,36.0,20.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1377,Authentic,False,0.0,G3,-m3,G,P1,4/2,21,1.0,0.08771929824561403,20.0,8.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1378,Phrygian,False,1.0,D3,-m6,D,-P4,4/2,22,1.0,0.09210526315789473,8.0,40.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1379,Clausula Vera,False,1.0,F3,-P4,F,-M2,4/2,27,1.0,0.11403508771929824,40.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1380,Clausula Vera,False,1.0,A3,-m2,C,-P5,4/2,28,3.0,0.1206140350877193,12.0,48.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1381,Authentic,False,1.0,C3,-m7,C,-P5,4/2,34,3.0,0.14692982456140352,48.0,48.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1382,Authentic,False,1.0,D3,-m6,D,-P4,4/2,40,3.0,0.17324561403508773,48.0,76.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1383,Clausula Vera,True,-1.0,B-3,P1,,,4/2,50,1.0,0.2149122807017544,76.0,108.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1384,Phrygian,False,1.0,D3,-m6,D,-P4,4/2,63,3.0,0.2741228070175439,108.0,6.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1385,,,,C4,M2,,,4/2,64,2.0,0.2774122807017544,6.0,18.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
1386,Clausula Vera,False,0.0,B-3,P1,D,-P4,4/2,66,3.0,0.28728070175438597,18.0,12.0,Pierre de Manchicourt,Missa Quo abiit dilectus tuus: Credo
