PIECE ID,PHRASE ID,Phrase Start,Phrase Stop,Text,Rhyme,Column7,Column8,Column9,Column10,Column11,Column12
DC1010,3,,,"Ou que son feu prenant de moy vengeance,",,,,,,,
DC1010,4,,,"Comme arbre sec, en cendre me deluge,",,,,,,,
DC1010,5,,,"Et m'en rapporte à ton coeur, qui te juge,",,,,,,,
DC1010,6,,,Si c'est raison doncques ainsi traiter,,,,,,,
DC1010,7,,,"L'aymant, qui n'a desir qu'a contenter.",,,,,,,
DC1010,8,,,"Amye, helas! pour devoir que je face,",,,,,,,
DC1010,9,,,"Si je ne puis vers toy gaigner ce point,",,,,,,,
DC1010,10,,,"Que comme amy en ton coeur j'aye place,",,,,,,,
DC1010,11,,,Comme ennemy aumoins ne me hays point.,,,,,,,
DC1011,1,,,"Ventz hardis et legiers,",,,,,,,
DC1011,2,,,"Soyez moy messagiers,",,,,,,,
DC1011,3,,,"Portez ou est m'amye,",,,,,,,
DC1011,4,,,"De ce cornet le son,",,,,,,,
DC1011,5,,,"Elle trouvera bon,",,,,,,,
DC1011,6,,,Par sus toute harmonie.,,,,,,,
DC1011,7,,,Que cela signifie,,,,,,,
DC1011,8,,,A elle mon retour.,,,,,,,
DC1011,9,,,"Dictes luy que ma trompe,",,,,,,,
DC1011,10,,,"Son desir point ne trompe,",,,,,,,
DC1011,11,,,Et qu'y seray ce jour.,,,,,,,
DC1012,1,,,"Resvé-je point, Dieu, est-ce point un songe ?",,,,,,,
DC1012,2,,,"Dont tant de fois, vous m'avez amusé ?",,,,,,,
DC1012,3,,,Las est-ce point une fable ou mensonge,,,,,,,
DC1012,4,,,Dont mon desir m'ait ainsi abusé?,,,,,,,
DC1012,5,,,"Non, il est vray: mais si suis-je excusé:",,,,,,,
DC1012,6,,,"Car qui auroit le quart de la fortune,",,,,,,,
DC1012,7,,,"Qui je me sentz, pour du tout estre à une,",,,,,,,
DC1012,8,,,"Et d'elle voir mon service estimer,",,,,,,,
DC1012,9,,,"Homme ne sçay, tant brave soubz la Lune,",,,,,,,
DC1012,10,,,Qui ne doubtast de soy trop presumer.,,,,,,,
DC1013,1,,,"Jeunes espritz, qui ne sçavez comprendre,",,,,,,,
DC1013,2,,,"Comment il faut gaigner le jeu d'aymer,",,,,,,,
DC1013,3,,,"Le jeu de paulme à tous vous peult apprendre,",,,,,,,
DC1013,4,,,Qu'amour se doibt pour l'esteuf estimer.,,,,,,,
DC1013,5,,,"Le premier coup que quinze on veult nommer,",,,,,,,
DC1013,6,,,"C'est le devis, au baiser c'est le trente :",,,,,,,
DC1013,7,,,"Puis au toucher du tetin à la fente,",,,,,,,
DC1013,8,,,Quarante cinq peult compter l'amoureux:,,,,,,,
DC1013,9,,,"Mais pour gaigner le jeu, qui tant contente,",,,,,,,
DC1013,10,,,Il fault frapper tout droit à l'entredeux.,,,,,,,
DC1014,1,,,"Je vois, je viens, je me pourmene,",,,,,,,
DC1014,2,,,Je fais pour l'amour mille pas:,,,,,,,
DC1014,3,,,"Celuy qui ayme n'est sans peine,",,,,,,,
DC1014,4,,,"J'en ferois bien un livre, helas!",,,,,,,
DC1014,5,,,"La nuict une heure ne dure pas,",,,,,,,
DC1014,6,,,"Pour la pulce qu'ay en l'oreille,",,,,,,,
DC1014,7,,,"Qui pour mon repos quand suis las,",,,,,,,
DC1014,8,,,Des fois cent au lict me resveille.,,,,,,,
DC1015,1,,,"Hommes expers vous dictes par sçience,",,,,,,,
DC1015,2,,,Que Diane est en baisant beaucoup pire.,,,,,,,
DC1015,3,,,"Que n'est la Mort: mais par experience,",,,,,,,
DC1015,4,,,"De ce vous veulx, et vous puis contre dire. ",,,,,,,
DC1015,5,,,"Car quand sa bouche en la mienne souspire,",,,,,,,
DC1015,6,,,Toute vigueur dedans mon cœur s'assemble.,,,,,,,
DC1015,7,,,"Vous resvez donc: ou certe il vous fault dire,",,,,,,,
DC1015,8,,,Qu'en baisant mourir vivre me semble. ,,,,,,,
DC1016,1,,,"Ce petit Dieu, qui vole, ",,,,,,,
DC1016,2,,,Qui met les cœurs ensemble.,,,,,,,
DC1016,3,,,"Ce petit Dieu, qui vole, ",,,,,,,
DC1016,4,,,"Estce cyment, ou cole?",,,,,,,
DC1016,5,,,Dont ainsi les assemble?,,,,,,,
DC1016,6,,,"Pour dire qu'il m'ensemble,",,,,,,,
DC1016,7,,,"Aultre dard ne luy fault,",,,,,,,
DC1016,8,,,"Ne feu qui soit plus chault,",,,,,,,
DC1016,9,,,Qu'un regard de m'amye:,,,,,,,
DC1016,10,,,Car il part de ses yeulx ,,,,,,,
DC1016,11,,,"Soleil tant gratieux,",,,,,,,
DC1016,12,,,"Que Dieux, et hommes lye.",,,,,,,
DC1017,1,,,"Ce may nous dit la verdure,",,,,,,,
DC1017,2,,,"Et en leur chant ces oyseaux,",,,,,,,
DC1017,3,,,Que de chagrin n'ayons cure.,,,,,,,
DC1017,4,,,O dieu tant ces prez sont beaux!,,,,,,,
DC1017,5,,,"Qu'aurions de plaisirs nouveaux,",,,,,,,
DC1017,6,,,"Si ainsi, que je souhaitte,",,,,,,,
DC1017,7,,,Je l'y tenoye seulette?,,,,,,,
DC1017,8,,,Du moins toute descouverte ,,,,,,,
DC1017,9,,,"De coqu et violette,",,,,,,,
DC1017,10,,,"Elle auroit la cotte verte,",,,,,,,
DC1017,11,,,Et si en ce voyant nuë ,,,,,,,
DC1017,12,,,"Crioit, je suis morfonduë,",,,,,,,
DC1017,13,,,Aussi tost seroit converte. ,,,,,,,
DC1018,1,,,"De ta bouche tant vermeille,",,,,,,,
DC1018,2,,,"Sans pareille,",,,,,,,
DC1018,3,,,"Donne moy en bonne estreine,",,,,,,,
DC1018,4,,,Non point un baiser glissant:,,,,,,,
DC1018,5,,,Mais un qui en dure cent D'une haleine.,,,,,,,
DC1019,1,,,"Dieu te gard bergiere, gardant tes moutons, ",,,,,,,
DC1019,2,,,Ta belle maniere m'amour je te don.,,,,,,,
DC1019,3,,,"Ne l'as tu point veu mon oyseau sauvage,",,,,,,,
DC1019,4,,,"Depuis le matin il est au rivage,",,,,,,,
DC1019,5,,,"Mon oyseau sauvage, mon joli faulcon don",,,,,,,
DC1019,6,,,"Qui prent la becasse, connin de saison, et don.",,,,,,,
DC1020,1,,,"Puis que la mort, par mort m'a faict oultrage,",,,,,,,
DC1020,2,,,"Ne voyant point ma perte, et mon dommage,",,,,,,,
DC1020,3,,,Que puis - je plus en ce monde esperer?,,,,,,,
DC1020,4,,,"Que par la mort en mourrant desirer,",,,,,,,
DC1020,5,,,"Vivre en repos, et m'oster de servage.",,,,,,,
DC1021,1,,,"En contemplant vostre divinité,",,,,,,,
DC1021,2,,,"Vostre doulceur, et grand' beaulté extreme,",,,,,,,
DC1021,3,,,"Je crains qu'amour, luy mesme ne vous ayme:",,,,,,,
DC1021,4,,,Vous estant trop pour nostre humanité.,,,,,,,
DC1022,1,,,"Avec les plus beaulx yeulx,",,,,,,,
DC1022,2,,,"Et les plus beaulx cheveux,",,,,,,,
DC1022,3,,,"Que fit jamais nature,",,,,,,,
DC1022,4,,,Amour a bien pris cure ,,,,,,,
DC1022,5,,,"De mon cœur allumer,",,,,,,,
DC1022,6,,,Et mes membres lier.,,,,,,,
DC1022,7,,,Cela sera la cause ,,,,,,,
DC1022,8,,,"Que pour Dieu la tiendray,",,,,,,,
DC1022,9,,,"Et dessus toute chose,",,,,,,,
DC1022,10,,,Tousjours l'adoreray:,,,,,,,
DC1022,11,,,Car de noz amoureux ,,,,,,,
DC1022,12,,,M'a faict le plus heureux. ,,,,,,,
DC1023,1,,,"Di moy ma sœur, à qui sont ces doulx yeulx ?",,,,,,,
DC1023,2,,,"A vous amy bien que soit peu de chose,",,,,,,,
DC1023,3,,,"Et ce col blanc, et tetin precieux,",,,,,,,
DC1023,4,,,Et ceste bouche aussi vive que rose?,,,,,,,
DC1023,5,,,"Il sont à vous, c'est vous qui en dispose,",,,,,,,
DC1023,6,,,Et tout le reste est vostre comme mien:,,,,,,,
DC1023,7,,,Nous sommes donc tous deux sur nostre bien:,,,,,,,
DC1023,8,,,"Embrassez moy ça m'amour qu'on me baise,",,,,,,,
DC1023,9,,,"Approchez vous amy, car je sentz bien ",,,,,,,
DC1023,10,,,Que je me meurs (helas) de trop grand aise.,,,,,,,
DC1024,1,,,"Je sentz enmoy une flamme nouvelle,",,,,,,,
DC1024,2,,,"Qui me penetre au plus, au plus profond des oz,",,,,,,,
DC1024,3,,,"Qui comme Ethna, jour, et nuict estincelle:",,,,,,,
DC1024,4,,,"Jurer je puis qu'onques n'en vis la telle,",,,,,,,
DC1024,5,,,"Et à me plaindre il n'y auroit propos,",,,,,,,
DC1024,6,,,"En mon travail je cherche mon repos,",,,,,,,
DC1024,7,,,Comme Salmandre en mon feu ayant aise:,,,,,,,
DC1024,8,,,"Mais si tu veulx que mon tourment s'appaise,",,,,,,,
DC1024,9,,,Prenant pitié de me voir en martyre:,,,,,,,
DC1024,10,,,"Seule le peulx: mon heur, et mon mesaise ",,,,,,,
DC1024,11,,,"Sont en tes mains, et n'y puis contredire. ",,,,,,,
DC1025,1,,,Dames plorez vous point ,,,,,,,
DC1025,2,,,Pour le departement ,,,,,,,
DC1025,3,,,De ceulx qu'amour a joinct ,,,,,,,
DC1025,4,,,Inseparablement.,,,,,,,
DC1025,5,,,Nulle son mal ne cele ,,,,,,,
DC1025,6,,,Soubz pensée couverte:,,,,,,,
DC1025,7,,,"Mais souspire, et revele ",,,,,,,
DC1025,8,,,En regrettant sa perte.,,,,,,,
DC1026,1,,,Je me repute bien heureux ,,,,,,,
DC1026,2,,,"Sçachant que suis aymé de celle,",,,,,,,
DC1026,3,,,"Qui sert de soleil à mes yeulx,",,,,,,,
DC1026,4,,,Et au cœur de vive estincelle:,,,,,,,
DC1026,5,,,"Elle m'a chosi pour son mieulx,",,,,,,,
DC1026,6,,,Aussi suisje du tout à elle.,,,,,,,
DC1101,1,,,"Oncques amour ne fut sans grand langueur,",,,,,,,
DC1101,2,,,"Langueur ne fut jamais sans esperance,",,,,,,,
DC1101,3,,,"Voila le poinct, ou gist tout le malheur,",,,,,,,
DC1101,4,,,Qu'on voit souvent espoir sans jouissance.,,,,,,,
DC1102,1,,,Amour vainc tout c'est chose tres certaine,,,,,,,
DC1102,2,,,Brief tout luy sert ô puissance haultaine!,,,,,,,
DC1102,3,,,"Car son pouvoir est en terre, et aux cieulx,",,,,,,,
DC1102,4,,,"Tu as vaincu les hommes, et les Dieux.",,,,,,,
DC1102,5,,,"Tu es sur tout prince victorieux,",,,,,,,
DC1102,6,,,"Tous animaux de ta darde tu poings,",,,,,,,
DC1102,7,,,"Mars, et Paris en sont loyaux tesmoings,",,,,,,,
DC1102,8,,,"Car ils ont eu de tes dards cognoissance,",,,,,,,
DC1102,9,,,"Ha fort amour tu te prens bien à moins,",,,,,,,
DC1102,10,,,Car j'ay senti moymesme ta puissance.,,,,,,,
DC1103,1,,,"Le cruel Mars, rebelle, et rigoureux,",,,,,,,
DC1103,2,,,"Alors qu'il veid de Venus la beauté,",,,,,,,
DC1103,3,,,N'eut point d'esgard à sa desloyauté:,,,,,,,
DC1103,4,,,Ains tout soudain en devint amoureux.,,,,,,,
DC1103,5,,,"Beauté,adonc, eut pouvoir rigoureux,",,,,,,,
DC1103,6,,,"Changeant rigueur, en douce privauté:",,,,,,,
DC1103,7,,,"Mais mon amy induit à cruauté,",,,,,,,
DC1103,8,,,Ne faisant cas de mon mal langoureux.,,,,,,,
DC1103,9,,,Las qui me meut faire apres luy poursuite!,,,,,,,
DC1103,10,,,"Veu que tousjours s'exscuse ou prend la fuite,",,,,,,,
DC1103,11,,,Quand je luy dy qu'il me doit secourir?,,,,,,,
DC1103,12,,,"O fort Amour! estrange est ta nature,",,,,,,,
DC1103,13,,,"Tu me contrains aymer la creature,",,,,,,,
DC1103,14,,,"Qui n'ayme point, dont je suis au mourir.",,,,,,,
DC1104,1,,,"Flambeau du ciel, dont l’ardeur excessive,",,,,,,,
DC1104,2,,,"Rend à mon corps ce pasle, et blesme teint,",,,,,,,
DC1104,3,,,"Allume un feu d’estincelle plus vive,",,,,,,,
DC1104,4,,,Navrant le cueur par qui tu m’as attaint.,,,,,,,
DC1104,5,,,"Ce cueur je dy, qui te couvre, et esteint,",,,,,,,
DC1104,6,,,"O feu divin ! dessous face doulente,",,,,,,,
DC1104,7,,,"Jectant les traictz de flamme violente,",,,,,,,
DC1104,8,,,"Secretement en mille, et mille lieux,",,,,,,,
DC1104,9,,,Elle entend bien que ce mal me tourmente,,,,,,,
DC1104,10,,,Mais le faignant ne m’en peult estre mieux.,,,,,,,
DC1105,1,,,"Amour longtemps m'a tenu en ses lacs,",,,,,,,
DC1105,2,,,"Sans me donner un seul point d'allegeance,",,,,,,,
DC1105,3,,,"Mais maintenant de tant aymer suis las,",,,,,,,
DC1105,4,,,Je quitte Amour et toute sa puissance.,,,,,,,
DC1105,5,,,"Ceulx à qui plaist languir en esperance,",,,,,,,
DC1105,6,,,"Tant qu'il vouldront souffrent douleur, et peine,",,,,,,,
DC1105,7,,,"Quant est de moy, je vouldrois recompense,",,,,,,,
DC1105,8,,,"Fy du travail, qui son plaisir ne meine.",,,,,,,
DC1106,1,,,"Si l'on donnoit à l'aymant jouissance,",,,,,,,
DC1106,2,,,"Incontinent qu'il en seroit requeste,",,,,,,,
DC1106,3,,,"Il n'auroit plus à sa dame fiance,",,,,,,,
DC1106,4,,,Craignant qu'ailleurs elle en feust autant preste.,,,,,,,
DC1106,5,,,"Mais quand on voit que son vouloir honneste,",,,,,,,
DC1106,6,,,"Sans se fascher en un même lieu dure,",,,,,,,
DC1106,7,,,"Il a la proie, apres longue conqueste,",,,,,,,
DC1106,8,,,Pour parvenir il fault que l'on endure.,,,,,,,
DC1107,1,,,"Vostre beauté qu'un chascun voit florir,",,,,,,,
DC1107,2,,,"De jour en jour, à vous aymer m'incite,",,,,,,,
DC1107,3,,,"En vous aymant je suis prest de mourir,",,,,,,,
DC1107,4,,,Bien que rigueur à mes desirs resiste :,,,,,,,
DC1107,5,,,"Plus à voz voeus d'obeir je persiste,",,,,,,,
DC1107,6,,,"Moins son service obeissant vous mord,",,,,,,,
DC1107,7,,,Làs par pitié faictes que ressussite,,,,,,,
DC1107,8,,,"Votre servant, desja à demy mort.",,,,,,,
DC1108,1,,,"Tant vertueux est l'amour de ma dame,",,,,,,,
DC1108,2,,,"Louer l’en fault, elle l’a mérité,",,,,,,,
DC1108,3,,,"Qu’elle ne craint de personne le blasme,",,,,,,,
DC1108,4,,,S’on dist qu’en moy son cueur est arresté.,,,,,,,
DC1108,5,,,"Car elle m’ayme en telle honnesteté,",,,,,,,
DC1108,6,,,"Et elle moy, que de vous envieux",,,,,,,
DC1108,7,,,Point ne craignons la langue ni les yeux ;,,,,,,,
DC1108,8,,,Car que nous chault que nostre amour on sache ?,,,,,,,
DC1108,9,,,"A qui faict mal, le jour est ennuyeux,",,,,,,,
DC1108,10,,,"Qui mal ne faict, ne fault point qu’il se cache.",,,,,,,
DC1109,1,,,"Guerissés moy du mal que mon cueur porte,",,,,,,,
DC1109,2,,,"Puisque chascun tous les jours me rapporte,",,,,,,,
DC1109,3,,,"Que tant je suis en vostre male grace,",,,,,,,
DC1109,4,,,"Car s'ainsi est, la mort tost me defface,",,,,,,,
DC1109,5,,,Puisqu'autrement je n'ay qui me conforte.,,,,,,,
DC1110,1,,,"Plus je desire oublier sa presence,",,,,,,,
DC1110,2,,,"Plus de la voir j'ay grande affection,",,,,,,,
DC1110,3,,,"Et la voyant d'elle cerche l'absence,",,,,,,,
DC1110,4,,,"Fuiant le bien, dont quiers possession.",,,,,,,
DC1110,5,,,"O chaste Amour, qui sçais l'occasion,",,,,,,,
DC1110,6,,,"De ce depart, mets fin à mon martyre,",,,,,,,
DC1110,7,,,"Ou fais au moins, s'elle a intention",,,,,,,
DC1110,8,,,"De m'oublier, qu'a mon desir aspire.",,,,,,,
DC1111,1,,,"Mort, et Amour donnerent pris contraire ",,,,,,,
DC1111,2,,,"A deux aimans qu'eustes par cy devant,",,,,,,,
DC1111,3,,,"Mort ravit l'un pour aux maux le soutraire,",,,,,,,
DC1111,4,,,Amour donna vostre ymage au vivant.,,,,,,,
DC1111,5,,,"Or moy troiziesme, et nouveau poursuivant,",,,,,,,
DC1111,6,,,"Que doije plus, ou que puisje esperer?",,,,,,,
DC1111,7,,,"Si tels aimans n'ont sçeu mieux prosperer,",,,,,,,
DC1111,8,,,"Dont le plus cher n'eust qu'une pourtraicture,",,,,,,,
DC1111,9,,,"J'aime mieux mort, comme l'autre endurer,",,,,,,,
DC1111,10,,,Que vous avoir seulement en paincture. ,,,,,,,
DC1112,1,,,"Ou est Amour que je pensois durable,",,,,,,,
DC1112,2,,,Et le plaisir plus estrainct que coustume ?,,,,,,,
DC1112,3,,,"Ou est le feu de nostre amour louable,",,,,,,,
DC1112,4,,,"Le tien se meurt, le mien plus fort s'allume.",,,,,,,
DC1112,5,,,"Mais en espoir plus legier que la plume,",,,,,,,
DC1112,6,,,"Sentant amour, ne se peult pas tenir,",,,,,,,
DC1112,7,,,"Or voy-je bien dont que je meurs d'amertume,",,,,,,,
DC1112,8,,,Ce que plus je craignois m'advenir.,,,,,,,
DC1113,1,,,"Si Dieu vouloit que je feusse Arrondelle,",,,,,,,
DC1113,2,,,"Comme progné devint une journée,",,,,,,,
DC1113,3,,,"Dedans la chambre, ou dort ma damoyselle,",,,,,,,
DC1113,4,,,"Ferois mon nid hault en la cheminée,",,,,,,,
DC1113,5,,,"Et tous les jours de la fresche matinée,",,,,,,,
DC1113,6,,,"Des que verrois le mari n'y est pas,",,,,,,,
DC1113,7,,,"Je vollerois incontinent à bas,",,,,,,,
DC1113,8,,,Pour me coucher dedans le lict près d'elle.,,,,,,,
DC1113,9,,,"Puis aussi tost qu'il entreroit un pas,",,,,,,,
DC1113,10,,,Et de fuir en son nid l'Arrondelle.,,,,,,,
DC1114,1,,,"Pleust à Dieu que feusse Arrondelle,",,,,,,,
DC1114,2,,,"O le grand plaisir que j'aurois,",,,,,,,
DC1114,3,,,"Et voller aussi fort comme elle,",,,,,,,
DC1114,4,,,"Bien loing d'ici tost je serois,",,,,,,,
DC1114,5,,,"Vers mon amy je m'en irois,",,,,,,,
DC1114,6,,,"Feust il au plus hault d'une tour,",,,,,,,
DC1114,7,,,Et en le baisant luy dirois,,,,,,,
DC1114,8,,,Voicy l'Arronde de retour.,,,,,,,
DC1115,1,,,"Amour un jour me voyant langoureux,",,,,,,,
DC1115,2,,,"Pour le tourment qu'une me presentoit,",,,,,,,
DC1115,3,,,"Me dit amy, ton mal trop rigoureux",,,,,,,
DC1115,4,,,N'est plus si grand comme devant estoit.,,,,,,,
DC1115,5,,,"Sçais tu pourquoy, car ce qui te tentoit,",,,,,,,
DC1115,6,,,"Je l'ay transmis à ta dame cruelle,",,,,,,,
DC1115,7,,,"Et le plaisir que pour ton mal sentoit,",,,,,,,
DC1115,8,,,Je t'ay donné pour la cruaulté d'elle.,,,,,,,
DC1116,1,,,"Au departir je vous laisse pour gaige, ",,,,,,,
DC1116,2,,,"Mon cueur, au lieu du vostre que j'emporte,",,,,,,,
DC1116,3,,,"Traictés le bien, car en peu de langaige,",,,,,,,
DC1116,4,,,Je traicteray le vostre de la sorte. ,,,,,,,
DC1117,1,,,"D'amour me plains, et non de vous m'amye, ",,,,,,,
DC1117,2,,,"Que si long temps j'ay requis sans avoir,",,,,,,,
DC1117,3,,,"Mais si voulés estre mon ennemye, ",,,,,,,
DC1117,4,,,"Vous confondrés mon dire, et mon sçavoir.",,,,,,,
DC1117,5,,,"Vous seulle avés, ceste estime, et pouvoir,",,,,,,,
DC1117,6,,,"Ou autrement ne sçay que faire, et dire:",,,,,,,
DC1117,7,,,"Abaissés donc ce rigoureux vouloir,",,,,,,,
DC1117,8,,,Et me donnés le bien que je desire.,,,,,,,
DC1118,1,,,"Je m'asseurois que ce petit archier, ",,,,,,,
DC1118,2,,,"Prenant pitié d'une simple jeunesse,",,,,,,,
DC1118,3,,,N'eust point voulu contre moy deslacher ,,,,,,,
DC1118,4,,,"Son traict cruel (las, las) qui tousjours me blesse,",,,,,,,
DC1118,5,,,"Mais trompé suis, car par sa grand' finesse,",,,,,,,
DC1118,6,,,"Je sents qui gaigne un tel pouvoir sur moy, ",,,,,,,
DC1118,7,,,"Que contrainct suis de servir ta noblesse,",,,,,,,
DC1118,8,,,"Et n'aymer rien, fors seulement, que toy. ",,,,,,,
DC1119,1,,,"Si mon amour ne vous peult resjouir,",,,,,,,
DC1119,2,,,"Mettant pour vous le mien corps, et avoir,",,,,,,,
DC1119,3,,,"Dittes amy cessés vostre debvoir,",,,,,,,
DC1119,4,,,De trop aymer ne vient que desplaisir.,,,,,,,
DC1120,1,,,L'ardant amour souvent me veult contraindre ,,,,,,,
DC1120,2,,,"A declarer ma griefve passion, ma griefve passion, ",,,,,,,
DC1120,3,,,"Mais dur refus, par raison tant à craindre,",,,,,,,
DC1120,4,,,M'a destourné de mon intention de mon intention.,,,,,,,
DC1120,5,,,"Et en n'osant monstrer l'affection,",,,,,,,
DC1120,6,,,"Qui pour aymer, nuict, et jour me tourmente,",,,,,,,
DC1120,7,,,"Il me fauldra, pour resolution,",,,,,,,
DC1120,8,,,"Taire, et souffrir ma douleur vehemente.",,,,,,,
DC1121,1,,,"Taire, et souffrir ma douleur vehemente,",,,,,,,
DC1121,2,,,"Qu'en languissant me convient endurer,",,,,,,,
DC1121,3,,,"Fait que l'ardeur si grandement s'augmente,",,,,,,,
DC1121,4,,,Que je ne puis pour moy rien esperer.,,,,,,,
DC1121,5,,,"Mais cognoissant qu'ainsi ne puis durer,",,,,,,,
DC1121,6,,,"Un bien y a en mon malheur, me semble,",,,,,,,
DC1121,7,,,C'est que par mort je pourray terminer,,,,,,,
DC1121,8,,,"Tout le malheur, et ma douleur ensemble.",,,,,,,
DC1122,1,,,"Si le changer vous trouvés aggreable,",,,,,,,
DC1122,2,,,"Pensant avoir d'ailleurs plus de plaisir,",,,,,,,
DC1122,3,,,"Ne craignés point vous rendre variable,",,,,,,,
DC1122,4,,,"Ne pour cela me faire desplaisir,",,,,,,,
DC1122,5,,,"Mais laissés moy lamenter à loisir,",,,,,,,
DC1122,6,,,"Mon mal yssu d'angoisseuse poincture,",,,,,,,
DC1122,7,,,"Tel en amour s'efforce de choisir,",,,,,,,
DC1122,8,,,Qui bien souvent en a pire adventure.,,,,,,,
DC1201,1,,,L'Yver sera et l'Esté variable:,,,,,,,
DC1201,2,,,"Mais mon desir jamais ne varira,",,,,,,,
DC1201,3,,,"Le beau Printemps, et l'Automne muable,",,,,,,,
DC1201,4,,,Mais mon vouloir jamais ne changera:,,,,,,,
DC1201,5,,,Car mon Amour tousjours continuera,,,,,,,
DC1201,6,,,Et sera ferme en son cours arresté:,,,,,,,
DC1201,7,,,"Tant que suyvant l'un l'autre l'on voirra,",,,,,,,
DC1201,8,,,"Automne, Yver, le Printemps et l'Esté.",,,,,,,
DC1202,1,,,"Rien ne voy beau, qui ne me represente,",,,,,,,
DC1202,2,,,Le mien amy tant beau et gracieux.,,,,,,,
DC1202,3,,,"Rien ne me plaist quand de luy suis absente,",,,,,,,
DC1202,4,,,Tout passetemps (sans luy) m’est odieux.,,,,,,,
DC1202,5,,,"Plus j'aymerois un seul traict de ses yeux,",,,,,,,
DC1202,6,,,"Que posseder du monde tout l'avoir,",,,,,,,
DC1202,7,,,"Et ne voudrois être Royne des Cieux,",,,,,,,
DC1202,8,,,Pourveu qu'icy à moy le puisse avoir.,,,,,,,
DC1203,1,,,"Souvent Amour ne sçay pourquoy,",,,,,,,
DC1203,2,,,"Me veut estranger de m'amye,",,,,,,,
DC1203,3,,,"Bien on m'a dit, et si le croy",,,,,,,
DC1203,4,,,Qu'il a de l'aymer grand’ envie.,,,,,,,
DC1203,5,,,"Je n'auray point de jalouzie,",,,,,,,
DC1203,6,,,Si pour elle je vois mourant.,,,,,,,
DC1203,7,,,"J'en ay passé ma fantaisie,",,,,,,,
DC1203,8,,,Il n'aura que mon demeurant.,,,,,,,
DC1204,1,,,"Tout ce qu'on peut en elle voir,",,,,,,,
DC1204,2,,,"N'est que douceur, et amytié,",,,,,,,
DC1204,3,,,"Beauté, bonté, et un vouloir",,,,,,,
DC1204,4,,,Tout plein d'amoureuse pitié:,,,,,,,
DC1204,5,,,Mais je n'en suis edifié,,,,,,,
DC1204,6,,,"De rien mieux, car le regard d'elle,",,,,,,,
DC1204,7,,,"Me met en une peine telle,",,,,,,,
DC1204,8,,,Que ne la puis dire à moytié.,,,,,,,
DC1204,9,,,"Si ne la voy, je me lamente,",,,,,,,
DC1204,10,,,"Quand je la voy, je me tourmente.",,,,,,,
DC1204,11,,,Le doux n'est jamais sans l'amer.,,,,,,,
DC1204,12,,,Voilà que c'est de trop aymer.,,,,,,,
DC1205,1,,,"Mon père my marye,",,,,,,,
DC1205,2,,,"Tout à sa fantaisie,",,,,,,,
DC1205,3,,,"A un vieillard bon homme,",,,,,,,
DC1205,4,,,Vilain jaloux.,,,,,,,
DC1205,5,,,"Il a bruslé la hotte,",,,,,,,
DC1205,6,,,"Bretelles, et tout.",,,,,,,
DC1205,7,,,J'auray (je vous affie),,,,,,,
DC1205,8,,,"Un amy à ma guise,",,,,,,,
DC1205,9,,,"Si ferons le bon homme,",,,,,,,
DC1205,10,,,Coqu du tout.,,,,,,,
DC1205,11,,,"Il a bruslé la hotte,",,,,,,,
DC1205,12,,,Bretelles et tout.,,,,,,,
DC1206,1,,,"Quand l'amytié longuement s'entretient,",,,,,,,
DC1206,2,,,C'est une preuve et certain tesmoignage.,,,,,,,
DC1206,3,,,"Que tout son cueur de bonne source vient,",,,,,,,
DC1206,4,,,Et que l’honneur a tousjours l’avantage.,,,,,,,
DC1206,5,,,Craindre ne faut qu'un autre amour volage,,,,,,,
DC1206,6,,,"Puisse troubler leur grand contentement,",,,,,,,
DC1206,7,,,"Il est conduit de main si seure et saige,",,,,,,,
DC1206,8,,,Qui durera perpetuellement.,,,,,,,
DC1207,1,,,"Pour l'un des baisers jolis,",,,,,,,
DC1207,2,,,"Qu'a cent m'amye me donne,",,,,,,,
DC1207,3,,,"Lors que ses tetins polis,",,,,,,,
DC1207,4,,,"En blancheur passent le Lis,",,,,,,,
DC1207,5,,,A moy du tout abandonne.,,,,,,,
