PIECE ID,PHRASE ID,Phrase Start,Phrase Stop,Text,Rhyme,Column7,Column8,Column9,Column10,Column11,Column12
DC0812,2,,,"Et le baiser, sans le don de mercy ?",,,,,,,
DC0812,3,,,"Puisque n’ay poinct le jeu delicieux,",,,,,,,
DC0812,4,,,Cela ne faict que me donner soucy.,,,,,,,
DC0812,5,,,J’aimerois mieulx qu’on me dist : Fuiz d’icy !,,,,,,,
DC0812,6,,,"Puisque je n’ay le don de jouissance,",,,,,,,
DC0812,7,,,"Car je ne puis me contenter ainsi,",,,,,,,
DC0812,8,,,"Rire et baiser, c’est peu de récompense.",,,,,,,
DC0813,1,,,"Si à te voir, n'ay osé entre prendre,",,,,,,,
DC0813,2,,,"Ne m'en vueilles (amy) imputer vice,",,,,,,,
DC0813,3,,,"L'honneur se faict si trescherement vendre,",,,,,,,
DC0813,4,,,Que d'un chascun fault craindre la malice.,,,,,,,
DC0813,5,,,"Mesme de ceulx de qui on a service,",,,,,,,
DC0813,6,,,"Car ilz se font plus craindre qu'estimer,",,,,,,,
DC0813,7,,,"Mais si un jour sans eulx voir je te puisse,",,,,,,,
DC0813,8,,,Tu cognoistras combien te veulx aymer. ,,,,,,,
DC0814,1,,,"J'ay d'un costé l'honneur tant estimé, ",,,,,,,
DC0814,2,,,"Devant les yeulx, lequel je veulx avoir,",,,,,,,
DC0814,3,,,"J'ay d'aultre part un amy tant aymé, ",,,,,,,
DC0814,4,,,"Dedans mon cœur, que je n'ay le pouvoir ",,,,,,,
DC0814,5,,,"De l'en oster, et si ne les puis voir ",,,,,,,
DC0814,6,,,"Tous deux en moy.  Dont fort je me tourmente,",,,,,,,
DC0814,7,,,"Las je ne sçay duquel me rendre absente,",,,,,,,
DC0814,8,,,"Car l'un m'est doulx, et si pres de mon cœur,",,,,,,,
DC0814,9,,,"L'aultre un chascun si tresfort il contente, ",,,,,,,
DC0814,10,,,Il sera le vainqueur. ,,,,,,,
DC0815,1,,,"Mort, et amour un jour se rencontrerent,",,,,,,,
DC0815,2,,,"Dans un logis sinistre, et malheureux,",,,,,,,
DC0815,3,,,"Sans y penser leur traict entrechangerent,",,,,,,,
DC0815,4,,,"Dont la mort fit maintz viellardz amoureux, ",,,,,,,
DC0815,5,,,"Amour aussi par ce sert douloureux,",,,,,,,
DC0815,6,,,"Du traict d'amour ses amantz attrappa,",,,,,,,
DC0815,7,,,"Voilla pourquoy si triste et langoureux,",,,,,,,
DC0815,8,,,Je meurs du traict dont amour me frappa. ,,,,,,,
DC0816,1,,,"Frere frappart troussé, comme il fauldroit,",,,,,,,
DC0816,2,,,"Une nonnain trouva qui y alloit,",,,,,,,
DC0816,3,,,"Il la vous print luy disant ma mignonne, ",,,,,,,
DC0816,4,,,"Venoit des champs, et faisait bonne trogne,",,,,,,,
DC0816,5,,,"Ferons nous pas vous et moy la besongne,",,,,,,,
DC0816,6,,,"Allons, à part pour remuer la fesse, ",,,,,,,
DC0816,7,,,Et si quelqu'un sus le faict nous empongne ,,,,,,,
DC0816,8,,,"M'excuseray, disant je vous confesse.",,,,,,,
DC0817,1,,,"J'ay veu, j'ay veu que j'estois serviteur,",,,,,,,
DC0817,2,,,Maintenant ne le veulx plus estre.,,,,,,,
DC0817,3,,,"Et si ne me sentz pas peu d'heur,",,,,,,,
DC0817,4,,,"Que d'estre_hors des mains d'un tel maistre,",,,,,,,
DC0817,5,,,"Amour tu sçeuz mal recognaistre, ",,,,,,,
DC0817,6,,,"Mes labeurs, dont ma plainte est vaine,",,,,,,,
DC0817,7,,,"Pour tout loyer m'as rendu peine,",,,,,,,
DC0817,8,,,"Et puis te dis Dieu gratieux,",,,,,,,
DC0817,9,,,"Si m'as jamais soubz ton domaine,",,,,,,,
DC0817,10,,,"Je veulx qu'on me creve les yeulx,",,,,,,,
DC0818,1,,,"Elle s'en va dont tant triste demeure,",,,,,,,
DC0818,2,,,"Qu'a mon ennuy n'ay moyen de pourvoir,",,,,,,,
DC0818,3,,,"Qu'elle partie, aussi tost je ne meure,",,,,,,,
DC0818,4,,,Sans un espoir de bien tost la revoir.,,,,,,,
DC0819,1,,,"Helas amy quen ta longue demeure,",,,,,,,
DC0819,2,,,"M'est ennuyeuse, et forte à supporter, ",,,,,,,
DC0819,3,,,"Car sans te voir un seul jour, un quart d'heure,",,,,,,,
DC0819,4,,,"Me sont tant longs, que ne les puis compter,",,,,,,,
DC0819,5,,,Et ny a nul qui peult reconforter ,,,,,,,
DC0819,6,,,"Mon povre cœur qui si fort se lamente,",,,,,,,
DC0819,7,,,"N'ayant plaisir qu'à se desconforter,",,,,,,,
DC0819,8,,,Tant que seray de toy (amy) absente. ,,,,,,,
DC0820,1,,,"Desia quaquette l'arondelle,",,,,,,,
DC0820,2,,,"Su sous debout c'est trop dormi,",,,,,,,
DC0820,3,,,"C'est trop tard dormi pour l'amy,",,,,,,,
DC0820,4,,,"Qui comme j'ay maistresse ha belle,",,,,,,,
DC0820,5,,,"Folastre oiseau tire de l'æle, ",,,,,,,
DC0820,6,,,"Sois luy prognosticque en amour,",,,,,,,
DC0820,7,,,"Par ton plaisant chant en l'oreille,",,,,,,,
DC0820,8,,,"Criant reveille toy, ",,,,,,,
DC0820,9,,,L'amy voirras au poinct du jour.,,,,,,,
DC0821,1,,,"Ce qui pour moy en ce monde fus mis,",,,,,,,
DC0821,2,,,Ne doibt il pas à moy du tout se dire?,,,,,,,
DC0821,3,,,"Doibt il prester l'oreille_aux ennemis,",,,,,,,
DC0821,4,,,Qui à mon bien sont prest de contre dire?,,,,,,,
DC0821,5,,,"Non m'amye, il ne s'en fault que rire, ",,,,,,,
DC0821,6,,,"Ce sont jaloux dont ne te doibt chaloir,",,,,,,,
DC0821,7,,,"Leur veulx tu bien servir de grand martyre,",,,,,,,
DC0821,8,,,Ayme tousjours ne change ton vouloir. ,,,,,,,
DC0822,1,,,"J'ay tant souffert, pour un plaisir avoir ",,,,,,,
DC0822,2,,,"En esperant que j'eusse recompense,",,,,,,,
DC0822,3,,,"Helas amour ce n'est poinct ce qu'on pense,",,,,,,,
DC0822,4,,,Refusé suis en faisant mon debvoir. ,,,,,,,
DC0823,1,,,"Amour et mort ont faict une alliance,",,,,,,,
DC0823,2,,,En conspirant mon total detriment:,,,,,,,
DC0823,3,,,"Amour me met hors de toute_esperance,",,,,,,,
DC0823,4,,,Et mort me veult alleger asprement:,,,,,,,
DC0823,5,,,Mais si je puis inventer seulement ,,,,,,,
DC0823,6,,,"L'art et moyen, de cest amour confondre,",,,,,,,
DC0823,7,,,"Je me tiendray, alors si seurement,",,,,,,,
DC0823,8,,,Que je pourray à toute mort respondre. ,,,,,,,
DC0824,1,,,"Pleust or à Dieu, pour finer mes malheurs, ",,,,,,,
DC0824,2,,,Que je vous fuisse_à mon commandement ,,,,,,,
DC0824,3,,,"Ou pour le moins, que voz grandes valeurs, ",,,,,,,
DC0824,4,,,Ne feussent point en mon entendement ,,,,,,,
DC0824,5,,,"Car voz beaux yeulx me plaisent tellement,",,,,,,,
DC0824,6,,,"Et vostre amour, me semble tant heureuse, ",,,,,,,
DC0824,7,,,"Que je languis ainsi voyla comment,",,,,,,,
DC0824,8,,,"Ce que me plaist, m'est chose douloureuse. ",,,,,,,
DC0825,1,,,"Cent mille fois estant dedans ma couche,",,,,,,,
DC0825,2,,,"Seule sans vous, et de mon mary veusve,",,,,,,,
DC0825,3,,,J’ay souhaitté ceste tant doulce bouche,,,,,,,
DC0825,4,,,(De vous amy) qui souvent a faict prouve,,,,,,,
DC0825,5,,,"De nostre amour, qui a aultre ne trouve,",,,,,,,
DC0825,6,,,"Estre semblable, en cas d’honnesteté,",,,,,,,
DC0825,7,,,"Car si couchez ensemble on nous decouvre,",,,,,,,
DC0825,8,,,Ja pour cela ne perdrois chasteté.,,,,,,,
DC0901,1,,,"Je ne cognois femme en ceste contrée,",a,,,,,,
DC0901,2,,,"Que comme moy ayt tant de passion,",b,,,,,,
DC0901,3,,,"Car je me sentz d'amour si fort oultrée,",a,,,,,,
DC0901,4,,,Que n'ay pouvoir d'en faire fiction :,b,,,,,,
DC0901,5,,,"Bien je vouldrois avoir l'invention,",b,,,,,,
DC0901,6,,,Garder les gens de notre amour mesdire :,c,,,,,,
DC0901,7,,,Mais je ne puis sans vouloir contredire,c,,,,,,
DC0901,8,,,"A mon amy, qui m'ayme si tresfort,",d,,,,,,
DC0901,9,,,"Que quand il est un jour sans me voir rire,",c,,,,,,
DC0901,10,,,De huict apres ne prend nul reconfort.,d,,,,,,
DC0902,1,,,"Faisons le dire mensonger,",a,,,,,,
DC0902,2,,,"Que tout soubz le ciel doibt changer,",a,,,,,,
DC0902,3,,,"Montrant par l'effect qu'on voirra,",b,,,,,,
DC0902,4,,,Que point nostre amour changera.,b,,,,,,
DC0903,1,,,"Si l'amytié n'est que conjonction,",a,,,,,,
DC0903,2,,,"De deux moytiez, qui se suivent ensemble,",b,,,,,,
DC0903,3,,,"Et l'adieu, n'est que separation, ",a,,,,,,
DC0903,4,,,Qui ce plaisant lacq d'amour desasemble:,b,,,,,,
DC0903,5,,,"Las y a il, qui plus estrange semble,",b,,,,,,
DC0903,6,,,"A deux amantz, qui ce fascheux adieu?",c,,,,,,
DC0903,7,,,"Ennuyeux mot qui tout plaisir nous semble,",b,,,,,,
DC0903,8,,,Et sans lequel serions esgaulx à Dieu.,c,,,,,,
DC0904,1,,,Si je cuidois (pour gemir et complaindre),a,,,,,,
DC0904,2,,,"Faire eschauffer sa froide affection,",b,,,,,,
DC0904,3,,,"On me voirroit pleurer, crier, et plaindre,",a,,,,,,
DC0904,4,,,Pour alleger ma triste affliction :,b,,,,,,
DC0904,5,,,"Tant plus je plains, plus croist ma passion :",c,,,,,,
DC0904,6,,,Tant plus la prie (à m'aymer) moins s'enflamme :,d,,,,,,
DC0904,7,,,"O cas estrange, et de compassion,",c,,,,,,
DC0904,8,,,"Que tant plus froide elle est, plus croist ma flamme.",d,,,,,,
DC0905,1,,,"Je ne suis pas si sot berger,",a,,,,,,
DC0905,2,,,"Si vous tenois à mon coucher,",a,,,,,,
DC0905,3,,,Que ne vous fisses despouiller,a,,,,,,
DC0905,4,,,"Cotte, et chemise,",b,,,,,,
DC0905,5,,,Et puis mon flageolet auriez,c,,,,,,
DC0905,6,,,A votre guise.,b,,,,,,
DC0906,1,,,"A ce matin d'un beau bouquet de rose,",a,,,,,,
DC0906,2,,,"Celle qui a mon coeur m'a faict present,",b,,,,,,
DC0906,3,,,"Le me donnant de sa bouche desclose,",a,,,,,,
DC0906,4,,,"Si m'a faict part d'un baiser tant plaisant,",b,,,,,,
DC0906,5,,,Que tost apres le departir pensant,b,,,,,,
DC0906,6,,,"Prendre l'odeur, de ce bouquet donné,",c,,,,,,
DC0906,7,,,Bien je le voy de belles fleurs orné :,c,,,,,,
DC0906,8,,,"Mais ne sentoit rose, ny marjoulaine,",d,,,,,,
DC0906,9,,,"Ja ne falloit, que j'en fusse estonné,",c,,,,,,
DC0906,10,,,Plustost est soif l'odeur de son haleine.,d,,,,,,
DC0907,1,,,"Je suis honteux, et n'ose descouvrir",a,,,,,,
DC0907,2,,,"La bonne amour, que j'ay envers m'amye,",b,,,,,,
DC0907,3,,,"Si une fois je la puis recouvrir,",a,,,,,,
DC0907,4,,,"A mon secret, seule sans compagnye,",b,,,,,,
DC0907,5,,,Je luy diray dame trop il m'ennuye,b,,,,,,
DC0907,6,,,"De vostre coeur, que n'en sçay la pensée :",c,,,,,,
DC0907,7,,,"Accollez moy doulcement je vous prie,",b,,,,,,
DC0907,8,,,Et dictes moy si vous plaist la journée.,c,,,,,,
DC0908 ,1,,,"Las, si Amour nouveau conseil n’apporte,",a,,,,,,
DC0908 ,2,,,"En brief seray contrainct changer ma vie,",b,,,,,,
DC0908 ,3,,,"Tant ay de peur et sur moy peult envie,",b,,,,,,
DC0908 ,4,,,"Qu'en desir vis, et l'esperance est morte.",a,,,,,,
DC0909,1,,,"Si Salamandre en flamme vit, c'est peu,",a,,,,,,
DC0909,2,,,"Merveilles n'ay des oeuvres de nature,",b,,,,,,
DC0909,3,,,"Celle qui est de glace, et moy de feu,",a,,,,,,
DC0909,4,,,"Au droict milieu de mon coeur vit, et dure,",b,,,,,,
DC0909,5,,,Qui la defend en un si ardant lieu ?,a,,,,,,
DC0909,6,,,"Fondre debvroit, et si devient plus dure :",b,,,,,,
DC0909,7,,,"Amour le faict de nature adversaire,",c,,,,,,
DC0909,8,,,"Qu'en despit d'elle vit, ce qu'est contraire.",c,,,,,,
DC0910,1,,,"Mais dont vient, que vous damoyselles ?",a,,,,,,
DC0910,2,,,"Avez si tost, tout morfondu,",b,,,,,,
DC0910,3,,,Et si l'esté vous estes belles ?,a,,,,,,
DC0910,4,,,L'hyvert est votre tainct perdu :,b,,,,,,
DC0910,5,,,Voyez m'amye a defendu,b,,,,,,
DC0910,6,,,"Le sien contre le froid, et dure",c,,,,,,
DC0910,7,,,"Tout aussi beau, qu'une paincture,",c,,,,,,
DC0910,8,,,"Et pourquoy, dire le vous fault,",d,,,,,,
DC0910,9,,,"Son feu surmonte la froidure,",c,,,,,,
DC0910,10,,,Le vostre n'est pas assez chault.,d,,,,,,
DC0911,1,,,"Amour du cœur vient et prend sa naissance,",a,,,,,,
DC0911,2,,,"Et au cœur fait son habitation,",b,,,,,,
DC0911,3,,,Aussi telle est entre deux l’accointance,a,,,,,,
DC0911,4,,,Que jamais n’ont de séparation. ;,b,,,,,,
DC0911,5,,,Amour avoir du cœur fruiction,b,,,,,,
DC0911,6,,,"Entier requiert, le cœur aussi prend garde",c,,,,,,
DC0911,7,,,"A un amour, lequel contente, et garde",c,,,,,,
DC0911,8,,,"Que, si le cœur deux amours prendre veult,",d,,,,,,
DC0911,9,,,"Ou il est fainct, ou au droit ne regarde,",c,,,,,,
DC0911,10,,,Car un seul cœur à deux servir ne peult,d,,,,,,
DC0912,1,,,"Amour, et moy avons faict accoinctance,",a,,,,,,
DC0912,2,,,"En pourchassant la mienne affection,",b,,,,,,
DC0912,3,,,Et bon espoir me donne intention,b,,,,,,
DC0912,4,,,"De pourchasser, et vivre en esperance,",a,,,,,,
DC0912,5,,,"Pour parvenir à consolation,",b,,,,,,
DC0912,6,,,"Si je voy cler, mes yeulx sont sans doubtance,",c,,,,,,
DC0912,7,,,"Et demeurons en paix et union,",b,,,,,,
DC0912,8,,,"[Amour, et moy.]",d,,,,,,
DC0913,1,,,"Tant plus sur toy sont arrestez mes yeulz,",a,,,,,,
DC0913,2,,,"Tans plus ta grace en beaulté renouvelle,",b,,,,,,
DC0913,3,,,"Et me souvient du blond soleil des cieulx,",a,,,,,,
DC0913,4,,,Dont la lueur par le monde estincelle:,b,,,,,,
DC0913,5,,,"Ce loz haultain, dessoubz ton nom se celle,",b,,,,,,
DC0913,6,,,"Qui à ton estre un tel bien recouvra,",c,,,,,,
DC0913,7,,,"Qu'en te voyant par nature si belle,",b,,,,,,
DC0913,8,,,"Tu peulx bien dire, heur gratuy mourra.",c,,,,,,
DC0914,1,,,"Las, si tu as plaisir en mon ennuy,",a,,,,,,
DC0914,2,,,"Et que mon mal te soit contentement,",b,,,,,,
DC0914,3,,,N'attendz point plus : mais faictz des aujourdhuy,a,,,,,,
DC0914,4,,,"Ce, que voirras alleger mon tourment,",b,,,,,,
DC0914,5,,,Si je te voy devenir tant d'aymant,c,,,,,,
DC0914,6,,,Que n'ayes plus souvenance de moy,d,,,,,,
DC0914,7,,,"(Qu'as tant aymé) prendray patienment,",c,,,,,,
DC0914,8,,,Mort me sera doulce venant de toy.,d,,,,,,
DC0915,1,,,"Chasse rigueur loing de toy, qui es belle,",a,,,,,,
DC0915,2,,,"Bien n'est seant avec une beaulté,",b,,,,,,
DC0915,3,,,"Qui est en toy loger compaigne telle,",a,,,,,,
DC0915,4,,,"Beaulté n'a rien commun à cruaulté,",b,,,,,,
DC0915,5,,,"Doulceur promect, et non austerité,",b,,,,,,
DC0915,6,,,"C'est oeil tant doulx, il te dict pitoyable,",c,,,,,,
DC0915,7,,,"A ton visage est pitié convenable,",c,,,,,,
DC0915,8,,,Or fault il donc (ou que faincte on te die),d,,,,,,
DC0915,9,,,"Changer ce port, et grace tant aymable,",c,,,,,,
DC0915,10,,,Ou que rigueur par toy soit adoulcie.,d,,,,,,
DC0916,1,,,Au joli bocquet,a,,,,,,
DC0916,2,,,"Croist la violette,",b,,,,,,
DC0916,3,,,Je vis hier Jacquet,a,,,,,,
DC0916,4,,,"Dire à Michelette,",b,,,,,,
DC0916,5,,,"Faisons un banquet,",a,,,,,,
DC0916,6,,,Sur ce verd tronquet :,a,,,,,,
DC0916,7,,,"Lors de sa malette,",b,,,,,,
DC0916,8,,,"Belle, et joliette,",b,,,,,,
DC0916,9,,,Tira un pacquet :,a,,,,,,
DC0916,10,,,"Voire dict la fillette,",b,,,,,,
DC0916,11,,,Au joli bocquet,a,,,,,,
DC0916,12,,,Croist la violette.,b,,,,,,
DC0917,1,,,"Amour voyant le travail soucieux,",a,,,,,,
DC0917,2,,,"Que je souffrois par ta seule presence,",b,,,,,,
DC0917,3,,,"Meu de pitié, m'a mis loing de tes yeulx,",a,,,,,,
DC0917,4,,,Cuidant mon mal appaiser d'une absence.,b,,,,,,
DC0917,5,,,O quel abus ? c'est lors que plus s'advance,b,,,,,,
DC0917,6,,,"Ma grand douleur, et empire à la mort,",c,,,,,,
DC0917,7,,,Que feray donc ? absent je meurs sans ce,b,,,,,,
DC0917,8,,,"Qui pres de moy, me mectz à desconfort.",c,,,,,,
DC0918,1,,,"L’aveuglé Dieu, qui par tout vole nud,",a,,,,,,
DC0918,2,,,"A laissé l’arc, et les fleches aussi,",b,,,,,,
DC0918,3,,,"Voyant par la qu’il estoit trop cogneu,",a,,,,,,
DC0918,4,,,"Et que chascun le fuyoit trop ainsi,",b,,,,,,
DC0918,5,,,"Et en a pris la corde sans mercy,",b,,,,,,
DC0918,6,,,"Dont il a faict, et tendu du unze,",c,,,,,,
DC0918,7,,,"Plus dangereux, et plus mortel (helas)",d,,,,,,
DC0918,8,,,Que n’estoit point la fleche plus mortelle,e,,,,,,
DC0918,9,,,"Une le sçayt, qui mon cœur foible, et las",d,,,,,,
DC0918,10,,,"Retient lié de sa main docte, et belle.",e,,,,,,
DC0919,1,,,"Si j’estois mariée à mon amy,",a,,,,,,
DC0919,2,,,"Qui tant m’a desirée,",b,,,,,,
DC0919,3,,,"Aussi moy luy,",a,,,,,,
DC0919,4,,,Toute la nuict,a,,,,,,
DC0919,5,,,"Me tiendroit embrassée,",b,,,,,,
DC0919,6,,,"Me disant sa pensée,",b,,,,,,
DC0919,7,,,Et moy la mienne aussi.,a,,,,,,
DC0920,1,,,"Dame excellente, en vertu bien apprise,",a,,,,,,
DC0920,2,,,"Remplie d'honneur, et de parfaicte grace,",b,,,,,,
DC0920,3,,,"Ta grand beaulté, d'un chascun tant requise,",a,,,,,,
DC0920,4,,,"Me faict aymer ta gratieuse face,",b,,,,,,
DC0920,5,,,"Et ton maintien, qui tout aultre oultre passe,",c,,,,,,
DC0920,6,,,"Tient le mien coeur en amoureuse vie,",d,,,,,,
DC0920,7,,,"En esperant devant que je trespasse,",c,,,,,,
DC0920,8,,,Avoir de toy ma pensée assouvie.,d,,,,,,
DC0921,1,,,"Ayant servi soubz faveur de l’attente,",a,,,,,,
DC0921,2,,,"Et pour finir mon heure selon le temps,",b,,,,,,
DC0921,3,,,Rendue c’est celle qui tres contente,a,,,,,,
DC0921,4,,,"De mon labeur, m’a mis ou je pretendz.",b,,,,,,
DC0922,1,,,"O Cruaulté logée en grand beaulté,",a,,,,,,
DC0922,2,,,"O grand beaulté, qui logez cruaulté,",a,,,,,,
DC0922,3,,,"Quand ma douleur jamais ne sentiras,",b,,,,,,
DC0922,4,,,"Au moins un jour pense en ma loyaulté,",a,,,,,,
DC0922,5,,,Ingrate alors peult estre te diras.,b,,,,,,
DC0923,1,,,"En ce verd moys temps opportun,",a,,,,,,
DC0923,2,,,"Pour prendre plaisir je vouldroye,",b,,,,,,
DC0923,3,,,"Tenir nue à nud, une à un,",a,,,,,,
DC0923,4,,,"M’amye dessoubz la couldroye,",b,,,,,,
DC0923,5,,,"La à gogo la serviroye,",b,,,,,,
DC0923,6,,,"De quel mectz mot, ny en quel nombre :",c,,,,,,
DC0923,7,,,"Mais beau luyre auroit le soleil,",d,,,,,,
DC0923,8,,,"S’elle trouvoit bon mon conseil,",d,,,,,,
DC0923,9,,,Si je ne la mettois à l’umbre.,c,,,,,,
DC0924,1,,,"Mon povre coeur, qui sans aulcun repos,",a,,,,,,
DC0924,2,,,"Pour un penser incessamment souspire,",b,,,,,,
DC0924,3,,,Ne veult changer touteffois de propos,a,,,,,,
DC0924,4,,,"Du souvenir, ou tousjours il aspire,",b,,,,,,
DC0924,5,,,"O doulx amour, qui cause mon martyre,",b,,,,,,
DC0924,6,,,"Ne me veulx tu aultrement dispenser,",c,,,,,,
DC0924,7,,,"Considerant, que mon coeur le desire,",b,,,,,,
DC0924,8,,,"Car plus il pense, et plus il veult penser.",c,,,,,,
DC0925,1,,,"C'est a grand tort qu'on dict que le penser,",a,,,,,,
DC0925,2,,,"N'est que langueur d'une chose incertaine,",b,,,,,,
DC0925,3,,,"Car je soustiens, qu'il ne peult offenser,",a,,,,,,
DC0925,4,,,"Celle, qui est de loyal penser pleine,",b,,,,,,
DC0925,5,,,"O doulx penser, qui cause à aultruy peine,",b,,,,,,
DC0925,6,,,"Et à mon coeur perfaict contentement,",c,,,,,,
DC0925,7,,,"Octroyez moy quelque joye certaine,",b,,,,,,
DC0925,8,,,"De ce penser, que j'ay incessamment.",c,,,,,,
DC0926,1,,,"Ne vous faschez si me voyez jaloux,",a,,,,,,
DC0926,2,,,"C'est d'amitié, que vient la jalouzie,",b,,,,,,
DC0926,3,,,"Assez sçavez que je suis tout à vous,",a,,,,,,
DC0926,4,,,Et de ma part en vous moins ne me fie :,b,,,,,,
DC0926,5,,,Mais par ma foy hors de ma fantasie,b,,,,,,
DC0926,6,,,"Ne peult sortir ce, que je vous vois dire,",c,,,,,,
DC0926,7,,,"Qu'on puisse aymer, et des jaloux se rire,",c,,,,,,
DC0926,8,,,"Et veulx mourir en soustenant ce poinct,",d,,,,,,
DC0926,9,,,"Un tel n'est point subject à ce martyre,",c,,,,,,
DC0926,10,,,"Je concludz donc, par la qu'il n'ayme point.",d,,,,,,
DC0927,1,,,"Rien plus ne quiers, madame me contente,",a,,,,,,
DC0927,2,,,"Content je suis du bien qu'ay rencontray,",b,,,,,,
DC0927,3,,,"Au monde n'a rien tant beau, qui me tente,",a,,,,,,
DC0927,4,,,"Rien ne m'est beau aupres du beau que j'ay,",b,,,,,,
DC0927,5,,,"Et si y a un bien que vous diray,",b,,,,,,
DC0927,6,,,Car je n'ay peur (quelque chose qu'on face),c,,,,,,
DC0927,7,,,"Qu'aultre que moy, vers elle trouve grace.",c,,,,,,
DC1001,1,,,"De plus aymer, sy j'en quicte les armes,",,,,,,,
DC1001,2,,,Dieu me doit grace estre ailleurs plus heureux:,,,,,,,
DC1001,3,,,"J'y ai conquis pour tout souspirs et larmes,",,,,,,,
DC1001,4,,,Dont me cognois par sus tous malheureux.,,,,,,,
DC1001,5,,,"Plaignez, aumoins dames, ce langoureux,",,,,,,,
DC1001,6,,,"Qui pour avoir bien servi sa maistresse,",,,,,,,
DC1001,7,,,Use ses jours en douleur et tristesse.,,,,,,,
DC1002,1,,,"Et vray Dieu que l'on sera aise,",,,,,,,
DC1002,2,,,Mais qu'on me voye à Paris:,,,,,,,
DC1002,3,,,"Mais que m'amye me baise,",,,,,,,
DC1002,4,,,Et vray Dieu que l'on sera aise.,,,,,,,
DC1002,5,,,"Dieu gard ma rose, ma fraise",,,,,,,
DC1002,6,,,Quelle caresse quel ris ?,,,,,,,
DC1002,7,,,"Et vray Dieu que l'on sera aise,",,,,,,,
DC1002,8,,,"Mais qu'on me voye à, Paris.",,,,,,,
DC1003,1,,,"Un soir bien tard,",,,,,,,
DC1003,2,,,"Guillot trouva Jannette,",,,,,,,
DC1003,3,,,"Qui espluchoit des pulces en sa chemise,",,,,,,,
DC1003,4,,,"Si la regarde, et par bonne sornette ",,,,,,,
DC1003,5,,,"Luy dict bon soir, et Jannette l'advise:",,,,,,,
DC1003,6,,,"Tout chauldement sus elle à la main mise,",,,,,,,
DC1003,7,,,"Si rudement qui la fit reculer,",,,,,,,
DC1003,8,,,"Et acculer, et puis de la culer,",,,,,,,
DC1003,9,,,"En luy disant rendez moy mon sac,",,,,,,,
DC1003,10,,,"Grinssant les dents c'est prinse à heurler,",,,,,,,
DC1003,11,,,"Poulse Guillot le bon est au bissac,",,,,,,,
DC1004,1,,,"Quand un bon Pere assiste en sa maison,",,,,,,,
DC1004,2,,,"Et la gouverne en prudence et sagesse,",,,,,,,
DC1004,3,,,"Tout en vault mieux, tout ce fait par raison,",,,,,,,
DC1004,4,,,Et sa famille à bien faire s'addresse.,,,,,,,
DC1004,5,,,"Le bien s'accroist, l'heritage et richesse,",,,,,,,
DC1004,6,,,Voila de quoy est cause la presence:,,,,,,,
DC1004,7,,,"Le bon cheval, se nourrit et s'en gresse",,,,,,,
DC1004,8,,,"De l'oeil songneux, du maistre qui le pense.",,,,,,,
DC1005,1,,,"Voicy le printemps qui rid,",,,,,,,
DC1005,2,,,"Et de retour l'Arondelle,",,,,,,,
DC1005,3,,,"Qui desja construit son nid,",,,,,,,
DC1005,4,,,"Au jeu d'amour nous appelle,",,,,,,,
DC1005,5,,,Tout male avec sa femelle,,,,,,,
DC1005,6,,,S'assemble ceste saison:,,,,,,,
DC1005,7,,,"Toy pourtant si tu es belle,",,,,,,,
DC1005,8,,,Moins n'es subjecte à raison.,,,,,,,
DC1006,1,,,"Ma petite colombelle,",,,,,,,
DC1006,2,,,"Ma petite toute belle,",,,,,,,
DC1006,3,,,"Mon petit oeil baisez moy,",,,,,,,
DC1006,4,,,"D'un baiser qui longtemps dure,",,,,,,,
DC1006,5,,,Poulsés hors la peine dure,,,,,,,
DC1006,6,,,De mon amoureux esmoy.,,,,,,,
DC1006,7,,,"Quand je vous diray mignone,",,,,,,,
DC1006,8,,,Sus venez que l'on me done,,,,,,,
DC1006,9,,,Neuf baisers tout simplement:,,,,,,,
DC1006,10,,,Donez m'en trois seullement.,,,,,,,
DC1007,1,,,"Helas amy, veu que ne te puis voir,",,,,,,,
DC1007,2,,,Fault qu'un adieu par escript je t'envoy,,,,,,,
DC1007,3,,,"Adieu amy, adieu jusqu'au revoir,",,,,,,,
DC1007,4,,,Ce seul adieu oste toute ma joye.,,,,,,,
DC1007,5,,,"Si te supply de tost te mettre en voye,",,,,,,,
DC1007,6,,,"Pour venir voir celle à qui tant ennuye,",,,,,,,
DC1007,7,,,"Qui ne pourra, sinon que te revoye,",,,,,,,
DC1007,8,,,"Gueres languir, que ne perde la vie.",,,,,,,
DC1008,1,,,"Femme, qui honneur veult avoir,",,,,,,,
DC1008,2,,,Ne doibt point estre divulguée:,,,,,,,
DC1008,3,,,"De sa langue soing doibt avoir,",,,,,,,
DC1008,4,,,"Afin, de n'estre mesprisée:",,,,,,,
DC1008,5,,,"Ne faire tant par son sçavoir,",,,,,,,
DC1008,6,,,Qu'elle soit du monde chassée.,,,,,,,
DC1009,1,,,"Mon coeur eslit pour soy la marguerite,",,,,,,,
DC1009,2,,,A mon advis ne sçaurois mieulx choisir,,,,,,,
DC1009,3,,,"Rose, ne fleur: dont si la puis saisir,",,,,,,,
DC1009,4,,,Garder la veulx: car elle le merite.,,,,,,,
DC1010,1,,,"J'ay bien servi oncques ne feis offense,",,,,,,,
DC1010,2,,,"Amour le sçait, et seul je l'en fay juge:",,,,,,,
