,Composer,Title,Measure,Beat,CadType,Tone,CVFs,LeadingTones,Low,RelLow,RelTone,Progress,SinceLast,ToNext,Validation,Comments
628.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,77,1.0,Evaded Authentic,,cx,-1.0,G3,P1,,0.5607142857142857,116.0,144.0,,
772.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,89,1.0,,D,Cx,,D4,P5,P5,0.6892857142857143,144.0,72.0,,
844.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,95,1.0,Evaded Clausula Vera,,Tc,-1.0,G3,P1,,0.7535714285714286,72.0,120.0,,
964.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,105,1.0,Evaded Authentic,D,Cb,1.0,G3,P1,P5,0.8607142857142858,120.0,72.0,,
1036.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,111,1.0,Authentic,G,tBC,1.0,G3,P1,P8,0.925,72.0,36.0,,
1072.0,Annibale Padovano,Missa Alla dolc'ombra: Sanctus,114,1.0,Authentic,G,CtB,1.0,G3,P1,P8,0.9571428571428572,36.0,72.0,,
28.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,4,3.0,,C,Cx,,C4,P4,P4,0.0875,28.0,12.0,,
40.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,6,1.0,Evaded Clausula Vera,C,tC,1.0,C4,P4,P4,0.125,12.0,32.0,,
72.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,10,1.0,Clausula Vera,G,TuC,1.0,E3,-m3,P8,0.225,32.0,24.0,,
96.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,13,1.0,Authentic,G,CtB,1.0,G3,P1,P8,0.3,24.0,24.0,,
120.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,16,1.0,Evaded Clausula Vera,C,tC,1.0,C4,P4,P4,0.375,24.0,8.0,,
128.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,17,1.0,Clausula Vera,G,CT,1.0,G3,P1,P8,0.4,8.0,8.0,,
136.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,18,1.0,Clausula Vera,D,CT,1.0,D4,P5,P5,0.425,8.0,112.0,,
248.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,32,1.0,Evaded Clausula Vera,D,tC,1.0,D3,-P4,P5,0.775,112.0,72.0,,
320.0,Annibale Padovano,Missa Alla dolc'ombra: Agnus dei,41,1.0,Authentic,G,CTB,1.0,G3,P1,P8,1.0,72.0,16.0,,
168.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",22,1.0,,A,Cx,,A3,P8,P8,0.23595505617977527,168.0,16.0,,
184.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",24,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,0.25842696629213485,16.0,48.0,,
232.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",30,1.0,Clausula Vera,A,tCT,1.0,A2,P1,P8,0.3258426966292135,48.0,12.0,,
244.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",31,3.0,Phrygian Clausula Vera,E,CT,1.0,E4,P12,P5,0.34269662921348315,12.0,12.0,,
256.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",33,1.0,,A,TCu,,A2,P1,P8,0.3595505617977528,12.0,20.0,,
276.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",35,3.0,Clausula Vera,A,tTC,1.0,A3,P8,P8,0.38764044943820225,20.0,20.0,,
296.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",38,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,0.4157303370786517,20.0,22.0,,
318.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",40,4.0,Evaded Clausula Vera,G,tC,1.0,G3,m7,m7,0.44662921348314605,22.0,10.0,,
328.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",42,1.0,Clausula Vera,G,CT,1.0,G3,m7,m7,0.4606741573033708,10.0,4.0,,
332.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",42,3.0,Evaded Clausula Vera,C,tC,1.0,C3,m3,m3,0.46629213483146065,4.0,28.0,,
360.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",46,1.0,Authentic,A,TCB,1.0,A3,P8,P8,0.5056179775280899,28.0,12.0,,
372.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",47,3.0,Clausula Vera,D,TtC,1.0,D3,P4,P4,0.5224719101123596,12.0,52.0,,
424.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",54,1.0,Phrygian Clausula Vera,A,CT,1.0,A3,P8,P8,0.5955056179775281,52.0,18.0,,
442.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",56,2.0,Authentic,A,CuB,1.0,A2,P1,P8,0.6207865168539326,18.0,42.0,,
484.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",61,3.0,Authentic,A,CB,1.0,A2,P1,P8,0.6797752808988764,42.0,60.0,,
544.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",69,1.0,Authentic,C,CtB,1.0,C4,m10,m3,0.7640449438202247,60.0,96.0,,
640.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",77,1.0,Clausula Vera,C,TCu,1.0,C3,m3,m3,0.898876404494382,96.0,24.0,,
664.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",79,1.0,Authentic,A,tCB,1.0,A2,P1,P8,0.9325842696629213,24.0,24.0,,
688.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Kyrie",81,1.0,Authentic,A,TCB,1.0,A3,P8,P8,0.9662921348314607,24.0,40.0,,
168.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",22,1.0,Evaded Clausula Vera,G,tC,1.0,G3,m7,m7,0.15441176470588236,168.0,16.0,,
184.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",24,1.0,Authentic,G,CB,1.0,G2,-M2,m7,0.16911764705882354,16.0,76.0,,
260.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",33,3.0,Clausula Vera,C,CT,1.0,C4,m10,m3,0.23897058823529413,76.0,20.0,,
280.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",36,1.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.25735294117647056,20.0,44.0,,
324.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",41,3.0,Clausula Vera,C,TCu,1.0,C3,m3,m3,0.2977941176470588,44.0,20.0,,
344.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",44,1.0,Authentic,A,tCB,1.0,A2,P1,P8,0.3161764705882353,20.0,16.0,,
360.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",46,1.0,Authentic,A,TCB,1.0,A3,P8,P8,0.33088235294117646,16.0,78.0,,
438.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",55,4.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.4025735294117647,78.0,2.0,,
440.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",56,1.0,,A,Cux,,A3,P8,P8,0.40441176470588236,2.0,24.0,,
464.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",59,1.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.4264705882352941,24.0,48.0,,
512.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",65,1.0,Evaded Clausula Vera,A,tC,1.0,A2,P1,P8,0.47058823529411764,48.0,24.0,,
536.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",68,1.0,Clausula Vera,A,TC,0.0,A3,P8,P8,0.49264705882352944,24.0,16.0,,
552.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",70,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,0.5073529411764706,16.0,40.0,,
592.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",75,1.0,Clausula Vera,G,CT,1.0,G3,m7,m7,0.5441176470588235,40.0,16.0,,
608.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",77,1.0,Authentic,G,tCB,1.0,G2,-M2,m7,0.5588235294117647,16.0,104.0,,
712.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",90,1.0,Authentic,C,TCB,1.0,C3,m3,m3,0.6544117647058824,104.0,54.0,,
766.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",96,4.0,Authentic,A,CuTB,0.0,A2,P1,P8,0.7040441176470589,54.0,10.0,,
776.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",98,1.0,Evaded Clausula Vera,,Tc,-1.0,C3,m3,,0.7132352941176471,10.0,10.0,,
786.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",99,2.0,Clausula Vera,G,CT,1.0,G3,m7,m7,0.7224264705882353,10.0,34.0,,
820.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",103,3.0,Authentic,A,TCB,1.0,A3,P8,P8,0.7536764705882353,34.0,100.0,,
920.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",116,1.0,Evaded Clausula Vera,C,Ct,1.0,C4,m10,m3,0.8455882352941176,100.0,96.0,,
1016.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",124,1.0,Evaded Clausula Vera,C,tC,1.0,C3,m3,m3,0.9338235294117647,96.0,24.0,,
1040.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",126,1.0,Authentic,A,tCB,1.0,A2,P1,P8,0.9558823529411765,24.0,24.0,,
1064.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Gloria",128,1.0,Authentic,A,TCB,1.0,A3,P8,P8,0.9779411764705882,24.0,40.0,,
58.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",8,2.0,Evaded Clausula Vera,A,Ct,1.0,A3,P8,P8,0.03258426966292135,58.0,4.0,,
62.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",8,4.0,Authentic,A,tCB,1.0,A3,P8,P8,0.0348314606741573,4.0,10.0,,
72.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",10,1.0,Evaded Clausula Vera,D,tC,1.0,D3,P4,P4,0.04044943820224719,10.0,48.0,,
120.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",16,1.0,Authentic,A,CtB,1.0,A3,P8,P8,0.06741573033707865,48.0,56.0,,
176.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",23,1.0,Authentic,A,TCB,1.0,A2,P1,P8,0.09887640449438202,56.0,16.0,,
192.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",25,1.0,Authentic,A,tCB,1.0,A3,P8,P8,0.10786516853932585,16.0,20.0,,
212.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",27,3.0,Phrygian Clausula Vera,A,CT,1.0,A3,P8,P8,0.11910112359550562,20.0,20.0,,
232.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",30,1.0,Phrygian Clausula Vera,A,CT,1.0,A2,P1,P8,0.1303370786516854,20.0,32.0,,
264.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",34,1.0,Evaded Clausula Vera,C,Ct,1.0,C4,m10,m3,0.14831460674157304,32.0,36.0,,
300.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",38,3.0,Authentic,C,tCB,1.0,C4,m10,m3,0.16853932584269662,36.0,24.0,,
324.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",41,3.0,,C,zCx,,C4,m10,m3,0.18202247191011237,24.0,12.0,,
336.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",43,1.0,Clausula Vera,A,tCT,1.0,A2,P1,P8,0.18876404494382024,12.0,16.0,,
352.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",45,1.0,Authentic,A,CtBB,1.0,A2,P1,P8,0.19775280898876405,16.0,72.0,,
424.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",54,1.0,Clausula Vera,A,tCT,1.0,A2,P1,P8,0.23820224719101124,72.0,24.0,,
448.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",57,1.0,,A,TCu,,A2,P1,P8,0.251685393258427,24.0,88.0,,
536.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",68,1.0,,,sP,,E3,P5,,0.30112359550561796,88.0,104.0,,
640.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",81,1.0,Clausula Vera,C,CT,1.0,C4,m10,m3,0.3595505617977528,104.0,24.0,,
664.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",84,1.0,Evaded Authentic,C,TCb,1.0,A3,P8,m3,0.37303370786516854,24.0,64.0,,
728.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",92,1.0,Authentic,A,CB,0.0,A2,P1,P8,0.40898876404494383,64.0,120.0,,
848.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",107,1.0,Clausula Vera,A,CT,1.0,A3,P8,P8,0.4764044943820225,120.0,28.0,,
876.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",110,3.0,Clausula Vera,G,CT,1.0,G3,m7,m7,0.49213483146067416,28.0,36.0,,
912.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",115,1.0,Authentic,C,CtB,1.0,C3,m3,m3,0.5123595505617977,36.0,50.0,,
962.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",121,2.0,Clausula Vera,A,TC,1.0,A3,P8,P8,0.5404494382022472,50.0,4.0,,
966.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",121,4.0,Clausula Vera,A,CT,1.0,A3,P8,P8,0.5426966292134832,4.0,16.0,,
982.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",123,4.0,Clausula Vera,D,TC,1.0,F3,m6,P4,0.5516853932584269,16.0,4.0,,
986.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",124,2.0,Clausula Vera,D,CT,1.0,D3,P4,P4,0.553932584269663,4.0,4.0,,
990.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",124,4.0,Evaded Clausula Vera,D,tC,1.0,D3,P4,P4,0.5561797752808989,4.0,6.0,,
996.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",125,3.0,Authentic,D,CB,0.0,D3,P4,P4,0.5595505617977528,6.0,36.0,,
1032.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",130,1.0,,F,tCx,,F4,m13,m6,0.5797752808988764,36.0,52.0,,
1084.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",136,3.0,,C,tCx,,C4,m10,m3,0.6089887640449438,52.0,16.0,,
1100.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",138,3.0,Evaded Authentic,,zy,-1.0,A3,P8,,0.6179775280898876,16.0,76.0,,
1176.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",148,1.0,Clausula Vera,A,CT,1.0,A3,P8,P8,0.6606741573033708,76.0,192.0,,
1368.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",172,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,0.7685393258426966,192.0,20.0,,
1388.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",174,3.0,Clausula Vera,A,CT,1.0,A3,P8,P8,0.7797752808988764,20.0,8.0,,
1396.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",175,3.0,Authentic,A,tCB,1.0,A2,P1,P8,0.7842696629213484,8.0,32.0,,
1428.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",179,3.0,Authentic,C,tCB,1.0,C3,m3,m3,0.802247191011236,32.0,8.0,,
1436.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",180,3.0,Authentic,C,tCB,1.0,C4,m10,m3,0.8067415730337079,8.0,8.0,,
1444.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",181,3.0,Authentic,A,tCB,1.0,A2,P1,P8,0.8112359550561797,8.0,8.0,,
1452.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",182,3.0,Authentic,A,tCB,1.0,A3,P8,P8,0.8157303370786517,8.0,132.0,,
1584.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",199,1.0,Clausula Vera,C,CT,1.0,C4,m10,m3,0.8898876404494382,132.0,48.0,,
1632.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",203,1.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.9168539325842696,48.0,72.0,,
1704.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",209,1.0,Clausula Vera,C,TC,1.0,C3,m3,m3,0.9573033707865168,72.0,24.0,,
1728.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",211,1.0,Authentic,A,tCB,1.0,A2,P1,P8,0.9707865168539326,24.0,24.0,,
1752.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Credo",213,1.0,Authentic,A,TCB,1.0,A3,P8,P8,0.9842696629213483,24.0,44.0,,
52.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",7,3.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.05508474576271186,52.0,4.0,,
56.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",8,1.0,Authentic,A,CB,1.0,A2,P1,P8,0.059322033898305086,4.0,24.0,,
80.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",11,1.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.0847457627118644,24.0,24.0,,
104.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",14,1.0,Authentic,A,zCB,1.0,A2,P1,P8,0.11016949152542373,24.0,12.0,,
116.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",15,3.0,Phrygian Clausula Vera,E,CT,1.0,E3,P5,P5,0.1228813559322034,12.0,36.0,,
152.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",20,1.0,Clausula Vera,A,CT,1.0,A2,P1,P8,0.16101694915254236,36.0,24.0,,
176.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",23,1.0,Authentic,A,CtB,1.0,A3,P8,P8,0.1864406779661017,24.0,88.0,,
264.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",34,1.0,Authentic,C,zCB,1.0,C3,m3,m3,0.2796610169491525,88.0,12.0,,
276.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",35,3.0,Clausula Vera,G,CT,1.0,G2,-M2,m7,0.2923728813559322,12.0,12.0,,
288.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",37,1.0,Clausula Vera,A,CT,1.0,A2,P1,P8,0.3050847457627119,12.0,12.0,,
300.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",38,3.0,Evaded Clausula Vera,D,Ct,1.0,D3,P4,P4,0.3177966101694915,12.0,84.0,,
384.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",49,1.0,,E,zC,,E4,P12,P5,0.4067796610169492,84.0,40.0,,
424.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",54,1.0,Clausula Vera,C,CT,1.0,C4,m10,m3,0.4491525423728814,40.0,56.0,,
480.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",61,1.0,Clausula Vera,A,CT,1.0,A3,P8,P8,0.5084745762711864,56.0,80.0,,
560.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",68,1.0,Altizans Only,A,AT,0.0,D3,P4,P8,0.5932203389830508,80.0,36.0,,
596.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",71,1.0,,A,Ctx,,A3,P8,P8,0.6313559322033898,36.0,24.0,,
620.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",73,1.0,Altizans Only,A,AT,0.0,D3,P4,P8,0.6567796610169492,24.0,8.0,,
628.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",73,3.0,Evaded Authentic,,czx,-1.0,E4,P12,,0.6652542372881356,8.0,52.0,,
680.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",78,1.0,Evaded Altizans Only,,aT,-1.0,C3,m3,,0.7203389830508474,52.0,20.0,,
700.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",79,3.0,Evaded Authentic,,cxx,-1.0,C4,m10,,0.7415254237288136,20.0,88.0,,
788.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",87,1.0,Authentic,C,CtB,1.0,C3,m3,m3,0.8347457627118644,88.0,48.0,,
836.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",91,1.0,Evaded Clausula Vera,E,Cts,1.0,C3,m3,P5,0.885593220338983,48.0,48.0,,
884.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Sanctus",95,1.0,Authentic,A,CtB,1.0,A2,P1,P8,0.9364406779661016,48.0,84.0,,
120.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",16,1.0,Authentic,A,tCB,1.0,A2,P1,P8,0.16853932584269662,120.0,40.0,,
160.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",21,1.0,Authentic,A,CtB,1.0,A2,P1,P8,0.2247191011235955,40.0,40.0,,
200.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",26,1.0,Authentic,A,CB,1.0,A2,P1,P8,0.2808988764044944,40.0,80.0,,
280.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",36,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,0.39325842696629215,80.0,24.0,,
304.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",39,1.0,Authentic,D,tCB,1.0,D3,P4,P4,0.42696629213483145,24.0,24.0,,
328.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",42,1.0,Authentic,G,TCB,1.0,G2,-M2,m7,0.4606741573033708,24.0,104.0,,
432.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",55,1.0,Authentic,C,CB,1.0,C3,m3,m3,0.6067415730337079,104.0,16.0,,
448.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",57,1.0,Authentic,C,CtB,1.0,C4,m10,m3,0.6292134831460674,16.0,48.0,,
496.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",61,1.0,Clausula Vera,G,CT,1.0,G2,-M2,m7,0.6966292134831461,48.0,48.0,,
544.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",65,1.0,Clausula Vera,G,CT,1.0,G3,m7,m7,0.7640449438202247,48.0,48.0,,
592.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",69,1.0,Evaded Clausula Vera,C,tC,1.0,C3,m3,m3,0.8314606741573034,48.0,36.0,,
628.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",72,1.0,Authentic,C,tCB,1.0,C3,m3,m3,0.8820224719101124,36.0,36.0,,
664.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",75,1.0,Authentic,A,CB,1.0,A2,P1,P8,0.9325842696629213,36.0,48.0,,
712.0,Annibale Padovano,"MIssa Domina, a lingua dolosa: Agnus dei",79,1.0,Authentic,A,CuTB,1.0,A2,P1,P8,1.0,48.0,24.0,,
40.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,6,1.0,Phrygian Clausula Vera,A,CT,1.0,D3,P5,M2,0.043859649122807015,40.0,32.0,,
72.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,10,1.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.07894736842105263,32.0,8.0,,
80.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,11,1.0,Authentic,G,CtB,1.0,G3,P8,P8,0.08771929824561403,8.0,12.0,,
92.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,12,3.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.10087719298245613,12.0,12.0,,
104.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,14,1.0,Authentic,D,tCB,0.0,D3,P5,P5,0.11403508771929824,12.0,24.0,,
128.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,17,1.0,Clausula Vera,G,CT,1.0,G2,P1,P8,0.14035087719298245,24.0,8.0,,
136.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,18,1.0,Authentic,G,CB,1.0,G2,P1,P8,0.14912280701754385,8.0,32.0,,
168.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,22,1.0,Phrygian Clausula Vera,A,CT,1.0,D3,P5,M2,0.18421052631578946,32.0,24.0,,
192.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,25,1.0,Phrygian Clausula Vera,A,CT,1.0,A2,M2,M2,0.21052631578947367,24.0,12.0,,
204.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,26,3.0,Evaded Clausula Vera,,Tc,-1.0,D3,P5,,0.2236842105263158,12.0,20.0,,
224.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,29,1.0,Authentic,D,tCB,1.0,D3,P5,P5,0.24561403508771928,20.0,12.0,,
236.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,30,3.0,Evaded Clausula Vera,,Tc,-1.0,G2,P1,,0.25877192982456143,12.0,68.0,,
304.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,39,1.0,Authentic,G,CTB,1.0,G2,P1,P8,0.3333333333333333,68.0,72.0,,
376.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,48,1.0,Evaded Authentic,B-,Cbx,1.0,E-3,m6,m3,0.41228070175438597,72.0,8.0,,
384.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,49,1.0,Clausula Vera,B-,tCT,1.0,B-2,m3,m3,0.42105263157894735,8.0,32.0,,
416.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,53,1.0,Authentic,G,CtB,1.0,G2,P1,P8,0.45614035087719296,32.0,72.0,,
488.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,62,1.0,Evaded Authentic,D,TCb,1.0,B-3,m10,P5,0.5350877192982456,72.0,24.0,,
512.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,65,1.0,Clausula Vera,D,CT,1.0,D3,P5,P5,0.5614035087719298,24.0,56.0,,
568.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,72,1.0,Phrygian Clausula Vera,A,CT,1.0,A2,M2,M2,0.6228070175438597,56.0,8.0,,
576.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,73,1.0,Authentic,D,CB,1.0,D3,P5,P5,0.631578947368421,8.0,40.0,,
616.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,78,1.0,,D,tCx,,D4,P12,P5,0.6754385964912281,40.0,20.0,,
636.0,Annibale Padovano,MIssa Ultimi mieie sospiri: Kyrie,80,3.0,Evaded Clausula Vera,D,tC,1.0,D3,P5,P5,0.6973684210526315,20.0,36.0,,
